Categorii de pomi fructiferi, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Numar, Valoare
Pruni, Total, Buzau, Anul 2001, Numar, 2078440
Pruni, Total, Buzau, Anul 2002, Numar, 2063331
Pruni, Total, Buzau, Anul 2003, Numar, 2209232
Pruni, Total, Buzau, Anul 2004, Numar, 2147038
Pruni, Total, Buzau, Anul 2005, Numar, 2003824
Pruni, Total, Buzau, Anul 2006, Numar, 1577326
Pruni, Total, Buzau, Anul 2007, Numar, 2216333
Pruni, Total, Buzau, Anul 2008, Numar, 2320461
Pruni, Total, Buzau, Anul 2009, Numar, 2331563
Pruni, Total, Buzau, Anul 2010, Numar, 2520494
Pruni, Total, Buzau, Anul 2011, Numar, 2425399
Pruni, Total, Buzau, Anul 2012, Numar, 1858077
Pruni, Total, Buzau, Anul 2013, Numar, 1852394
Pruni, Total, Buzau, Anul 2014, Numar, 1854592
Pruni, Total, Buzau, Anul 2015, Numar, 1971197
Pruni, Total, Buzau, Anul 2016, Numar, 2012684
Pruni, Total, Buzau, Anul 2017, Numar, 2115763
Pruni, Total, Buzau, Anul 2018, Numar, 2005721
Pruni, Total, Buzau, Anul 2019, Numar, 2020649
Pruni, Total, Buzau, Anul 2020, Numar, 2015262
Pruni, Total, Buzau, Anul 2021, Numar, 2051128
Pruni, Total, Buzau, Anul 2022, Numar, 2040500
Pruni, Total, Buzau, Anul 2023, Numar, 2022997
Pruni, Total, Buzau, Anul 2024, Numar, 2023964
Pruni, Total, Constanta, Anul 2000, Numar, 240284
Pruni, Total, Constanta, Anul 2001, Numar, 235554
Pruni, Total, Constanta, Anul 2002, Numar, 229150
Pruni, Total, Constanta, Anul 2003, Numar, 211159
Pruni, Total, Constanta, Anul 2004, Numar, 225600
Pruni, Total, Constanta, Anul 2005, Numar, 231663
Pruni, Total, Constanta, Anul 2006, Numar, 156258
Pruni, Total, Constanta, Anul 2007, Numar, 384631
Pruni, Total, Constanta, Anul 2008, Numar, 350288
Pruni, Total, Constanta, Anul 2009, Numar, 343779
Pruni, Total, Constanta, Anul 2010, Numar, 463659
Pruni, Total, Constanta, Anul 2011, Numar, 432509
Pruni, Total, Constanta, Anul 2012, Numar, 450253
Pruni, Total, Constanta, Anul 2013, Numar, 442522
Pruni, Total, Constanta, Anul 2014, Numar, 441227
Pruni, Total, Constanta, Anul 2015, Numar, 396431
Pruni, Total, Constanta, Anul 2016, Numar, 421253
Pruni, Total, Constanta, Anul 2017, Numar, 421253
Pruni, Total, Constanta, Anul 2018, Numar, 456939
Pruni, Total, Constanta, Anul 2019, Numar, 459505
Pruni, Total, Constanta, Anul 2020, Numar, 456141
Pruni, Total, Constanta, Anul 2021, Numar, 377294
Pruni, Total, Constanta, Anul 2022, Numar, 365217
Pruni, Total, Constanta, Anul 2023, Numar, 369873
Pruni, Total, Constanta, Anul 2024, Numar, 369029
Pruni, Total, Galati, Anul 2000, Numar, 304928
Pruni, Total, Galati, Anul 2001, Numar, 342680
Pruni, Total, Galati, Anul 2002, Numar, 331300
Pruni, Total, Galati, Anul 2003, Numar, 362515
Pruni, Total, Galati, Anul 2004, Numar, 378597
Pruni, Total, Galati, Anul 2005, Numar, 352236
Pruni, Total, Galati, Anul 2006, Numar, 287625
Pruni, Total, Galati, Anul 2007, Numar, 158319
Pruni, Total, Galati, Anul 2008, Numar, 178552
Pruni, Total, Galati, Anul 2009, Numar, 190846
Pruni, Total, Galati, Anul 2010, Numar, 232959
Pruni, Total, Galati, Anul 2011, Numar, 181847
Pruni, Total, Galati, Anul 2012, Numar, 175762
Pruni, Total, Galati, Anul 2013, Numar, 160129
Pruni, Total, Galati, Anul 2014, Numar, 150278
Pruni, Total, Galati, Anul 2015, Numar, 171487
Pruni, Total, Galati, Anul 2016, Numar, 149373
Pruni, Total, Galati, Anul 2017, Numar, 148948
Pruni, Total, Galati, Anul 2018, Numar, 133537
Pruni, Total, Galati, Anul 2019, Numar, 130963
Pruni, Total, Galati, Anul 2020, Numar, 134786
Pruni, Total, Galati, Anul 2021, Numar, 136232
Pruni, Total, Galati, Anul 2022, Numar, 142761
Pruni, Total, Galati, Anul 2023, Numar, 130171
Pruni, Total, Galati, Anul 2024, Numar, 128525
Pruni, Total, Tulcea, Anul 2000, Numar, 168675
Pruni, Total, Tulcea, Anul 2001, Numar, 155567
Pruni, Total, Tulcea, Anul 2002, Numar, 146276
Pruni, Total, Tulcea, Anul 2003, Numar, 150912
Pruni, Total, Tulcea, Anul 2004, Numar, 247083
Pruni, Total, Tulcea, Anul 2005, Numar, 315403
Pruni, Total, Tulcea, Anul 2006, Numar, 126651
Pruni, Total, Tulcea, Anul 2007, Numar, 47409
Pruni, Total, Tulcea, Anul 2008, Numar, 30896
Pruni, Total, Tulcea, Anul 2009, Numar, 17926
Pruni, Total, Tulcea, Anul 2010, Numar, 17705
Pruni, Total, Tulcea, Anul 2011, Numar, 31285
Pruni, Total, Tulcea, Anul 2012, Numar, 31430
Pruni, Total, Tulcea, Anul 2013, Numar, 17106
Pruni, Total, Tulcea, Anul 2014, Numar, 24625
Pruni, Total, Tulcea, Anul 2015, Numar, 32500
Pruni, Total, Tulcea, Anul 2016, Numar, 15164
Pruni, Total, Tulcea, Anul 2017, Numar, 15209
Pruni, Total, Tulcea, Anul 2018, Numar, 19017
Pruni, Total, Tulcea, Anul 2019, Numar, 15182
Pruni, Total, Tulcea, Anul 2020, Numar, 16455
Pruni, Total, Tulcea, Anul 2021, Numar, 15445
Pruni, Total, Tulcea, Anul 2022, Numar, 17537
Pruni, Total, Tulcea, Anul 2023, Numar, 17823
Pruni, Total, Tulcea, Anul 2024, Numar, 17926
Pruni, Total, Vrancea, Anul 2000, Numar, 1790106
Pruni, Total, Vrancea, Anul 2001, Numar, 1781438
Pruni, Total, Vrancea, Anul 2002, Numar, 1795096
Pruni, Total, Vrancea, Anul 2003, Numar, 1811333
Pruni, Total, Vrancea, Anul 2004, Numar, 1731659
Pruni, Total, Vrancea, Anul 2005, Numar, 1762811
Pruni, Total, Vrancea, Anul 2006, Numar, 1728606
Pruni, Total, Vrancea, Anul 2007, Numar, 1107936
Pruni, Total, Vrancea, Anul 2008, Numar, 1113803
Pruni, Total, Vrancea, Anul 2009, Numar, 1256735
Pruni, Total, Vrancea, Anul 2010, Numar, 1279568
Pruni, Total, Vrancea, Anul 2011, Numar, 1252119
Pruni, Total, Vrancea, Anul 2012, Numar, 1217308
Pruni, Total, Vrancea, Anul 2013, Numar, 1193931
Pruni, Total, Vrancea, Anul 2014, Numar, 1193936
Pruni, Total, Vrancea, Anul 2015, Numar, 1191109
Pruni, Total, Vrancea, Anul 2016, Numar, 1193390
Pruni, Total, Vrancea, Anul 2017, Numar, 1187970
Pruni, Total, Vrancea, Anul 2018, Numar, 1190848
Pruni, Total, Vrancea, Anul 2019, Numar, 1187970
Pruni, Total, Vrancea, Anul 2020, Numar, 1182478
Pruni, Total, Vrancea, Anul 2021, Numar, 1182969
Pruni, Total, Vrancea, Anul 2022, Numar, 1185863
Pruni, Total, Vrancea, Anul 2023, Numar, 1200557
Pruni, Total, Vrancea, Anul 2024, Numar, 1257411
Pruni, Total, Arges, Anul 2000, Numar, 3819433
Pruni, Total, Arges, Anul 2001, Numar, 3883648
Pruni, Total, Arges, Anul 2002, Numar, 3942893
Pruni, Total, Arges, Anul 2003, Numar, 3911265
Pruni, Total, Arges, Anul 2004, Numar, 3880049
Pruni, Total, Arges, Anul 2005, Numar, 3841392
Pruni, Total, Arges, Anul 2006, Numar, 4208569
Pruni, Total, Arges, Anul 2007, Numar, 5146968
Pruni, Total, Arges, Anul 2008, Numar, 5289300
Pruni, Total, Arges, Anul 2009, Numar, 5307345
Pruni, Total, Arges, Anul 2010, Numar, 4846140
Pruni, Total, Arges, Anul 2011, Numar, 4860825
Pruni, Total, Arges, Anul 2012, Numar, 4633724
Pruni, Total, Arges, Anul 2013, Numar, 4587977
Pruni, Total, Arges, Anul 2014, Numar, 27912441
Pruni, Total, Arges, Anul 2015, Numar, 3525219
Pruni, Total, Arges, Anul 2016, Numar, 3482707
Pruni, Total, Arges, Anul 2017, Numar, 3375964
Pruni, Total, Arges, Anul 2018, Numar, 3333166
Pruni, Total, Arges, Anul 2019, Numar, 3374437
Pruni, Total, Arges, Anul 2020, Numar, 3181553
Pruni, Total, Arges, Anul 2021, Numar, 3213973
Pruni, Total, Arges, Anul 2022, Numar, 3163728
Pruni, Total, Arges, Anul 2023, Numar, 3218572
Pruni, Total, Arges, Anul 2024, Numar, 3203332
Pruni, Total, Calarasi, Anul 2000, Numar, 85442
Pruni, Total, Calarasi, Anul 2001, Numar, 78750
Pruni, Total, Calarasi, Anul 2002, Numar, 73314
Pruni, Total, Calarasi, Anul 2003, Numar, 73579
Pruni, Total, Calarasi, Anul 2004, Numar, 59924
Pruni, Total, Calarasi, Anul 2005, Numar, 59000
Pruni, Total, Calarasi, Anul 2006, Numar, 50242
Pruni, Total, Calarasi, Anul 2007, Numar, 41325
Pruni, Total, Calarasi, Anul 2008, Numar, 79601
Pruni, Total, Calarasi, Anul 2009, Numar, 46804
Pruni, Total, Calarasi, Anul 2010, Numar, 47033
Pruni, Total, Calarasi, Anul 2011, Numar, 40616
Pruni, Total, Calarasi, Anul 2012, Numar, 34957
Pruni, Total, Calarasi, Anul 2013, Numar, 41616
Pruni, Total, Calarasi, Anul 2014, Numar, 36939
Pruni, Total, Calarasi, Anul 2015, Numar, 41124
Pruni, Total, Calarasi, Anul 2016, Numar, 42823
Pruni, Total, Calarasi, Anul 2017, Numar, 41083
Pruni, Total, Calarasi, Anul 2018, Numar, 33284
Pruni, Total, Calarasi, Anul 2019, Numar, 34562
Pruni, Total, Calarasi, Anul 2020, Numar, 34251
Pruni, Total, Calarasi, Anul 2021, Numar, 31848
Pruni, Total, Calarasi, Anul 2022, Numar, 32413
Pruni, Total, Calarasi, Anul 2023, Numar, 35228
Pruni, Total, Calarasi, Anul 2024, Numar, 31806
Pruni, Total, Dambovita, Anul 2000, Numar, 1826580
Pruni, Total, Dambovita, Anul 2001, Numar, 1815638
Pruni, Total, Dambovita, Anul 2002, Numar, 1914826
Pruni, Total, Dambovita, Anul 2003, Numar, 1821757
Pruni, Total, Dambovita, Anul 2004, Numar, 2109924
Pruni, Total, Dambovita, Anul 2005, Numar, 1683103
Pruni, Total, Dambovita, Anul 2006, Numar, 1823180
Pruni, Total, Dambovita, Anul 2007, Numar, 2379301
Pruni, Total, Dambovita, Anul 2008, Numar, 2388312
Pruni, Total, Dambovita, Anul 2009, Numar, 2327093
Pruni, Total, Dambovita, Anul 2010, Numar, 2394487
Pruni, Total, Dambovita, Anul 2011, Numar, 2376452
Pruni, Total, Dambovita, Anul 2012, Numar, 1705413
Pruni, Total, Dambovita, Anul 2013, Numar, 1704687
Pruni, Total, Dambovita, Anul 2014, Numar, 1692443
Pruni, Total, Dambovita, Anul 2015, Numar, 1697502
Pruni, Total, Dambovita, Anul 2016, Numar, 1608708
Pruni, Total, Dambovita, Anul 2017, Numar, 1608795
Pruni, Total, Dambovita, Anul 2018, Numar, 1606722
Pruni, Total, Dambovita, Anul 2019, Numar, 1560992
Pruni, Total, Dambovita, Anul 2020, Numar, 1561037
Pruni, Total, Dambovita, Anul 2021, Numar, 1615656
Pruni, Total, Dambovita, Anul 2022, Numar, 1615153
Pruni, Total, Dambovita, Anul 2023, Numar, 1621092
Pruni, Total, Dambovita, Anul 2024, Numar, 1621944
Pruni, Total, Giurgiu, Anul 2000, Numar, 237419
Pruni, Total, Giurgiu, Anul 2001, Numar, 233231
Pruni, Total, Giurgiu, Anul 2002, Numar, 247900
Pruni, Total, Giurgiu, Anul 2003, Numar, 254696
Pruni, Total, Giurgiu, Anul 2004, Numar, 292440
Pruni, Total, Giurgiu, Anul 2005, Numar, 241228
Pruni, Total, Giurgiu, Anul 2006, Numar, 58143
Pruni, Total, Giurgiu, Anul 2007, Numar, 196558
Pruni, Total, Giurgiu, Anul 2008, Numar, 141455
Pruni, Total, Giurgiu, Anul 2009, Numar, 139708
Pruni, Total, Giurgiu, Anul 2010, Numar, 164568
Pruni, Total, Giurgiu, Anul 2011, Numar, 138593
Pruni, Total, Giurgiu, Anul 2012, Numar, 142012
Pruni, Total, Giurgiu, Anul 2013, Numar, 151887
Pruni, Total, Giurgiu, Anul 2014, Numar, 136864
Pruni, Total, Giurgiu, Anul 2015, Numar, 139885
Pruni, Total, Giurgiu, Anul 2016, Numar, 141417
Pruni, Total, Giurgiu, Anul 2017, Numar, 141198
Pruni, Total, Giurgiu, Anul 2018, Numar, 142139
Pruni, Total, Giurgiu, Anul 2019, Numar, 141874
Pruni, Total, Giurgiu, Anul 2020, Numar, 137976
Pruni, Total, Giurgiu, Anul 2021, Numar, 136950
Pruni, Total, Giurgiu, Anul 2022, Numar, 136564
Pruni, Total, Giurgiu, Anul 2023, Numar, 158240
Pruni, Total, Giurgiu, Anul 2024, Numar, 158034
Pruni, Total, Ialomita, Anul 2000, Numar, 112444
Pruni, Total, Ialomita, Anul 2001, Numar, 126223
Pruni, Total, Ialomita, Anul 2002, Numar, 72341
Pruni, Total, Ialomita, Anul 2003, Numar, 84005
Pruni, Total, Ialomita, Anul 2004, Numar, 67760
Pruni, Total, Ialomita, Anul 2005, Numar, 97838
Pruni, Total, Ialomita, Anul 2006, Numar, 89485
Pruni, Total, Ialomita, Anul 2007, Numar, 63716
Pruni, Total, Ialomita, Anul 2008, Numar, 65292
Pruni, Total, Ialomita, Anul 2009, Numar, 72234
Pruni, Total, Ialomita, Anul 2010, Numar, 62696
Pruni, Total, Ialomita, Anul 2011, Numar, 60798
Pruni, Total, Ialomita, Anul 2012, Numar, 56143
Pruni, Total, Ialomita, Anul 2013, Numar, 56085
Pruni, Total, Ialomita, Anul 2014, Numar, 55286
Pruni, Total, Ialomita, Anul 2015, Numar, 55535
Pruni, Total, Ialomita, Anul 2016, Numar, 57511
Pruni, Total, Ialomita, Anul 2017, Numar, 56982
Pruni, Total, Ialomita, Anul 2018, Numar, 57605
Pruni, Total, Ialomita, Anul 2019, Numar, 57434
Pruni, Total, Ialomita, Anul 2020, Numar, 57372
Pruni, Total, Ialomita, Anul 2021, Numar, 42571
Pruni, Total, Ialomita, Anul 2022, Numar, 42071
Pruni, Total, Ialomita, Anul 2023, Numar, 42756
Pruni, Total, Ialomita, Anul 2024, Numar, 42776
Pruni, Total, Prahova, Anul 2000, Numar, 2062619
Pruni, Total, Prahova, Anul 2001, Numar, 2044191
Pruni, Total, Prahova, Anul 2002, Numar, 2114221
Pruni, Total, Prahova, Anul 2003, Numar, 2341451
Pruni, Total, Prahova, Anul 2004, Numar, 2326140
Pruni, Total, Prahova, Anul 2005, Numar, 2268042
Pruni, Total, Prahova, Anul 2006, Numar, 1846007
Pruni, Total, Prahova, Anul 2007, Numar, 3542113
Pruni, Total, Prahova, Anul 2008, Numar, 3493165
Pruni, Total, Prahova, Anul 2009, Numar, 2502337
Pruni, Total, Prahova, Anul 2010, Numar, 2431468
Pruni, Total, Prahova, Anul 2011, Numar, 2504103
Pruni, Total, Prahova, Anul 2012, Numar, 1771773
Pruni, Total, Prahova, Anul 2013, Numar, 1774152
Pruni, Total, Prahova, Anul 2014, Numar, 1789031
Pruni, Total, Prahova, Anul 2015, Numar, 1832467
Pruni, Total, Prahova, Anul 2016, Numar, 1840758
Pruni, Total, Prahova, Anul 2017, Numar, 1814640
Pruni, Total, Prahova, Anul 2018, Numar, 1845477
Pruni, Total, Prahova, Anul 2019, Numar, 1821116
Pruni, Total, Prahova, Anul 2020, Numar, 1823315
Pruni, Total, Prahova, Anul 2021, Numar, 1806693
Pruni, Total, Prahova, Anul 2022, Numar, 1807521
Pruni, Total, Prahova, Anul 2023, Numar, 1821125
Pruni, Total, Prahova, Anul 2024, Numar, 1700303
Pruni, Total, Teleorman, Anul 2000, Numar, 279225
Pruni, Total, Teleorman, Anul 2001, Numar, 274947
Pruni, Total, Teleorman, Anul 2002, Numar, 295867
Pruni, Total, Teleorman, Anul 2003, Numar, 279970
Pruni, Total, Teleorman, Anul 2004, Numar, 300184
Pruni, Total, Teleorman, Anul 2005, Numar, 281997
Pruni, Total, Teleorman, Anul 2006, Numar, 274720
Pruni, Total, Teleorman, Anul 2007, Numar, 152825
Pruni, Total, Teleorman, Anul 2008, Numar, 141796
Pruni, Total, Teleorman, Anul 2009, Numar, 143034
Pruni, Total, Teleorman, Anul 2010, Numar, 141449
Pruni, Total, Teleorman, Anul 2011, Numar, 141110
Pruni, Total, Teleorman, Anul 2012, Numar, 142013
Pruni, Total, Teleorman, Anul 2013, Numar, 141115
Pruni, Total, Teleorman, Anul 2014, Numar, 178174
Pruni, Total, Teleorman, Anul 2015, Numar, 214447
Pruni, Total, Teleorman, Anul 2016, Numar, 149909
Pruni, Total, Teleorman, Anul 2017, Numar, 150350
Pruni, Total, Teleorman, Anul 2018, Numar, 200468
Pruni, Total, Teleorman, Anul 2019, Numar, 208672
Pruni, Total, Teleorman, Anul 2020, Numar, 199917
Pruni, Total, Teleorman, Anul 2021, Numar, 201034
Pruni, Total, Teleorman, Anul 2022, Numar, 140677
Pruni, Total, Teleorman, Anul 2023, Numar, 140763
Pruni, Total, Teleorman, Anul 2024, Numar, 140120
Pruni, Total, Ilfov, Anul 2000, Numar, 207912
Pruni, Total, Ilfov, Anul 2001, Numar, 236024
Pruni, Total, Ilfov, Anul 2002, Numar, 229305
Pruni, Total, Ilfov, Anul 2003, Numar, 178093
Pruni, Total, Ilfov, Anul 2004, Numar, 148003
Pruni, Total, Ilfov, Anul 2005, Numar, 149716
Pruni, Total, Ilfov, Anul 2006, Numar, 173560
Pruni, Total, Ilfov, Anul 2007, Numar, 77653
Pruni, Total, Ilfov, Anul 2008, Numar, 86216
Pruni, Total, Ilfov, Anul 2009, Numar, 142325
Pruni, Total, Ilfov, Anul 2010, Numar, 122320
Pruni, Total, Ilfov, Anul 2011, Numar, 118929
Pruni, Total, Ilfov, Anul 2012, Numar, 137119
Pruni, Total, Ilfov, Anul 2013, Numar, 118031
Pruni, Total, Ilfov, Anul 2014, Numar, 121861
Pruni, Total, Ilfov, Anul 2015, Numar, 120174
Pruni, Total, Ilfov, Anul 2016, Numar, 119655
Pruni, Total, Ilfov, Anul 2017, Numar, 118947
Pruni, Total, Ilfov, Anul 2018, Numar, 126518
Pruni, Total, Ilfov, Anul 2019, Numar, 125654
Pruni, Total, Ilfov, Anul 2020, Numar, 132987
Pruni, Total, Ilfov, Anul 2021, Numar, 69433
Pruni, Total, Ilfov, Anul 2022, Numar, 74466
Pruni, Total, Ilfov, Anul 2023, Numar, 56549
Pruni, Total, Ilfov, Anul 2024, Numar, 43607
Pruni, Total, Municipiul Bucuresti, Anul 2000, Numar, 17127
Pruni, Total, Municipiul Bucuresti, Anul 2001, Numar, 34153
Pruni, Total, Municipiul Bucuresti, Anul 2002, Numar, 39878
Pruni, Total, Municipiul Bucuresti, Anul 2003, Numar, 11345
Pruni, Total, Municipiul Bucuresti, Anul 2004, Numar, 9173
Pruni, Total, Municipiul Bucuresti, Anul 2005, Numar, 9817
Pruni, Total, Municipiul Bucuresti, Anul 2006, Numar, 8347
Pruni, Total, Municipiul Bucuresti, Anul 2007, Numar, 1840
Pruni, Total, Municipiul Bucuresti, Anul 2008, Numar, 1789
Pruni, Total, Municipiul Bucuresti, Anul 2009, Numar, 1972
Pruni, Total, Municipiul Bucuresti, Anul 2010, Numar, 2642
Pruni, Total, Municipiul Bucuresti, Anul 2011, Numar, 2372
Pruni, Total, Municipiul Bucuresti, Anul 2012, Numar, 2246
Pruni, Total, Municipiul Bucuresti, Anul 2013, Numar, 1099
Pruni, Total, Municipiul Bucuresti, Anul 2014, Numar, 580
Pruni, Total, Municipiul Bucuresti, Anul 2015, Numar, 660
Pruni, Total, Municipiul Bucuresti, Anul 2016, Numar, 530
Pruni, Total, Municipiul Bucuresti, Anul 2018, Numar, 30
Pruni, Total, Municipiul Bucuresti, Anul 2021, Numar, 205
Pruni, Total, Municipiul Bucuresti, Anul 2022, Numar, 293
Pruni, Total, Municipiul Bucuresti, Anul 2023, Numar, 282
Pruni, Total, Municipiul Bucuresti, Anul 2024, Numar, 282
Pruni, Total, Dolj, Anul 2000, Numar, 1221411
Pruni, Total, Dolj, Anul 2001, Numar, 1164717
Pruni, Total, Dolj, Anul 2002, Numar, 1292850
Pruni, Total, Dolj, Anul 2003, Numar, 1255177
Pruni, Total, Dolj, Anul 2004, Numar, 1208561
Pruni, Total, Dolj, Anul 2005, Numar, 1335933
Pruni, Total, Dolj, Anul 2006, Numar, 1209869
Pruni, Total, Dolj, Anul 2007, Numar, 247116
Pruni, Total, Dolj, Anul 2008, Numar, 405301
Pruni, Total, Dolj, Anul 2009, Numar, 397447
Pruni, Total, Dolj, Anul 2010, Numar, 483978
Pruni, Total, Dolj, Anul 2011, Numar, 469919
Pruni, Total, Dolj, Anul 2012, Numar, 666590
Pruni, Total, Dolj, Anul 2013, Numar, 480280
Pruni, Total, Dolj, Anul 2014, Numar, 486092
Pruni, Total, Dolj, Anul 2015, Numar, 325483
Pruni, Total, Dolj, Anul 2016, Numar, 393277
Pruni, Total, Dolj, Anul 2017, Numar, 384001
Pruni, Total, Dolj, Anul 2018, Numar, 358203
Pruni, Total, Dolj, Anul 2019, Numar, 333021
Pruni, Total, Dolj, Anul 2020, Numar, 420058
Pruni, Total, Dolj, Anul 2021, Numar, 320000
Pruni, Total, Dolj, Anul 2022, Numar, 268662
Pruni, Total, Dolj, Anul 2023, Numar, 269813
Pruni, Total, Dolj, Anul 2024, Numar, 270541
Pruni, Total, Gorj, Anul 2000, Numar, 2087854
Pruni, Total, Gorj, Anul 2001, Numar, 2008034
Pruni, Total, Gorj, Anul 2002, Numar, 1938592
Pruni, Total, Gorj, Anul 2003, Numar, 1901715
Pruni, Total, Gorj, Anul 2004, Numar, 1966240
Pruni, Total, Gorj, Anul 2005, Numar, 1959029
Pruni, Total, Gorj, Anul 2006, Numar, 1910216
Pruni, Total, Gorj, Anul 2007, Numar, 1838846
Pruni, Total, Gorj, Anul 2008, Numar, 1766916
Pruni, Total, Gorj, Anul 2009, Numar, 1792376
Pruni, Total, Gorj, Anul 2010, Numar, 1444779
Pruni, Total, Gorj, Anul 2011, Numar, 1530467
Pruni, Total, Gorj, Anul 2012, Numar, 1546984
Pruni, Total, Gorj, Anul 2013, Numar, 1555491
Pruni, Total, Gorj, Anul 2014, Numar, 1548340
Pruni, Total, Gorj, Anul 2015, Numar, 1444224
Pruni, Total, Gorj, Anul 2016, Numar, 1423492
Pruni, Total, Gorj, Anul 2017, Numar, 1421378
Pruni, Total, Gorj, Anul 2018, Numar, 1422665
Pruni, Total, Gorj, Anul 2019, Numar, 1423957
Pruni, Total, Gorj, Anul 2020, Numar, 1422958
Pruni, Total, Gorj, Anul 2021, Numar, 1427253
Pruni, Total, Gorj, Anul 2022, Numar, 1422861
Pruni, Total, Gorj, Anul 2023, Numar, 1425407
Pruni, Total, Gorj, Anul 2024, Numar, 1421794
Pruni, Total, Mehedinti, Anul 2000, Numar, 1314199
Pruni, Total, Mehedinti, Anul 2001, Numar, 1587096
Pruni, Total, Mehedinti, Anul 2002, Numar, 1605292
Pruni, Total, Mehedinti, Anul 2003, Numar, 1640724
Pruni, Total, Mehedinti, Anul 2004, Numar, 1755485
Pruni, Total, Mehedinti, Anul 2005, Numar, 1604237
Pruni, Total, Mehedinti, Anul 2006, Numar, 1619839
Pruni, Total, Mehedinti, Anul 2007, Numar, 1586393
Pruni, Total, Mehedinti, Anul 2008, Numar, 1508409
Pruni, Total, Mehedinti, Anul 2009, Numar, 1507461
Pruni, Total, Mehedinti, Anul 2010, Numar, 1531504
Pruni, Total, Mehedinti, Anul 2011, Numar, 1500458
Pruni, Total, Mehedinti, Anul 2012, Numar, 1447057
Pruni, Total, Mehedinti, Anul 2013, Numar, 1443990
Pruni, Total, Mehedinti, Anul 2014, Numar, 1415654
Pruni, Total, Mehedinti, Anul 2015, Numar, 1416183
Pruni, Total, Mehedinti, Anul 2016, Numar, 1411635
Pruni, Total, Mehedinti, Anul 2017, Numar, 1411670
Pruni, Total, Mehedinti, Anul 2018, Numar, 1406936
Pruni, Total, Mehedinti, Anul 2019, Numar, 1406748
Pruni, Total, Mehedinti, Anul 2020, Numar, 1406375
Pruni, Total, Mehedinti, Anul 2021, Numar, 1408058
Pruni, Total, Mehedinti, Anul 2022, Numar, 1406848
Pruni, Total, Mehedinti, Anul 2023, Numar, 1403131
Pruni, Total, Mehedinti, Anul 2024, Numar, 1412072
Pruni, Total, Olt, Anul 2000, Numar, 2280043
Pruni, Total, Olt, Anul 2001, Numar, 2057284
Pruni, Total, Olt, Anul 2002, Numar, 2141516
Pruni, Total, Olt, Anul 2003, Numar, 1964219
Pruni, Total, Olt, Anul 2004, Numar, 2050311
Pruni, Total, Olt, Anul 2005, Numar, 2021072
Pruni, Total, Olt, Anul 2006, Numar, 1438840
Pruni, Total, Olt, Anul 2007, Numar, 2104938
Pruni, Total, Olt, Anul 2008, Numar, 2226362
Pruni, Total, Olt, Anul 2009, Numar, 2057850
Pruni, Total, Olt, Anul 2010, Numar, 1705055
Pruni, Total, Olt, Anul 2011, Numar, 1470818
Pruni, Total, Olt, Anul 2012, Numar, 1481713
Pruni, Total, Olt, Anul 2013, Numar, 1520762
Pruni, Total, Olt, Anul 2014, Numar, 1564921
Pruni, Total, Olt, Anul 2015, Numar, 1597641
Pruni, Total, Olt, Anul 2016, Numar, 1591546
Pruni, Total, Olt, Anul 2017, Numar, 1553828
Pruni, Total, Olt, Anul 2018, Numar, 1525585
Pruni, Total, Olt, Anul 2019, Numar, 1509139
Pruni, Total, Olt, Anul 2020, Numar, 1502427
Pruni, Total, Olt, Anul 2021, Numar, 1526015
Pruni, Total, Olt, Anul 2022, Numar, 1500526
Pruni, Total, Olt, Anul 2023, Numar, 1567199
Pruni, Total, Olt, Anul 2024, Numar, 1544691
Pruni, Total, Valcea, Anul 2000, Numar, 3046441
Pruni, Total, Valcea, Anul 2001, Numar, 3028149
Pruni, Total, Valcea, Anul 2002, Numar, 2927821
Pruni, Total, Valcea, Anul 2003, Numar, 2897049
Pruni, Total, Valcea, Anul 2004, Numar, 2902214
Pruni, Total, Valcea, Anul 2005, Numar, 2839213
Pruni, Total, Valcea, Anul 2006, Numar, 2395732
Pruni, Total, Valcea, Anul 2007, Numar, 3298037
Pruni, Total, Valcea, Anul 2008, Numar, 3257830
Pruni, Total, Valcea, Anul 2009, Numar, 3249836
Pruni, Total, Valcea, Anul 2010, Numar, 11979863
Pruni, Total, Valcea, Anul 2011, Numar, 4826642
Pruni, Total, Valcea, Anul 2012, Numar, 4586419
