Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Tone, Valoare
Cirese si visine, Total, Mehedinti, Anul 2010, Tone, 2029
Cirese si visine, Total, Mehedinti, Anul 2011, Tone, 2649
Cirese si visine, Total, Mehedinti, Anul 2012, Tone, 2457
Cirese si visine, Total, Mehedinti, Anul 2013, Tone, 2938
Cirese si visine, Total, Mehedinti, Anul 2014, Tone, 3467
Cirese si visine, Total, Mehedinti, Anul 2015, Tone, 3178
Cirese si visine, Total, Mehedinti, Anul 2016, Tone, 3112
Cirese si visine, Total, Mehedinti, Anul 2017, Tone, 2578
Cirese si visine, Total, Mehedinti, Anul 2018, Tone, 3857
Cirese si visine, Total, Mehedinti, Anul 2019, Tone, 3629
Cirese si visine, Total, Mehedinti, Anul 2020, Tone, 3738
Cirese si visine, Total, Mehedinti, Anul 2021, Tone, 3779
Cirese si visine, Total, Mehedinti, Anul 2022, Tone, 2951
Cirese si visine, Total, Mehedinti, Anul 2023, Tone, 2888
Cirese si visine, Total, Mehedinti, Anul 2024, Tone, 2691
Cirese si visine, Total, Olt, Anul 2000, Tone, 1007
Cirese si visine, Total, Olt, Anul 2001, Tone, 1047
Cirese si visine, Total, Olt, Anul 2002, Tone, 426
Cirese si visine, Total, Olt, Anul 2003, Tone, 724
Cirese si visine, Total, Olt, Anul 2004, Tone, 115
Cirese si visine, Total, Olt, Anul 2005, Tone, 1071
Cirese si visine, Total, Olt, Anul 2006, Tone, 764
Cirese si visine, Total, Olt, Anul 2007, Tone, 2074
Cirese si visine, Total, Olt, Anul 2008, Tone, 1992
Cirese si visine, Total, Olt, Anul 2009, Tone, 2053
Cirese si visine, Total, Olt, Anul 2010, Tone, 2485
Cirese si visine, Total, Olt, Anul 2011, Tone, 2675
Cirese si visine, Total, Olt, Anul 2012, Tone, 2040
Cirese si visine, Total, Olt, Anul 2013, Tone, 2063
Cirese si visine, Total, Olt, Anul 2014, Tone, 2520
Cirese si visine, Total, Olt, Anul 2015, Tone, 2221
Cirese si visine, Total, Olt, Anul 2016, Tone, 2216
Cirese si visine, Total, Olt, Anul 2017, Tone, 1641
Cirese si visine, Total, Olt, Anul 2018, Tone, 3431
Cirese si visine, Total, Olt, Anul 2019, Tone, 2901
Cirese si visine, Total, Olt, Anul 2020, Tone, 2746
Cirese si visine, Total, Olt, Anul 2021, Tone, 2734
Cirese si visine, Total, Olt, Anul 2022, Tone, 2296
Cirese si visine, Total, Olt, Anul 2023, Tone, 2274
Cirese si visine, Total, Olt, Anul 2024, Tone, 2087
Cirese si visine, Total, Valcea, Anul 2000, Tone, 610
Cirese si visine, Total, Valcea, Anul 2001, Tone, 780
Cirese si visine, Total, Valcea, Anul 2002, Tone, 457
Cirese si visine, Total, Valcea, Anul 2003, Tone, 1256
Cirese si visine, Total, Valcea, Anul 2004, Tone, 404
Cirese si visine, Total, Valcea, Anul 2005, Tone, 1329
Cirese si visine, Total, Valcea, Anul 2006, Tone, 709
Cirese si visine, Total, Valcea, Anul 2007, Tone, 1581
Cirese si visine, Total, Valcea, Anul 2008, Tone, 1548
Cirese si visine, Total, Valcea, Anul 2009, Tone, 1593
Cirese si visine, Total, Valcea, Anul 2010, Tone, 1620
Cirese si visine, Total, Valcea, Anul 2011, Tone, 1952
Cirese si visine, Total, Valcea, Anul 2012, Tone, 1890
Cirese si visine, Total, Valcea, Anul 2013, Tone, 2150
Cirese si visine, Total, Valcea, Anul 2014, Tone, 2102
Cirese si visine, Total, Valcea, Anul 2015, Tone, 1969
Cirese si visine, Total, Valcea, Anul 2016, Tone, 1946
Cirese si visine, Total, Valcea, Anul 2017, Tone, 1328
Cirese si visine, Total, Valcea, Anul 2018, Tone, 2291
Cirese si visine, Total, Valcea, Anul 2019, Tone, 2074
Cirese si visine, Total, Valcea, Anul 2020, Tone, 1815
Cirese si visine, Total, Valcea, Anul 2021, Tone, 1814
Cirese si visine, Total, Valcea, Anul 2022, Tone, 1546
Cirese si visine, Total, Valcea, Anul 2023, Tone, 1500
Cirese si visine, Total, Valcea, Anul 2024, Tone, 1475
Cirese si visine, Total, Arad, Anul 2000, Tone, 1564
Cirese si visine, Total, Arad, Anul 2001, Tone, 1793
Cirese si visine, Total, Arad, Anul 2002, Tone, 1106
Cirese si visine, Total, Arad, Anul 2003, Tone, 2012
Cirese si visine, Total, Arad, Anul 2004, Tone, 198
Cirese si visine, Total, Arad, Anul 2005, Tone, 1627
Cirese si visine, Total, Arad, Anul 2006, Tone, 1580
Cirese si visine, Total, Arad, Anul 2007, Tone, 317
Cirese si visine, Total, Arad, Anul 2008, Tone, 935
Cirese si visine, Total, Arad, Anul 2009, Tone, 842
Cirese si visine, Total, Arad, Anul 2010, Tone, 896
Cirese si visine, Total, Arad, Anul 2011, Tone, 1562
Cirese si visine, Total, Arad, Anul 2012, Tone, 1160
Cirese si visine, Total, Arad, Anul 2013, Tone, 1091
Cirese si visine, Total, Arad, Anul 2014, Tone, 1084
Cirese si visine, Total, Arad, Anul 2015, Tone, 1025
Cirese si visine, Total, Arad, Anul 2016, Tone, 1009
Cirese si visine, Total, Arad, Anul 2017, Tone, 847
Cirese si visine, Total, Arad, Anul 2018, Tone, 1069
Cirese si visine, Total, Arad, Anul 2019, Tone, 959
Cirese si visine, Total, Arad, Anul 2020, Tone, 1224
Cirese si visine, Total, Arad, Anul 2021, Tone, 1371
Cirese si visine, Total, Arad, Anul 2022, Tone, 810
Cirese si visine, Total, Arad, Anul 2023, Tone, 843
Cirese si visine, Total, Arad, Anul 2024, Tone, 938
Cirese si visine, Total, Caras-Severin, Anul 2000, Tone, 2152
Cirese si visine, Total, Caras-Severin, Anul 2001, Tone, 2236
Cirese si visine, Total, Caras-Severin, Anul 2002, Tone, 348
Cirese si visine, Total, Caras-Severin, Anul 2003, Tone, 2503
Cirese si visine, Total, Caras-Severin, Anul 2004, Tone, 1867
Cirese si visine, Total, Caras-Severin, Anul 2005, Tone, 2809
Cirese si visine, Total, Caras-Severin, Anul 2006, Tone, 1951
Cirese si visine, Total, Caras-Severin, Anul 2007, Tone, 1077
Cirese si visine, Total, Caras-Severin, Anul 2008, Tone, 1867
Cirese si visine, Total, Caras-Severin, Anul 2009, Tone, 1277
Cirese si visine, Total, Caras-Severin, Anul 2010, Tone, 1083
Cirese si visine, Total, Caras-Severin, Anul 2011, Tone, 1191
Cirese si visine, Total, Caras-Severin, Anul 2012, Tone, 1109
Cirese si visine, Total, Caras-Severin, Anul 2013, Tone, 1369
Cirese si visine, Total, Caras-Severin, Anul 2014, Tone, 1424
Cirese si visine, Total, Caras-Severin, Anul 2015, Tone, 1207
Cirese si visine, Total, Caras-Severin, Anul 2016, Tone, 1181
Cirese si visine, Total, Caras-Severin, Anul 2017, Tone, 956
Cirese si visine, Total, Caras-Severin, Anul 2018, Tone, 1488
Cirese si visine, Total, Caras-Severin, Anul 2019, Tone, 1338
Cirese si visine, Total, Caras-Severin, Anul 2020, Tone, 1250
Cirese si visine, Total, Caras-Severin, Anul 2021, Tone, 1262
Cirese si visine, Total, Caras-Severin, Anul 2022, Tone, 1089
Cirese si visine, Total, Caras-Severin, Anul 2023, Tone, 1060
Cirese si visine, Total, Caras-Severin, Anul 2024, Tone, 1104
Cirese si visine, Total, Hunedoara, Anul 2000, Tone, 761
Cirese si visine, Total, Hunedoara, Anul 2001, Tone, 778
Cirese si visine, Total, Hunedoara, Anul 2002, Tone, 858
Cirese si visine, Total, Hunedoara, Anul 2003, Tone, 887
Cirese si visine, Total, Hunedoara, Anul 2004, Tone, 462
Cirese si visine, Total, Hunedoara, Anul 2005, Tone, 1157
Cirese si visine, Total, Hunedoara, Anul 2006, Tone, 1129
Cirese si visine, Total, Hunedoara, Anul 2007, Tone, 882
Cirese si visine, Total, Hunedoara, Anul 2008, Tone, 963
Cirese si visine, Total, Hunedoara, Anul 2009, Tone, 920
Cirese si visine, Total, Hunedoara, Anul 2010, Tone, 1557
Cirese si visine, Total, Hunedoara, Anul 2011, Tone, 1417
Cirese si visine, Total, Hunedoara, Anul 2012, Tone, 1374
Cirese si visine, Total, Hunedoara, Anul 2013, Tone, 1433
Cirese si visine, Total, Hunedoara, Anul 2014, Tone, 1466
Cirese si visine, Total, Hunedoara, Anul 2015, Tone, 1289
Cirese si visine, Total, Hunedoara, Anul 2016, Tone, 1317
Cirese si visine, Total, Hunedoara, Anul 2017, Tone, 866
Cirese si visine, Total, Hunedoara, Anul 2018, Tone, 1424
Cirese si visine, Total, Hunedoara, Anul 2019, Tone, 1187
Cirese si visine, Total, Hunedoara, Anul 2020, Tone, 1098
Cirese si visine, Total, Hunedoara, Anul 2021, Tone, 1143
Cirese si visine, Total, Hunedoara, Anul 2022, Tone, 907
Cirese si visine, Total, Hunedoara, Anul 2023, Tone, 913
Cirese si visine, Total, Hunedoara, Anul 2024, Tone, 875
Nuci, Total, Bihor, Anul 2000, Tone, 991
Nuci, Total, Bihor, Anul 2001, Tone, 899
Nuci, Total, Bihor, Anul 2002, Tone, 1217
Nuci, Total, Bihor, Anul 2003, Tone, 1293
Nuci, Total, Bihor, Anul 2004, Tone, 323
Nuci, Total, Bihor, Anul 2005, Tone, 1092
Nuci, Total, Bihor, Anul 2006, Tone, 992
Nuci, Total, Bihor, Anul 2007, Tone, 264
Nuci, Total, Bihor, Anul 2008, Tone, 1594
Nuci, Total, Bihor, Anul 2009, Tone, 1536
Nuci, Total, Bihor, Anul 2010, Tone, 1419
Nuci, Total, Bihor, Anul 2011, Tone, 1165
Nuci, Total, Bihor, Anul 2012, Tone, 1038
Nuci, Total, Bihor, Anul 2013, Tone, 1044
Nuci, Total, Bihor, Anul 2014, Tone, 945
Nuci, Total, Bihor, Anul 2015, Tone, 850
Nuci, Total, Bihor, Anul 2016, Tone, 999
Nuci, Total, Bihor, Anul 2017, Tone, 1565
Nuci, Total, Bihor, Anul 2018, Tone, 1747
Nuci, Total, Bihor, Anul 2019, Tone, 1648
Nuci, Total, Bihor, Anul 2020, Tone, 1436
Nuci, Total, Bihor, Anul 2021, Tone, 3733
Nuci, Total, Bihor, Anul 2022, Tone, 7197
Nuci, Total, Bihor, Anul 2023, Tone, 8160
Nuci, Total, Bihor, Anul 2024, Tone, 4964
Nuci, Total, Bistrita-Nasaud, Anul 2000, Tone, 259
Nuci, Total, Bistrita-Nasaud, Anul 2001, Tone, 166
Nuci, Total, Bistrita-Nasaud, Anul 2002, Tone, 206
Nuci, Total, Bistrita-Nasaud, Anul 2003, Tone, 224
Nuci, Total, Bistrita-Nasaud, Anul 2004, Tone, 204
Nuci, Total, Bistrita-Nasaud, Anul 2005, Tone, 707
Nuci, Total, Bistrita-Nasaud, Anul 2006, Tone, 354
Nuci, Total, Bistrita-Nasaud, Anul 2007, Tone, 53
Nuci, Total, Bistrita-Nasaud, Anul 2008, Tone, 236
Nuci, Total, Bistrita-Nasaud, Anul 2009, Tone, 603
Nuci, Total, Bistrita-Nasaud, Anul 2010, Tone, 714
Nuci, Total, Bistrita-Nasaud, Anul 2011, Tone, 855
Nuci, Total, Bistrita-Nasaud, Anul 2012, Tone, 748
Nuci, Total, Bistrita-Nasaud, Anul 2013, Tone, 794
Nuci, Total, Bistrita-Nasaud, Anul 2014, Tone, 825
Nuci, Total, Bistrita-Nasaud, Anul 2015, Tone, 803
Nuci, Total, Bistrita-Nasaud, Anul 2016, Tone, 773
Nuci, Total, Bistrita-Nasaud, Anul 2017, Tone, 1148
Nuci, Total, Bistrita-Nasaud, Anul 2018, Tone, 1248
Nuci, Total, Bistrita-Nasaud, Anul 2019, Tone, 1121
Nuci, Total, Bistrita-Nasaud, Anul 2020, Tone, 1285
Nuci, Total, Bistrita-Nasaud, Anul 2021, Tone, 1262
Nuci, Total, Bistrita-Nasaud, Anul 2022, Tone, 1135
Nuci, Total, Bistrita-Nasaud, Anul 2023, Tone, 1807
Nuci, Total, Bistrita-Nasaud, Anul 2024, Tone, 1580
Nuci, Total, Cluj, Anul 2000, Tone, 1127
Nuci, Total, Cluj, Anul 2001, Tone, 1092
Nuci, Total, Cluj, Anul 2002, Tone, 1379
Nuci, Total, Cluj, Anul 2003, Tone, 1475
Nuci, Total, Cluj, Anul 2004, Tone, 240
Nuci, Total, Cluj, Anul 2005, Tone, 1019
Nuci, Total, Cluj, Anul 2006, Tone, 823
Nuci, Total, Cluj, Anul 2007, Tone, 130
Nuci, Total, Cluj, Anul 2008, Tone, 496
Nuci, Total, Cluj, Anul 2009, Tone, 512
Nuci, Total, Cluj, Anul 2010, Tone, 518
Nuci, Total, Cluj, Anul 2011, Tone, 470
Nuci, Total, Cluj, Anul 2012, Tone, 521
Nuci, Total, Cluj, Anul 2013, Tone, 533
Nuci, Total, Cluj, Anul 2014, Tone, 513
Nuci, Total, Cluj, Anul 2015, Tone, 493
Nuci, Total, Cluj, Anul 2016, Tone, 528
Nuci, Total, Cluj, Anul 2017, Tone, 739
Nuci, Total, Cluj, Anul 2018, Tone, 766
Nuci, Total, Cluj, Anul 2019, Tone, 686
Nuci, Total, Cluj, Anul 2020, Tone, 617
Nuci, Total, Cluj, Anul 2021, Tone, 758
Nuci, Total, Cluj, Anul 2022, Tone, 714
Nuci, Total, Cluj, Anul 2023, Tone, 785
Nuci, Total, Cluj, Anul 2024, Tone, 832
Nuci, Total, Maramures, Anul 2000, Tone, 1250
Nuci, Total, Maramures, Anul 2001, Tone, 1247
Nuci, Total, Maramures, Anul 2002, Tone, 1880
Nuci, Total, Maramures, Anul 2003, Tone, 1558
Nuci, Total, Maramures, Anul 2004, Tone, 202
Nuci, Total, Maramures, Anul 2005, Tone, 1203
Nuci, Total, Maramures, Anul 2006, Tone, 1182
Nuci, Total, Maramures, Anul 2007, Tone, 1192
Nuci, Total, Maramures, Anul 2008, Tone, 1430
Nuci, Total, Maramures, Anul 2009, Tone, 2544
Nuci, Total, Maramures, Anul 2010, Tone, 1995
Nuci, Total, Maramures, Anul 2011, Tone, 3184
Nuci, Total, Maramures, Anul 2012, Tone, 1471
Nuci, Total, Maramures, Anul 2013, Tone, 1410
Nuci, Total, Maramures, Anul 2014, Tone, 1786
Nuci, Total, Maramures, Anul 2015, Tone, 1890
Nuci, Total, Maramures, Anul 2016, Tone, 1816
Nuci, Total, Maramures, Anul 2017, Tone, 2303
Nuci, Total, Maramures, Anul 2018, Tone, 3988
Nuci, Total, Maramures, Anul 2019, Tone, 3608
Nuci, Total, Maramures, Anul 2020, Tone, 3684
Nuci, Total, Maramures, Anul 2021, Tone, 3949
Nuci, Total, Maramures, Anul 2022, Tone, 3831
Nuci, Total, Maramures, Anul 2023, Tone, 3619
Nuci, Total, Maramures, Anul 2024, Tone, 3406
Nuci, Total, Satu Mare, Anul 2000, Tone, 642
Nuci, Total, Satu Mare, Anul 2001, Tone, 629
Nuci, Total, Satu Mare, Anul 2002, Tone, 532
Nuci, Total, Satu Mare, Anul 2003, Tone, 610
Nuci, Total, Satu Mare, Anul 2004, Tone, 162
Nuci, Total, Satu Mare, Anul 2005, Tone, 745
Nuci, Total, Satu Mare, Anul 2006, Tone, 1139
Nuci, Total, Satu Mare, Anul 2007, Tone, 865
Nuci, Total, Satu Mare, Anul 2008, Tone, 1280
Nuci, Total, Satu Mare, Anul 2009, Tone, 1294
Nuci, Total, Satu Mare, Anul 2010, Tone, 1178
Nuci, Total, Satu Mare, Anul 2011, Tone, 1032
Nuci, Total, Satu Mare, Anul 2012, Tone, 1042
Nuci, Total, Satu Mare, Anul 2013, Tone, 1059
Nuci, Total, Satu Mare, Anul 2014, Tone, 1135
Nuci, Total, Satu Mare, Anul 2015, Tone, 1267
Nuci, Total, Satu Mare, Anul 2016, Tone, 1285
Nuci, Total, Satu Mare, Anul 2017, Tone, 1452
Nuci, Total, Satu Mare, Anul 2018, Tone, 1888
Nuci, Total, Satu Mare, Anul 2019, Tone, 1753
Nuci, Total, Satu Mare, Anul 2020, Tone, 1640
Nuci, Total, Satu Mare, Anul 2021, Tone, 1782
Nuci, Total, Satu Mare, Anul 2022, Tone, 1700
Nuci, Total, Satu Mare, Anul 2023, Tone, 1923
Nuci, Total, Satu Mare, Anul 2024, Tone, 1726
Nuci, Total, Salaj, Anul 2000, Tone, 851
Nuci, Total, Salaj, Anul 2001, Tone, 1141
Nuci, Total, Salaj, Anul 2002, Tone, 869
Nuci, Total, Salaj, Anul 2003, Tone, 1910
Nuci, Total, Salaj, Anul 2004, Tone, 765
Nuci, Total, Salaj, Anul 2005, Tone, 959
Nuci, Total, Salaj, Anul 2006, Tone, 371
Nuci, Total, Salaj, Anul 2007, Tone, 210
Nuci, Total, Salaj, Anul 2008, Tone, 223
Nuci, Total, Salaj, Anul 2009, Tone, 1628
Nuci, Total, Salaj, Anul 2010, Tone, 1342
Nuci, Total, Salaj, Anul 2011, Tone, 1220
Nuci, Total, Salaj, Anul 2012, Tone, 1020
Nuci, Total, Salaj, Anul 2013, Tone, 1036
Nuci, Total, Salaj, Anul 2014, Tone, 1090
Nuci, Total, Salaj, Anul 2015, Tone, 1224
Nuci, Total, Salaj, Anul 2016, Tone, 1237
Nuci, Total, Salaj, Anul 2017, Tone, 1736
Nuci, Total, Salaj, Anul 2018, Tone, 1841
Nuci, Total, Salaj, Anul 2019, Tone, 1671
Nuci, Total, Salaj, Anul 2020, Tone, 1456
Nuci, Total, Salaj, Anul 2021, Tone, 1819
Nuci, Total, Salaj, Anul 2022, Tone, 1592
Nuci, Total, Salaj, Anul 2023, Tone, 1782
Nuci, Total, Salaj, Anul 2024, Tone, 1396
Nuci, Total, Alba, Anul 2000, Tone, 565
Nuci, Total, Alba, Anul 2001, Tone, 512
Nuci, Total, Alba, Anul 2002, Tone, 650
Nuci, Total, Alba, Anul 2003, Tone, 1041
Nuci, Total, Alba, Anul 2004, Tone, 250
Nuci, Total, Alba, Anul 2005, Tone, 461
Nuci, Total, Alba, Anul 2006, Tone, 659
Nuci, Total, Alba, Anul 2007, Tone, 463
Nuci, Total, Alba, Anul 2008, Tone, 1128
Nuci, Total, Alba, Anul 2009, Tone, 994
Nuci, Total, Alba, Anul 2010, Tone, 869
Nuci, Total, Alba, Anul 2011, Tone, 786
Nuci, Total, Alba, Anul 2012, Tone, 767
Nuci, Total, Alba, Anul 2013, Tone, 839
Nuci, Total, Alba, Anul 2014, Tone, 930
Nuci, Total, Alba, Anul 2015, Tone, 986
Nuci, Total, Alba, Anul 2016, Tone, 1085
Nuci, Total, Alba, Anul 2017, Tone, 1524
Nuci, Total, Alba, Anul 2018, Tone, 1942
Nuci, Total, Alba, Anul 2019, Tone, 1731
Nuci, Total, Alba, Anul 2020, Tone, 1652
Nuci, Total, Alba, Anul 2021, Tone, 1708
Nuci, Total, Alba, Anul 2022, Tone, 1611
Nuci, Total, Alba, Anul 2023, Tone, 1600
Nuci, Total, Alba, Anul 2024, Tone, 1613
Nuci, Total, Brasov, Anul 2000, Tone, 145
Nuci, Total, Brasov, Anul 2001, Tone, 150
Nuci, Total, Brasov, Anul 2002, Tone, 265
Nuci, Total, Brasov, Anul 2003, Tone, 325
Nuci, Total, Brasov, Anul 2004, Tone, 30
Nuci, Total, Brasov, Anul 2005, Tone, 457
Nuci, Total, Brasov, Anul 2006, Tone, 208
Nuci, Total, Brasov, Anul 2007, Tone, 286
Nuci, Total, Brasov, Anul 2008, Tone, 297
Nuci, Total, Brasov, Anul 2009, Tone, 309
Nuci, Total, Brasov, Anul 2010, Tone, 7
Nuci, Total, Brasov, Anul 2011, Tone, 56
Nuci, Total, Brasov, Anul 2012, Tone, 67
Nuci, Total, Brasov, Anul 2013, Tone, 68
Nuci, Total, Brasov, Anul 2014, Tone, 50
Nuci, Total, Brasov, Anul 2015, Tone, 58
Nuci, Total, Brasov, Anul 2016, Tone, 62
Nuci, Total, Brasov, Anul 2017, Tone, 81
Nuci, Total, Brasov, Anul 2018, Tone, 93
Nuci, Total, Brasov, Anul 2019, Tone, 83
Nuci, Total, Brasov, Anul 2020, Tone, 76
Nuci, Total, Brasov, Anul 2021, Tone, 80
Nuci, Total, Brasov, Anul 2022, Tone, 69
Nuci, Total, Brasov, Anul 2023, Tone, 89
Nuci, Total, Brasov, Anul 2024, Tone, 91
Nuci, Total, Covasna, Anul 2000, Tone, 355
Nuci, Total, Covasna, Anul 2001, Tone, 504
Nuci, Total, Covasna, Anul 2002, Tone, 324
Nuci, Total, Covasna, Anul 2003, Tone, 407
Nuci, Total, Covasna, Anul 2004, Tone, 36
Nuci, Total, Covasna, Anul 2005, Tone, 373
Nuci, Total, Covasna, Anul 2006, Tone, 228
Nuci, Total, Covasna, Anul 2007, Tone, 489
Nuci, Total, Covasna, Anul 2008, Tone, 406
Nuci, Total, Covasna, Anul 2009, Tone, 405
Nuci, Total, Covasna, Anul 2010, Tone, 309
Nuci, Total, Covasna, Anul 2011, Tone, 390
Nuci, Total, Covasna, Anul 2012, Tone, 373
Nuci, Total, Covasna, Anul 2013, Tone, 396
Nuci, Total, Covasna, Anul 2014, Tone, 484
Nuci, Total, Covasna, Anul 2015, Tone, 506
Nuci, Total, Covasna, Anul 2016, Tone, 509
Nuci, Total, Covasna, Anul 2017, Tone, 719
Nuci, Total, Covasna, Anul 2018, Tone, 794
Nuci, Total, Covasna, Anul 2019, Tone, 738
Nuci, Total, Covasna, Anul 2020, Tone, 698
Nuci, Total, Covasna, Anul 2021, Tone, 719
Nuci, Total, Covasna, Anul 2022, Tone, 657
Nuci, Total, Covasna, Anul 2023, Tone, 671
Nuci, Total, Covasna, Anul 2024, Tone, 628
Nuci, Total, Harghita, Anul 2000, Tone, 93
Nuci, Total, Harghita, Anul 2001, Tone, 120
Nuci, Total, Harghita, Anul 2002, Tone, 132
Nuci, Total, Harghita, Anul 2003, Tone, 192
Nuci, Total, Harghita, Anul 2004, Tone, 108
Nuci, Total, Harghita, Anul 2005, Tone, 288
Nuci, Total, Harghita, Anul 2006, Tone, 192
Nuci, Total, Harghita, Anul 2007, Tone, 117
Nuci, Total, Harghita, Anul 2008, Tone, 136
Nuci, Total, Harghita, Anul 2009, Tone, 116
Nuci, Total, Harghita, Anul 2010, Tone, 99
Nuci, Total, Harghita, Anul 2011, Tone, 137
Nuci, Total, Harghita, Anul 2012, Tone, 132
Nuci, Total, Harghita, Anul 2013, Tone, 143
Nuci, Total, Harghita, Anul 2014, Tone, 171
Nuci, Total, Harghita, Anul 2015, Tone, 181
Nuci, Total, Harghita, Anul 2016, Tone, 178
Nuci, Total, Harghita, Anul 2017, Tone, 252
Nuci, Total, Harghita, Anul 2018, Tone, 244
Nuci, Total, Harghita, Anul 2019, Tone, 221
Nuci, Total, Harghita, Anul 2020, Tone, 211
Nuci, Total, Harghita, Anul 2021, Tone, 227
Nuci, Total, Harghita, Anul 2022, Tone, 202
Nuci, Total, Harghita, Anul 2023, Tone, 197
Nuci, Total, Harghita, Anul 2024, Tone, 196
Nuci, Total, Mures, Anul 2000, Tone, 778
Nuci, Total, Mures, Anul 2001, Tone, 1033
Nuci, Total, Mures, Anul 2002, Tone, 1281
Nuci, Total, Mures, Anul 2003, Tone, 1425
Nuci, Total, Mures, Anul 2004, Tone, 200
Nuci, Total, Mures, Anul 2005, Tone, 1703
Nuci, Total, Mures, Anul 2006, Tone, 1234
Nuci, Total, Mures, Anul 2007, Tone, 167
Nuci, Total, Mures, Anul 2008, Tone, 1556
Nuci, Total, Mures, Anul 2009, Tone, 1618
Nuci, Total, Mures, Anul 2010, Tone, 1196
Nuci, Total, Mures, Anul 2011, Tone, 1164
Nuci, Total, Mures, Anul 2012, Tone, 1259
Nuci, Total, Mures, Anul 2013, Tone, 1376
Nuci, Total, Mures, Anul 2014, Tone, 1027
Nuci, Total, Mures, Anul 2015, Tone, 1076
Nuci, Total, Mures, Anul 2016, Tone, 1131
Nuci, Total, Mures, Anul 2017, Tone, 1416
Nuci, Total, Mures, Anul 2018, Tone, 1811
Nuci, Total, Mures, Anul 2019, Tone, 1577
Nuci, Total, Mures, Anul 2020, Tone, 1477
Nuci, Total, Mures, Anul 2021, Tone, 1956
Nuci, Total, Mures, Anul 2022, Tone, 1764
Nuci, Total, Mures, Anul 2023, Tone, 1772
Nuci, Total, Mures, Anul 2024, Tone, 1691
Nuci, Total, Sibiu, Anul 2000, Tone, 388
Nuci, Total, Sibiu, Anul 2001, Tone, 444
Nuci, Total, Sibiu, Anul 2002, Tone, 620
Nuci, Total, Sibiu, Anul 2003, Tone, 560
Nuci, Total, Sibiu, Anul 2004, Tone, 68
Nuci, Total, Sibiu, Anul 2005, Tone, 532
Nuci, Total, Sibiu, Anul 2006, Tone, 509
Nuci, Total, Sibiu, Anul 2007, Tone, 128
Nuci, Total, Sibiu, Anul 2008, Tone, 301
Nuci, Total, Sibiu, Anul 2009, Tone, 194
Nuci, Total, Sibiu, Anul 2010, Tone, 210
Nuci, Total, Sibiu, Anul 2011, Tone, 167
Nuci, Total, Sibiu, Anul 2012, Tone, 208
Nuci, Total, Sibiu, Anul 2013, Tone, 260
Nuci, Total, Sibiu, Anul 2014, Tone, 255
Nuci, Total, Sibiu, Anul 2015, Tone, 222
Nuci, Total, Sibiu, Anul 2016, Tone, 233
Nuci, Total, Sibiu, Anul 2017, Tone, 260
Nuci, Total, Sibiu, Anul 2018, Tone, 274
Nuci, Total, Sibiu, Anul 2019, Tone, 266
Nuci, Total, Sibiu, Anul 2020, Tone, 245
Nuci, Total, Sibiu, Anul 2021, Tone, 256
Nuci, Total, Sibiu, Anul 2022, Tone, 231
Nuci, Total, Sibiu, Anul 2023, Tone, 241
Nuci, Total, Sibiu, Anul 2024, Tone, 227
Nuci, Total, Bacau, Anul 2000, Tone, 1776
Nuci, Total, Bacau, Anul 2001, Tone, 2389
Nuci, Total, Bacau, Anul 2002, Tone, 2968
Nuci, Total, Bacau, Anul 2003, Tone, 3469
Nuci, Total, Bacau, Anul 2004, Tone, 561
Nuci, Total, Bacau, Anul 2005, Tone, 2372
Nuci, Total, Bacau, Anul 2006, Tone, 1861
Nuci, Total, Bacau, Anul 2007, Tone, 1103
Nuci, Total, Bacau, Anul 2008, Tone, 1343
Nuci, Total, Bacau, Anul 2009, Tone, 1430
Nuci, Total, Bacau, Anul 2010, Tone, 1146
Nuci, Total, Bacau, Anul 2011, Tone, 1132
Nuci, Total, Bacau, Anul 2012, Tone, 1096
Nuci, Total, Bacau, Anul 2013, Tone, 1103
Nuci, Total, Bacau, Anul 2014, Tone, 940
Nuci, Total, Bacau, Anul 2015, Tone, 1090
Nuci, Total, Bacau, Anul 2016, Tone, 1138
Nuci, Total, Bacau, Anul 2017, Tone, 1599
Nuci, Total, Bacau, Anul 2018, Tone, 1870
Nuci, Total, Bacau, Anul 2019, Tone, 1701
Nuci, Total, Bacau, Anul 2020, Tone, 1582
Nuci, Total, Bacau, Anul 2021, Tone, 1703
Nuci, Total, Bacau, Anul 2022, Tone, 1590
Nuci, Total, Bacau, Anul 2023, Tone, 1626
Nuci, Total, Bacau, Anul 2024, Tone, 1772
Nuci, Total, Botosani, Anul 2000, Tone, 1014
Nuci, Total, Botosani, Anul 2001, Tone, 1315
Nuci, Total, Botosani, Anul 2002, Tone, 1349
Nuci, Total, Botosani, Anul 2003, Tone, 1856
Nuci, Total, Botosani, Anul 2004, Tone, 197
Nuci, Total, Botosani, Anul 2005, Tone, 2353
Nuci, Total, Botosani, Anul 2006, Tone, 1579
Nuci, Total, Botosani, Anul 2007, Tone, 326
Nuci, Total, Botosani, Anul 2008, Tone, 1101
Nuci, Total, Botosani, Anul 2009, Tone, 1150
Nuci, Total, Botosani, Anul 2010, Tone, 981
Nuci, Total, Botosani, Anul 2011, Tone, 1025
Nuci, Total, Botosani, Anul 2012, Tone, 1023
Nuci, Total, Botosani, Anul 2013, Tone, 1114
