Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Tone, Valoare
Mere, Total, Mures, Anul 2002, Tone, 42930
Mere, Total, Mures, Anul 2003, Tone, 67179
Mere, Total, Mures, Anul 2004, Tone, 90084
Mere, Total, Mures, Anul 2005, Tone, 61032
Mere, Total, Mures, Anul 2006, Tone, 47249
Mere, Total, Mures, Anul 2007, Tone, 15470
Mere, Total, Mures, Anul 2008, Tone, 64715
Mere, Total, Mures, Anul 2009, Tone, 49670
Mere, Total, Mures, Anul 2010, Tone, 44990
Mere, Total, Mures, Anul 2011, Tone, 26611
Mere, Total, Mures, Anul 2012, Tone, 24531
Mere, Total, Mures, Anul 2013, Tone, 26796
Mere, Total, Mures, Anul 2014, Tone, 38078
Mere, Total, Mures, Anul 2015, Tone, 33258
Mere, Total, Mures, Anul 2016, Tone, 25667
Mere, Total, Mures, Anul 2017, Tone, 13961
Mere, Total, Mures, Anul 2018, Tone, 31972
Mere, Total, Mures, Anul 2019, Tone, 26537
Mere, Total, Mures, Anul 2020, Tone, 27102
Mere, Total, Mures, Anul 2021, Tone, 28395
Mere, Total, Mures, Anul 2022, Tone, 27613
Mere, Total, Mures, Anul 2023, Tone, 26237
Mere, Total, Mures, Anul 2024, Tone, 25061
Mere, Total, Sibiu, Anul 2000, Tone, 9958
Mere, Total, Sibiu, Anul 2001, Tone, 14544
Mere, Total, Sibiu, Anul 2002, Tone, 23676
Mere, Total, Sibiu, Anul 2003, Tone, 21017
Mere, Total, Sibiu, Anul 2004, Tone, 25585
Mere, Total, Sibiu, Anul 2005, Tone, 13924
Mere, Total, Sibiu, Anul 2006, Tone, 16184
Mere, Total, Sibiu, Anul 2007, Tone, 12135
Mere, Total, Sibiu, Anul 2008, Tone, 18256
Mere, Total, Sibiu, Anul 2009, Tone, 16273
Mere, Total, Sibiu, Anul 2010, Tone, 20768
Mere, Total, Sibiu, Anul 2011, Tone, 10638
Mere, Total, Sibiu, Anul 2012, Tone, 8500
Mere, Total, Sibiu, Anul 2013, Tone, 12794
Mere, Total, Sibiu, Anul 2014, Tone, 11600
Mere, Total, Sibiu, Anul 2015, Tone, 7522
Mere, Total, Sibiu, Anul 2016, Tone, 9396
Mere, Total, Sibiu, Anul 2017, Tone, 9093
Mere, Total, Sibiu, Anul 2018, Tone, 10856
Mere, Total, Sibiu, Anul 2019, Tone, 9134
Mere, Total, Sibiu, Anul 2020, Tone, 8826
Mere, Total, Sibiu, Anul 2021, Tone, 9652
Mere, Total, Sibiu, Anul 2022, Tone, 5375
Mere, Total, Sibiu, Anul 2023, Tone, 5719
Mere, Total, Sibiu, Anul 2024, Tone, 4819
Mere, Total, Bacau, Anul 2000, Tone, 15381
Mere, Total, Bacau, Anul 2001, Tone, 13596
Mere, Total, Bacau, Anul 2002, Tone, 16111
Mere, Total, Bacau, Anul 2003, Tone, 19559
Mere, Total, Bacau, Anul 2004, Tone, 37172
Mere, Total, Bacau, Anul 2005, Tone, 19898
Mere, Total, Bacau, Anul 2006, Tone, 13829
Mere, Total, Bacau, Anul 2007, Tone, 14142
Mere, Total, Bacau, Anul 2008, Tone, 9022
Mere, Total, Bacau, Anul 2009, Tone, 10645
Mere, Total, Bacau, Anul 2010, Tone, 9929
Mere, Total, Bacau, Anul 2011, Tone, 9446
Mere, Total, Bacau, Anul 2012, Tone, 7047
Mere, Total, Bacau, Anul 2013, Tone, 6385
Mere, Total, Bacau, Anul 2014, Tone, 8921
Mere, Total, Bacau, Anul 2015, Tone, 5601
Mere, Total, Bacau, Anul 2016, Tone, 5445
Mere, Total, Bacau, Anul 2017, Tone, 5597
Mere, Total, Bacau, Anul 2018, Tone, 8042
Mere, Total, Bacau, Anul 2019, Tone, 8597
Mere, Total, Bacau, Anul 2020, Tone, 8187
Mere, Total, Bacau, Anul 2021, Tone, 9252
Mere, Total, Bacau, Anul 2022, Tone, 6485
Mere, Total, Bacau, Anul 2023, Tone, 5275
Mere, Total, Bacau, Anul 2024, Tone, 5115
Mere, Total, Botosani, Anul 2000, Tone, 5869
Mere, Total, Botosani, Anul 2001, Tone, 9212
Mere, Total, Botosani, Anul 2002, Tone, 10245
Mere, Total, Botosani, Anul 2003, Tone, 14833
Mere, Total, Botosani, Anul 2004, Tone, 52682
Mere, Total, Botosani, Anul 2005, Tone, 24751
Mere, Total, Botosani, Anul 2006, Tone, 14736
Mere, Total, Botosani, Anul 2007, Tone, 7510
Mere, Total, Botosani, Anul 2008, Tone, 10536
Mere, Total, Botosani, Anul 2009, Tone, 13881
Mere, Total, Botosani, Anul 2010, Tone, 19231
Mere, Total, Botosani, Anul 2011, Tone, 20196
Mere, Total, Botosani, Anul 2012, Tone, 15542
Mere, Total, Botosani, Anul 2013, Tone, 17457
Mere, Total, Botosani, Anul 2014, Tone, 14120
Mere, Total, Botosani, Anul 2015, Tone, 12628
Mere, Total, Botosani, Anul 2016, Tone, 11393
Mere, Total, Botosani, Anul 2017, Tone, 12755
Mere, Total, Botosani, Anul 2018, Tone, 14617
Mere, Total, Botosani, Anul 2019, Tone, 11696
Mere, Total, Botosani, Anul 2020, Tone, 10960
Mere, Total, Botosani, Anul 2021, Tone, 12820
Mere, Total, Botosani, Anul 2022, Tone, 11134
Mere, Total, Botosani, Anul 2023, Tone, 9928
Mere, Total, Botosani, Anul 2024, Tone, 10088
Mere, Total, Iasi, Anul 2000, Tone, 17954
Mere, Total, Iasi, Anul 2001, Tone, 25374
Mere, Total, Iasi, Anul 2002, Tone, 27906
Mere, Total, Iasi, Anul 2003, Tone, 28831
Mere, Total, Iasi, Anul 2004, Tone, 55228
Mere, Total, Iasi, Anul 2005, Tone, 36696
Mere, Total, Iasi, Anul 2006, Tone, 24770
Mere, Total, Iasi, Anul 2007, Tone, 11920
Mere, Total, Iasi, Anul 2008, Tone, 15513
Mere, Total, Iasi, Anul 2009, Tone, 16487
Mere, Total, Iasi, Anul 2010, Tone, 10571
Mere, Total, Iasi, Anul 2011, Tone, 9273
Mere, Total, Iasi, Anul 2012, Tone, 13306
Mere, Total, Iasi, Anul 2013, Tone, 10451
Mere, Total, Iasi, Anul 2014, Tone, 10527
Mere, Total, Iasi, Anul 2015, Tone, 11788
Mere, Total, Iasi, Anul 2016, Tone, 10028
Mere, Total, Iasi, Anul 2017, Tone, 11030
Mere, Total, Iasi, Anul 2018, Tone, 14997
Mere, Total, Iasi, Anul 2019, Tone, 12961
Mere, Total, Iasi, Anul 2020, Tone, 12601
Mere, Total, Iasi, Anul 2021, Tone, 17548
Mere, Total, Iasi, Anul 2022, Tone, 14143
Mere, Total, Iasi, Anul 2023, Tone, 15211
Mere, Total, Iasi, Anul 2024, Tone, 13503
Mere, Total, Neamt, Anul 2000, Tone, 14626
Mere, Total, Neamt, Anul 2001, Tone, 16101
Mere, Total, Neamt, Anul 2002, Tone, 14843
Mere, Total, Neamt, Anul 2003, Tone, 16222
Mere, Total, Neamt, Anul 2004, Tone, 36202
Mere, Total, Neamt, Anul 2005, Tone, 21277
Mere, Total, Neamt, Anul 2006, Tone, 15909
Mere, Total, Neamt, Anul 2007, Tone, 6450
Mere, Total, Neamt, Anul 2008, Tone, 13729
Mere, Total, Neamt, Anul 2009, Tone, 11200
Mere, Total, Neamt, Anul 2010, Tone, 9991
Mere, Total, Neamt, Anul 2011, Tone, 13133
Mere, Total, Neamt, Anul 2012, Tone, 9241
Mere, Total, Neamt, Anul 2013, Tone, 10174
Mere, Total, Neamt, Anul 2014, Tone, 10781
Mere, Total, Neamt, Anul 2015, Tone, 12114
Mere, Total, Neamt, Anul 2016, Tone, 10412
Mere, Total, Neamt, Anul 2017, Tone, 10083
Mere, Total, Neamt, Anul 2018, Tone, 15138
Mere, Total, Neamt, Anul 2019, Tone, 13061
Mere, Total, Neamt, Anul 2020, Tone, 15379
Mere, Total, Neamt, Anul 2021, Tone, 14145
Mere, Total, Neamt, Anul 2022, Tone, 12541
Mere, Total, Neamt, Anul 2023, Tone, 12268
Mere, Total, Neamt, Anul 2024, Tone, 11473
Mere, Total, Suceava, Anul 2000, Tone, 21854
Mere, Total, Suceava, Anul 2001, Tone, 29120
Mere, Total, Suceava, Anul 2002, Tone, 30366
Mere, Total, Suceava, Anul 2003, Tone, 30688
Mere, Total, Suceava, Anul 2004, Tone, 75825
Mere, Total, Suceava, Anul 2005, Tone, 25401
Mere, Total, Suceava, Anul 2006, Tone, 36155
Mere, Total, Suceava, Anul 2007, Tone, 32571
Mere, Total, Suceava, Anul 2008, Tone, 34872
Mere, Total, Suceava, Anul 2009, Tone, 45539
Mere, Total, Suceava, Anul 2010, Tone, 35209
Mere, Total, Suceava, Anul 2011, Tone, 49760
Mere, Total, Suceava, Anul 2012, Tone, 34517
Mere, Total, Suceava, Anul 2013, Tone, 33187
Mere, Total, Suceava, Anul 2014, Tone, 37354
Mere, Total, Suceava, Anul 2015, Tone, 31460
Mere, Total, Suceava, Anul 2016, Tone, 28900
Mere, Total, Suceava, Anul 2017, Tone, 24985
Mere, Total, Suceava, Anul 2018, Tone, 37003
Mere, Total, Suceava, Anul 2019, Tone, 30388
Mere, Total, Suceava, Anul 2020, Tone, 31555
Mere, Total, Suceava, Anul 2021, Tone, 49224
Mere, Total, Suceava, Anul 2022, Tone, 55856
Mere, Total, Suceava, Anul 2023, Tone, 55518
Mere, Total, Suceava, Anul 2024, Tone, 47271
Mere, Total, Vaslui, Anul 2000, Tone, 6237
Mere, Total, Vaslui, Anul 2001, Tone, 7521
Mere, Total, Vaslui, Anul 2002, Tone, 6252
Mere, Total, Vaslui, Anul 2003, Tone, 14817
Mere, Total, Vaslui, Anul 2004, Tone, 29293
Mere, Total, Vaslui, Anul 2005, Tone, 11255
Mere, Total, Vaslui, Anul 2006, Tone, 13389
Mere, Total, Vaslui, Anul 2007, Tone, 6535
Mere, Total, Vaslui, Anul 2008, Tone, 3796
Mere, Total, Vaslui, Anul 2009, Tone, 8910
Mere, Total, Vaslui, Anul 2010, Tone, 4353
Mere, Total, Vaslui, Anul 2011, Tone, 5752
Mere, Total, Vaslui, Anul 2012, Tone, 4943
Mere, Total, Vaslui, Anul 2013, Tone, 2040
Mere, Total, Vaslui, Anul 2014, Tone, 8537
Mere, Total, Vaslui, Anul 2015, Tone, 7844
Mere, Total, Vaslui, Anul 2016, Tone, 8700
Mere, Total, Vaslui, Anul 2017, Tone, 7095
Mere, Total, Vaslui, Anul 2018, Tone, 8664
Mere, Total, Vaslui, Anul 2019, Tone, 7180
Mere, Total, Vaslui, Anul 2020, Tone, 7003
Mere, Total, Vaslui, Anul 2021, Tone, 5004
Mere, Total, Vaslui, Anul 2022, Tone, 4351
Mere, Total, Vaslui, Anul 2023, Tone, 5944
Mere, Total, Vaslui, Anul 2024, Tone, 5248
Mere, Total, Braila, Anul 2000, Tone, 710
Mere, Total, Braila, Anul 2001, Tone, 2117
Mere, Total, Braila, Anul 2002, Tone, 778
Mere, Total, Braila, Anul 2003, Tone, 1223
Mere, Total, Braila, Anul 2004, Tone, 1467
Mere, Total, Braila, Anul 2005, Tone, 275
Mere, Total, Braila, Anul 2006, Tone, 2108
Mere, Total, Braila, Anul 2007, Tone, 440
Mere, Total, Braila, Anul 2008, Tone, 1183
Mere, Total, Braila, Anul 2009, Tone, 1139
Mere, Total, Braila, Anul 2010, Tone, 1275
Mere, Total, Braila, Anul 2011, Tone, 1822
Mere, Total, Braila, Anul 2012, Tone, 1018
Mere, Total, Braila, Anul 2013, Tone, 1644
Mere, Total, Braila, Anul 2014, Tone, 1734
Mere, Total, Braila, Anul 2015, Tone, 1306
Mere, Total, Braila, Anul 2016, Tone, 1239
Mere, Total, Braila, Anul 2017, Tone, 745
Mere, Total, Braila, Anul 2018, Tone, 1305
Mere, Total, Braila, Anul 2019, Tone, 1027
Mere, Total, Braila, Anul 2020, Tone, 1192
Mere, Total, Braila, Anul 2021, Tone, 559
Mere, Total, Braila, Anul 2022, Tone, 548
Mere, Total, Braila, Anul 2023, Tone, 422
Mere, Total, Braila, Anul 2024, Tone, 532
Mere, Total, Buzau, Anul 2000, Tone, 7894
Mere, Total, Buzau, Anul 2001, Tone, 15854
Mere, Total, Buzau, Anul 2002, Tone, 4770
Mere, Total, Buzau, Anul 2003, Tone, 23061
Mere, Total, Buzau, Anul 2004, Tone, 8967
Mere, Total, Buzau, Anul 2005, Tone, 21124
Mere, Total, Buzau, Anul 2006, Tone, 12400
Mere, Total, Buzau, Anul 2007, Tone, 16045
Mere, Total, Buzau, Anul 2008, Tone, 9654
Mere, Total, Buzau, Anul 2009, Tone, 6909
Mere, Total, Buzau, Anul 2010, Tone, 19880
Mere, Total, Buzau, Anul 2011, Tone, 20949
Mere, Total, Buzau, Anul 2012, Tone, 13167
Mere, Total, Buzau, Anul 2013, Tone, 16042
Mere, Total, Buzau, Anul 2014, Tone, 15970
Mere, Total, Buzau, Anul 2015, Tone, 14339
Mere, Total, Buzau, Anul 2016, Tone, 13556
Mere, Total, Buzau, Anul 2017, Tone, 7367
Mere, Total, Buzau, Anul 2018, Tone, 17581
Mere, Total, Buzau, Anul 2019, Tone, 15443
Mere, Total, Buzau, Anul 2020, Tone, 14857
Mere, Total, Buzau, Anul 2021, Tone, 20743
Mere, Total, Buzau, Anul 2022, Tone, 16809
Mere, Total, Buzau, Anul 2023, Tone, 16640
Mere, Total, Buzau, Anul 2024, Tone, 13817
Mere, Total, Constanta, Anul 2000, Tone, 1680
Mere, Total, Constanta, Anul 2001, Tone, 2154
Mere, Total, Constanta, Anul 2002, Tone, 2815
Mere, Total, Constanta, Anul 2003, Tone, 2747
Mere, Total, Constanta, Anul 2004, Tone, 6017
Mere, Total, Constanta, Anul 2005, Tone, 3011
Mere, Total, Constanta, Anul 2006, Tone, 2127
Mere, Total, Constanta, Anul 2007, Tone, 1952
Mere, Total, Constanta, Anul 2008, Tone, 1161
Mere, Total, Constanta, Anul 2009, Tone, 613
Mere, Total, Constanta, Anul 2010, Tone, 530
Mere, Total, Constanta, Anul 2011, Tone, 931
Mere, Total, Constanta, Anul 2012, Tone, 638
Mere, Total, Constanta, Anul 2013, Tone, 640
Mere, Total, Constanta, Anul 2014, Tone, 927
Mere, Total, Constanta, Anul 2015, Tone, 547
Mere, Total, Constanta, Anul 2016, Tone, 390
Mere, Total, Constanta, Anul 2017, Tone, 503
Mere, Total, Constanta, Anul 2018, Tone, 772
Mere, Total, Constanta, Anul 2019, Tone, 696
Mere, Total, Constanta, Anul 2020, Tone, 677
Mere, Total, Constanta, Anul 2021, Tone, 670
Mere, Total, Constanta, Anul 2022, Tone, 587
Mere, Total, Constanta, Anul 2023, Tone, 555
Mere, Total, Constanta, Anul 2024, Tone, 530
Mere, Total, Galati, Anul 2000, Tone, 5093
Mere, Total, Galati, Anul 2001, Tone, 4697
Mere, Total, Galati, Anul 2002, Tone, 6366
Mere, Total, Galati, Anul 2003, Tone, 7925
Mere, Total, Galati, Anul 2004, Tone, 14865
Mere, Total, Galati, Anul 2005, Tone, 11746
Mere, Total, Galati, Anul 2006, Tone, 5559
Mere, Total, Galati, Anul 2007, Tone, 1163
Mere, Total, Galati, Anul 2008, Tone, 2759
Mere, Total, Galati, Anul 2009, Tone, 2906
Mere, Total, Galati, Anul 2010, Tone, 4825
Mere, Total, Galati, Anul 2011, Tone, 3013
Mere, Total, Galati, Anul 2012, Tone, 2668
Mere, Total, Galati, Anul 2013, Tone, 2091
Mere, Total, Galati, Anul 2014, Tone, 2839
Mere, Total, Galati, Anul 2015, Tone, 3493
Mere, Total, Galati, Anul 2016, Tone, 3422
Mere, Total, Galati, Anul 2017, Tone, 3028
Mere, Total, Galati, Anul 2018, Tone, 3597
Mere, Total, Galati, Anul 2019, Tone, 2698
Mere, Total, Galati, Anul 2020, Tone, 2558
Mere, Total, Galati, Anul 2021, Tone, 3045
Mere, Total, Galati, Anul 2022, Tone, 2650
Mere, Total, Galati, Anul 2023, Tone, 2298
Mere, Total, Galati, Anul 2024, Tone, 2063
Mere, Total, Tulcea, Anul 2000, Tone, 150
Mere, Total, Tulcea, Anul 2001, Tone, 551
Mere, Total, Tulcea, Anul 2002, Tone, 1575
Mere, Total, Tulcea, Anul 2003, Tone, 1095
Mere, Total, Tulcea, Anul 2004, Tone, 982
Mere, Total, Tulcea, Anul 2005, Tone, 3616
Mere, Total, Tulcea, Anul 2006, Tone, 1999
Mere, Total, Tulcea, Anul 2007, Tone, 618
Mere, Total, Tulcea, Anul 2008, Tone, 2104
Mere, Total, Tulcea, Anul 2009, Tone, 2163
Mere, Total, Tulcea, Anul 2010, Tone, 1714
Mere, Total, Tulcea, Anul 2011, Tone, 2428
Mere, Total, Tulcea, Anul 2012, Tone, 1403
Mere, Total, Tulcea, Anul 2013, Tone, 1254
Mere, Total, Tulcea, Anul 2014, Tone, 1484
Mere, Total, Tulcea, Anul 2015, Tone, 1353
Mere, Total, Tulcea, Anul 2016, Tone, 1240
Mere, Total, Tulcea, Anul 2017, Tone, 1179
Mere, Total, Tulcea, Anul 2018, Tone, 2110
Mere, Total, Tulcea, Anul 2019, Tone, 1662
Mere, Total, Tulcea, Anul 2020, Tone, 1526
Mere, Total, Tulcea, Anul 2021, Tone, 1321
Mere, Total, Tulcea, Anul 2022, Tone, 1185
Mere, Total, Tulcea, Anul 2023, Tone, 1115
Mere, Total, Tulcea, Anul 2024, Tone, 1082
Mere, Total, Vrancea, Anul 2000, Tone, 9046
Mere, Total, Vrancea, Anul 2001, Tone, 9391
Mere, Total, Vrancea, Anul 2002, Tone, 12137
Mere, Total, Vrancea, Anul 2003, Tone, 12777
Mere, Total, Vrancea, Anul 2004, Tone, 32033
Mere, Total, Vrancea, Anul 2005, Tone, 19887
Mere, Total, Vrancea, Anul 2006, Tone, 22182
Mere, Total, Vrancea, Anul 2007, Tone, 12547
Mere, Total, Vrancea, Anul 2008, Tone, 13339
Mere, Total, Vrancea, Anul 2009, Tone, 12597
Mere, Total, Vrancea, Anul 2010, Tone, 12953
Mere, Total, Vrancea, Anul 2011, Tone, 17360
Mere, Total, Vrancea, Anul 2012, Tone, 11932
Mere, Total, Vrancea, Anul 2013, Tone, 11980
Mere, Total, Vrancea, Anul 2014, Tone, 12714
Mere, Total, Vrancea, Anul 2015, Tone, 11767
Mere, Total, Vrancea, Anul 2016, Tone, 12355
Mere, Total, Vrancea, Anul 2017, Tone, 10160
Mere, Total, Vrancea, Anul 2018, Tone, 12026
Mere, Total, Vrancea, Anul 2019, Tone, 11492
Mere, Total, Vrancea, Anul 2020, Tone, 10808
Mere, Total, Vrancea, Anul 2021, Tone, 11111
Mere, Total, Vrancea, Anul 2022, Tone, 9864
Mere, Total, Vrancea, Anul 2023, Tone, 11490
Mere, Total, Vrancea, Anul 2024, Tone, 10374
Mere, Total, Arges, Anul 2000, Tone, 42617
Mere, Total, Arges, Anul 2001, Tone, 23702
Mere, Total, Arges, Anul 2002, Tone, 20779
Mere, Total, Arges, Anul 2003, Tone, 59555
Mere, Total, Arges, Anul 2004, Tone, 47264
Mere, Total, Arges, Anul 2005, Tone, 28880
Mere, Total, Arges, Anul 2006, Tone, 35046
Mere, Total, Arges, Anul 2007, Tone, 38601
Mere, Total, Arges, Anul 2008, Tone, 32970
Mere, Total, Arges, Anul 2009, Tone, 34816
Mere, Total, Arges, Anul 2010, Tone, 44928
Mere, Total, Arges, Anul 2011, Tone, 57358
Mere, Total, Arges, Anul 2012, Tone, 41987
Mere, Total, Arges, Anul 2013, Tone, 48531
Mere, Total, Arges, Anul 2014, Tone, 44749
Mere, Total, Arges, Anul 2015, Tone, 40671
Mere, Total, Arges, Anul 2016, Tone, 39453
Mere, Total, Arges, Anul 2017, Tone, 12500
Mere, Total, Arges, Anul 2018, Tone, 62020
Mere, Total, Arges, Anul 2019, Tone, 26239
Mere, Total, Arges, Anul 2020, Tone, 36549
Mere, Total, Arges, Anul 2021, Tone, 42925
Mere, Total, Arges, Anul 2022, Tone, 38186
Mere, Total, Arges, Anul 2023, Tone, 38821
Mere, Total, Arges, Anul 2024, Tone, 33927
Mere, Total, Calarasi, Anul 2000, Tone, 861
Mere, Total, Calarasi, Anul 2001, Tone, 762
Mere, Total, Calarasi, Anul 2002, Tone, 620
Mere, Total, Calarasi, Anul 2003, Tone, 966
Mere, Total, Calarasi, Anul 2004, Tone, 1079
Mere, Total, Calarasi, Anul 2005, Tone, 1200
Mere, Total, Calarasi, Anul 2006, Tone, 483
Mere, Total, Calarasi, Anul 2007, Tone, 62
Mere, Total, Calarasi, Anul 2008, Tone, 564
Mere, Total, Calarasi, Anul 2009, Tone, 458
Mere, Total, Calarasi, Anul 2010, Tone, 661
Mere, Total, Calarasi, Anul 2011, Tone, 680
Mere, Total, Calarasi, Anul 2012, Tone, 634
Mere, Total, Calarasi, Anul 2013, Tone, 832
Mere, Total, Calarasi, Anul 2014, Tone, 753
Mere, Total, Calarasi, Anul 2015, Tone, 738
Mere, Total, Calarasi, Anul 2016, Tone, 729
Mere, Total, Calarasi, Anul 2017, Tone, 737
Mere, Total, Calarasi, Anul 2018, Tone, 886
Mere, Total, Calarasi, Anul 2019, Tone, 790
Mere, Total, Calarasi, Anul 2020, Tone, 745
Mere, Total, Calarasi, Anul 2021, Tone, 796
Mere, Total, Calarasi, Anul 2022, Tone, 729
Mere, Total, Calarasi, Anul 2023, Tone, 1029
Mere, Total, Calarasi, Anul 2024, Tone, 690
Mere, Total, Dambovita, Anul 2000, Tone, 41884
Mere, Total, Dambovita, Anul 2001, Tone, 47632
Mere, Total, Dambovita, Anul 2002, Tone, 33962
Mere, Total, Dambovita, Anul 2003, Tone, 67569
Mere, Total, Dambovita, Anul 2004, Tone, 71310
Mere, Total, Dambovita, Anul 2005, Tone, 47052
Mere, Total, Dambovita, Anul 2006, Tone, 49517
Mere, Total, Dambovita, Anul 2007, Tone, 96572
Mere, Total, Dambovita, Anul 2008, Tone, 39610
Mere, Total, Dambovita, Anul 2009, Tone, 61148
Mere, Total, Dambovita, Anul 2010, Tone, 83726
Mere, Total, Dambovita, Anul 2011, Tone, 63389
Mere, Total, Dambovita, Anul 2012, Tone, 60809
Mere, Total, Dambovita, Anul 2013, Tone, 56430
Mere, Total, Dambovita, Anul 2014, Tone, 41623
Mere, Total, Dambovita, Anul 2015, Tone, 44690
Mere, Total, Dambovita, Anul 2016, Tone, 61688
Mere, Total, Dambovita, Anul 2017, Tone, 43809
Mere, Total, Dambovita, Anul 2018, Tone, 85061
Mere, Total, Dambovita, Anul 2019, Tone, 48275
Mere, Total, Dambovita, Anul 2020, Tone, 55340
Mere, Total, Dambovita, Anul 2021, Tone, 64079
Mere, Total, Dambovita, Anul 2022, Tone, 88711
Mere, Total, Dambovita, Anul 2023, Tone, 87848
Mere, Total, Dambovita, Anul 2024, Tone, 82628
Mere, Total, Giurgiu, Anul 2000, Tone, 827
Mere, Total, Giurgiu, Anul 2001, Tone, 1214
Mere, Total, Giurgiu, Anul 2002, Tone, 711
Mere, Total, Giurgiu, Anul 2003, Tone, 1166
Mere, Total, Giurgiu, Anul 2004, Tone, 1022
Mere, Total, Giurgiu, Anul 2005, Tone, 1068
Mere, Total, Giurgiu, Anul 2006, Tone, 755
Mere, Total, Giurgiu, Anul 2007, Tone, 373
Mere, Total, Giurgiu, Anul 2008, Tone, 780
Mere, Total, Giurgiu, Anul 2009, Tone, 1197
Mere, Total, Giurgiu, Anul 2010, Tone, 1379
Mere, Total, Giurgiu, Anul 2011, Tone, 1545
Mere, Total, Giurgiu, Anul 2012, Tone, 1029
Mere, Total, Giurgiu, Anul 2013, Tone, 1328
Mere, Total, Giurgiu, Anul 2014, Tone, 1504
Mere, Total, Giurgiu, Anul 2015, Tone, 2198
Mere, Total, Giurgiu, Anul 2016, Tone, 1952
Mere, Total, Giurgiu, Anul 2017, Tone, 1641
Mere, Total, Giurgiu, Anul 2018, Tone, 2451
Mere, Total, Giurgiu, Anul 2019, Tone, 2341
Mere, Total, Giurgiu, Anul 2020, Tone, 2225
Mere, Total, Giurgiu, Anul 2021, Tone, 2193
Mere, Total, Giurgiu, Anul 2022, Tone, 1981
Mere, Total, Giurgiu, Anul 2023, Tone, 3044
Mere, Total, Giurgiu, Anul 2024, Tone, 1934
Mere, Total, Ialomita, Anul 2000, Tone, 965
Mere, Total, Ialomita, Anul 2001, Tone, 462
Mere, Total, Ialomita, Anul 2002, Tone, 176
Mere, Total, Ialomita, Anul 2003, Tone, 121
Mere, Total, Ialomita, Anul 2004, Tone, 453
Mere, Total, Ialomita, Anul 2005, Tone, 1572
Mere, Total, Ialomita, Anul 2006, Tone, 591
Mere, Total, Ialomita, Anul 2007, Tone, 38
Mere, Total, Ialomita, Anul 2008, Tone, 112
Mere, Total, Ialomita, Anul 2009, Tone, 114
Mere, Total, Ialomita, Anul 2010, Tone, 119
Mere, Total, Ialomita, Anul 2011, Tone, 179
Mere, Total, Ialomita, Anul 2012, Tone, 148
Mere, Total, Ialomita, Anul 2013, Tone, 287
Mere, Total, Ialomita, Anul 2014, Tone, 208
Mere, Total, Ialomita, Anul 2015, Tone, 178
Mere, Total, Ialomita, Anul 2016, Tone, 181
Mere, Total, Ialomita, Anul 2017, Tone, 164
Mere, Total, Ialomita, Anul 2018, Tone, 236
Mere, Total, Ialomita, Anul 2019, Tone, 263
Mere, Total, Ialomita, Anul 2020, Tone, 241
Mere, Total, Ialomita, Anul 2021, Tone, 176
Mere, Total, Ialomita, Anul 2022, Tone, 160
Mere, Total, Ialomita, Anul 2023, Tone, 476
Mere, Total, Ialomita, Anul 2024, Tone, 253
Mere, Total, Prahova, Anul 2000, Tone, 11095
Mere, Total, Prahova, Anul 2001, Tone, 12734
Mere, Total, Prahova, Anul 2002, Tone, 6923
Mere, Total, Prahova, Anul 2003, Tone, 31648
Mere, Total, Prahova, Anul 2004, Tone, 18705
Mere, Total, Prahova, Anul 2005, Tone, 20446
Mere, Total, Prahova, Anul 2006, Tone, 13243
Mere, Total, Prahova, Anul 2007, Tone, 21963
Mere, Total, Prahova, Anul 2008, Tone, 9848
Mere, Total, Prahova, Anul 2009, Tone, 9616
Mere, Total, Prahova, Anul 2010, Tone, 11717
Mere, Total, Prahova, Anul 2011, Tone, 15288
Mere, Total, Prahova, Anul 2012, Tone, 12500
Mere, Total, Prahova, Anul 2013, Tone, 13175
Mere, Total, Prahova, Anul 2014, Tone, 13712
Mere, Total, Prahova, Anul 2015, Tone, 14366
Mere, Total, Prahova, Anul 2016, Tone, 10966
Mere, Total, Prahova, Anul 2017, Tone, 7801
Mere, Total, Prahova, Anul 2018, Tone, 30041
Mere, Total, Prahova, Anul 2019, Tone, 19340
Mere, Total, Prahova, Anul 2020, Tone, 18085
Mere, Total, Prahova, Anul 2021, Tone, 19565
Mere, Total, Prahova, Anul 2022, Tone, 18263
Mere, Total, Prahova, Anul 2023, Tone, 18735
Mere, Total, Prahova, Anul 2024, Tone, 9951
Mere, Total, Teleorman, Anul 2000, Tone, 1356
Mere, Total, Teleorman, Anul 2001, Tone, 1769
Mere, Total, Teleorman, Anul 2002, Tone, 1223
Mere, Total, Teleorman, Anul 2003, Tone, 1413
Mere, Total, Teleorman, Anul 2004, Tone, 2173
Mere, Total, Teleorman, Anul 2005, Tone, 2183
Mere, Total, Teleorman, Anul 2006, Tone, 1140
Mere, Total, Teleorman, Anul 2007, Tone, 537
Mere, Total, Teleorman, Anul 2008, Tone, 579
Mere, Total, Teleorman, Anul 2009, Tone, 592
Mere, Total, Teleorman, Anul 2010, Tone, 715
Mere, Total, Teleorman, Anul 2011, Tone, 1127
Mere, Total, Teleorman, Anul 2012, Tone, 643
Mere, Total, Teleorman, Anul 2013, Tone, 857
Mere, Total, Teleorman, Anul 2014, Tone, 1054
Mere, Total, Teleorman, Anul 2015, Tone, 1156
