Categorii de fructe, Forme de proprietate, Macroregiuni  regiuni de dezvoltare si judete, Ani, UM: Kg/ pom, Valoare
Pere, Total, Salaj, Anul 2016, Kilograme, 13
Pere, Total, Salaj, Anul 2017, Kilograme, 15
Pere, Total, Salaj, Anul 2018, Kilograme, 17
Pere, Total, Salaj, Anul 2019, Kilograme, 16
Pere, Total, Salaj, Anul 2020, Kilograme, 15
Pere, Total, Salaj, Anul 2021, Kilograme, 14
Pere, Total, Salaj, Anul 2022, Kilograme, 12
Pere, Total, Salaj, Anul 2023, Kilograme, 11
Pere, Total, Salaj, Anul 2024, Kilograme, 11
Pere, Total, Alba, Anul 2000, Kilograme, 17
Pere, Total, Alba, Anul 2001, Kilograme, 17
Pere, Total, Alba, Anul 2002, Kilograme, 16
Pere, Total, Alba, Anul 2003, Kilograme, 31
Pere, Total, Alba, Anul 2004, Kilograme, 10
Pere, Total, Alba, Anul 2005, Kilograme, 10
Pere, Total, Alba, Anul 2006, Kilograme, 14
Pere, Total, Alba, Anul 2007, Kilograme, 25
Pere, Total, Alba, Anul 2008, Kilograme, 16
Pere, Total, Alba, Anul 2009, Kilograme, 17
Pere, Total, Alba, Anul 2010, Kilograme, 14
Pere, Total, Alba, Anul 2011, Kilograme, 15
Pere, Total, Alba, Anul 2012, Kilograme, 11
Pere, Total, Alba, Anul 2013, Kilograme, 12
Pere, Total, Alba, Anul 2014, Kilograme, 17
Pere, Total, Alba, Anul 2015, Kilograme, 13
Pere, Total, Alba, Anul 2016, Kilograme, 14
Pere, Total, Alba, Anul 2017, Kilograme, 17
Pere, Total, Alba, Anul 2018, Kilograme, 17
Pere, Total, Alba, Anul 2019, Kilograme, 13
Pere, Total, Alba, Anul 2020, Kilograme, 14
Pere, Total, Alba, Anul 2021, Kilograme, 10
Pere, Total, Alba, Anul 2022, Kilograme, 10
Pere, Total, Alba, Anul 2023, Kilograme, 11
Pere, Total, Alba, Anul 2024, Kilograme, 8
Pere, Total, Brasov, Anul 2000, Kilograme, 10
Pere, Total, Brasov, Anul 2001, Kilograme, 11
Pere, Total, Brasov, Anul 2002, Kilograme, 18
Pere, Total, Brasov, Anul 2003, Kilograme, 14
Pere, Total, Brasov, Anul 2005, Kilograme, 17
Pere, Total, Brasov, Anul 2006, Kilograme, 9
Pere, Total, Brasov, Anul 2007, Kilograme, 8
Pere, Total, Brasov, Anul 2008, Kilograme, 9
Pere, Total, Brasov, Anul 2009, Kilograme, 13
Pere, Total, Brasov, Anul 2010, Kilograme, 11
Pere, Total, Brasov, Anul 2011, Kilograme, 11
Pere, Total, Brasov, Anul 2012, Kilograme, 10
Pere, Total, Brasov, Anul 2013, Kilograme, 13
Pere, Total, Brasov, Anul 2014, Kilograme, 13
Pere, Total, Brasov, Anul 2015, Kilograme, 12
Pere, Total, Brasov, Anul 2016, Kilograme, 13
Pere, Total, Brasov, Anul 2017, Kilograme, 12
Pere, Total, Brasov, Anul 2018, Kilograme, 12
Pere, Total, Brasov, Anul 2019, Kilograme, 10
Pere, Total, Brasov, Anul 2020, Kilograme, 9
Pere, Total, Brasov, Anul 2021, Kilograme, 10
Pere, Total, Brasov, Anul 2022, Kilograme, 8
Pere, Total, Brasov, Anul 2023, Kilograme, 5
Pere, Total, Brasov, Anul 2024, Kilograme, 8
Pere, Total, Covasna, Anul 2000, Kilograme, 11
Pere, Total, Covasna, Anul 2001, Kilograme, 14
Pere, Total, Covasna, Anul 2002, Kilograme, 23
Pere, Total, Covasna, Anul 2003, Kilograme, 28
Pere, Total, Covasna, Anul 2005, Kilograme, 15
Pere, Total, Covasna, Anul 2006, Kilograme, 11
Pere, Total, Covasna, Anul 2007, Kilograme, 13
Pere, Total, Covasna, Anul 2008, Kilograme, 12
Pere, Total, Covasna, Anul 2009, Kilograme, 13
Pere, Total, Covasna, Anul 2010, Kilograme, 16
Pere, Total, Covasna, Anul 2011, Kilograme, 17
Pere, Total, Covasna, Anul 2012, Kilograme, 14
Pere, Total, Covasna, Anul 2013, Kilograme, 16
Pere, Total, Covasna, Anul 2014, Kilograme, 13
Pere, Total, Covasna, Anul 2015, Kilograme, 11
Pere, Total, Covasna, Anul 2016, Kilograme, 12
Pere, Total, Covasna, Anul 2017, Kilograme, 12
Pere, Total, Covasna, Anul 2018, Kilograme, 13
Pere, Total, Covasna, Anul 2019, Kilograme, 12
Pere, Total, Covasna, Anul 2020, Kilograme, 11
Pere, Total, Covasna, Anul 2021, Kilograme, 13
Pere, Total, Covasna, Anul 2022, Kilograme, 10
Pere, Total, Covasna, Anul 2023, Kilograme, 10
Pere, Total, Covasna, Anul 2024, Kilograme, 10
Pere, Total, Harghita, Anul 2000, Kilograme, 12
Pere, Total, Harghita, Anul 2001, Kilograme, 22
Pere, Total, Harghita, Anul 2002, Kilograme, 12
Pere, Total, Harghita, Anul 2003, Kilograme, 14
Pere, Total, Harghita, Anul 2005, Kilograme, 13
Pere, Total, Harghita, Anul 2006, Kilograme, 11
Pere, Total, Harghita, Anul 2007, Kilograme, 15
Pere, Total, Harghita, Anul 2008, Kilograme, 15
Pere, Total, Harghita, Anul 2009, Kilograme, 16
Pere, Total, Harghita, Anul 2010, Kilograme, 11
Pere, Total, Harghita, Anul 2011, Kilograme, 12
Pere, Total, Harghita, Anul 2012, Kilograme, 12
Pere, Total, Harghita, Anul 2013, Kilograme, 17
Pere, Total, Harghita, Anul 2014, Kilograme, 13
Pere, Total, Harghita, Anul 2015, Kilograme, 10
Pere, Total, Harghita, Anul 2016, Kilograme, 11
Pere, Total, Harghita, Anul 2017, Kilograme, 10
Pere, Total, Harghita, Anul 2018, Kilograme, 11
Pere, Total, Harghita, Anul 2019, Kilograme, 10
Pere, Total, Harghita, Anul 2020, Kilograme, 10
Pere, Total, Harghita, Anul 2021, Kilograme, 11
Pere, Total, Harghita, Anul 2022, Kilograme, 10
Pere, Total, Harghita, Anul 2023, Kilograme, 10
Pere, Total, Harghita, Anul 2024, Kilograme, 10
Pere, Total, Mures, Anul 2000, Kilograme, 19
Pere, Total, Mures, Anul 2001, Kilograme, 14
Pere, Total, Mures, Anul 2002, Kilograme, 20
Pere, Total, Mures, Anul 2003, Kilograme, 29
Pere, Total, Mures, Anul 2004, Kilograme, 22
Pere, Total, Mures, Anul 2005, Kilograme, 26
Pere, Total, Mures, Anul 2006, Kilograme, 13
Pere, Total, Mures, Anul 2007, Kilograme, 6
Pere, Total, Mures, Anul 2008, Kilograme, 19
Pere, Total, Mures, Anul 2009, Kilograme, 12
Pere, Total, Mures, Anul 2010, Kilograme, 11
Pere, Total, Mures, Anul 2011, Kilograme, 12
Pere, Total, Mures, Anul 2012, Kilograme, 8
Pere, Total, Mures, Anul 2013, Kilograme, 10
Pere, Total, Mures, Anul 2014, Kilograme, 10
Pere, Total, Mures, Anul 2015, Kilograme, 15
Pere, Total, Mures, Anul 2016, Kilograme, 18
Pere, Total, Mures, Anul 2017, Kilograme, 16
Pere, Total, Mures, Anul 2018, Kilograme, 17
Pere, Total, Mures, Anul 2019, Kilograme, 13
Pere, Total, Mures, Anul 2020, Kilograme, 12
Pere, Total, Mures, Anul 2021, Kilograme, 13
Pere, Total, Mures, Anul 2022, Kilograme, 14
Pere, Total, Mures, Anul 2023, Kilograme, 13
Pere, Total, Mures, Anul 2024, Kilograme, 12
Pere, Total, Sibiu, Anul 2000, Kilograme, 16
Pere, Total, Sibiu, Anul 2001, Kilograme, 21
Pere, Total, Sibiu, Anul 2002, Kilograme, 23
Pere, Total, Sibiu, Anul 2003, Kilograme, 30
Pere, Total, Sibiu, Anul 2004, Kilograme, 3
Pere, Total, Sibiu, Anul 2005, Kilograme, 26
Pere, Total, Sibiu, Anul 2006, Kilograme, 17
Pere, Total, Sibiu, Anul 2007, Kilograme, 11
Pere, Total, Sibiu, Anul 2008, Kilograme, 8
Pere, Total, Sibiu, Anul 2009, Kilograme, 8
Pere, Total, Sibiu, Anul 2010, Kilograme, 8
Pere, Total, Sibiu, Anul 2011, Kilograme, 12
Pere, Total, Sibiu, Anul 2012, Kilograme, 9
Pere, Total, Sibiu, Anul 2013, Kilograme, 11
Pere, Total, Sibiu, Anul 2014, Kilograme, 10
Pere, Total, Sibiu, Anul 2015, Kilograme, 6
Pere, Total, Sibiu, Anul 2016, Kilograme, 6
Pere, Total, Sibiu, Anul 2017, Kilograme, 8
Pere, Total, Sibiu, Anul 2018, Kilograme, 6
Pere, Total, Sibiu, Anul 2019, Kilograme, 9
Pere, Total, Sibiu, Anul 2020, Kilograme, 7
Pere, Total, Sibiu, Anul 2021, Kilograme, 12
Pere, Total, Sibiu, Anul 2022, Kilograme, 5
Pere, Total, Sibiu, Anul 2023, Kilograme, 5
Pere, Total, Sibiu, Anul 2024, Kilograme, 8
Pere, Total, Bacau, Anul 2000, Kilograme, 17
Pere, Total, Bacau, Anul 2001, Kilograme, 18
Pere, Total, Bacau, Anul 2002, Kilograme, 19
Pere, Total, Bacau, Anul 2003, Kilograme, 26
Pere, Total, Bacau, Anul 2004, Kilograme, 4
Pere, Total, Bacau, Anul 2005, Kilograme, 25
Pere, Total, Bacau, Anul 2006, Kilograme, 21
Pere, Total, Bacau, Anul 2007, Kilograme, 19
Pere, Total, Bacau, Anul 2008, Kilograme, 21
Pere, Total, Bacau, Anul 2009, Kilograme, 24
Pere, Total, Bacau, Anul 2010, Kilograme, 17
Pere, Total, Bacau, Anul 2011, Kilograme, 16
Pere, Total, Bacau, Anul 2012, Kilograme, 17
Pere, Total, Bacau, Anul 2013, Kilograme, 21
Pere, Total, Bacau, Anul 2014, Kilograme, 17
Pere, Total, Bacau, Anul 2015, Kilograme, 12
Pere, Total, Bacau, Anul 2016, Kilograme, 14
Pere, Total, Bacau, Anul 2017, Kilograme, 13
Pere, Total, Bacau, Anul 2018, Kilograme, 14
Pere, Total, Bacau, Anul 2019, Kilograme, 12
Pere, Total, Bacau, Anul 2020, Kilograme, 13
Pere, Total, Bacau, Anul 2021, Kilograme, 16
Pere, Total, Bacau, Anul 2022, Kilograme, 18
Pere, Total, Bacau, Anul 2023, Kilograme, 15
Pere, Total, Bacau, Anul 2024, Kilograme, 14
Pere, Total, Botosani, Anul 2000, Kilograme, 16
Pere, Total, Botosani, Anul 2001, Kilograme, 19
Pere, Total, Botosani, Anul 2002, Kilograme, 16
Pere, Total, Botosani, Anul 2003, Kilograme, 18
Pere, Total, Botosani, Anul 2004, Kilograme, 7
Pere, Total, Botosani, Anul 2005, Kilograme, 22
Pere, Total, Botosani, Anul 2006, Kilograme, 15
Pere, Total, Botosani, Anul 2007, Kilograme, 29
Pere, Total, Botosani, Anul 2008, Kilograme, 16
Pere, Total, Botosani, Anul 2009, Kilograme, 20
Pere, Total, Botosani, Anul 2010, Kilograme, 25
Pere, Total, Botosani, Anul 2011, Kilograme, 26
Pere, Total, Botosani, Anul 2012, Kilograme, 20
Pere, Total, Botosani, Anul 2013, Kilograme, 23
Pere, Total, Botosani, Anul 2014, Kilograme, 27
Pere, Total, Botosani, Anul 2015, Kilograme, 21
Pere, Total, Botosani, Anul 2016, Kilograme, 22
Pere, Total, Botosani, Anul 2017, Kilograme, 26
Pere, Total, Botosani, Anul 2018, Kilograme, 26
Pere, Total, Botosani, Anul 2019, Kilograme, 19
Pere, Total, Botosani, Anul 2020, Kilograme, 18
Pere, Total, Botosani, Anul 2021, Kilograme, 19
Pere, Total, Botosani, Anul 2022, Kilograme, 15
Pere, Total, Botosani, Anul 2023, Kilograme, 15
Pere, Total, Botosani, Anul 2024, Kilograme, 13
Pere, Total, Iasi, Anul 2000, Kilograme, 23
Pere, Total, Iasi, Anul 2001, Kilograme, 15
Pere, Total, Iasi, Anul 2002, Kilograme, 18
Pere, Total, Iasi, Anul 2003, Kilograme, 18
Pere, Total, Iasi, Anul 2004, Kilograme, 2
Pere, Total, Iasi, Anul 2005, Kilograme, 25
Pere, Total, Iasi, Anul 2006, Kilograme, 15
Pere, Total, Iasi, Anul 2007, Kilograme, 18
Pere, Total, Iasi, Anul 2008, Kilograme, 25
Pere, Total, Iasi, Anul 2009, Kilograme, 19
Pere, Total, Iasi, Anul 2010, Kilograme, 18
Pere, Total, Iasi, Anul 2011, Kilograme, 22
Pere, Total, Iasi, Anul 2012, Kilograme, 14
Pere, Total, Iasi, Anul 2013, Kilograme, 16
Pere, Total, Iasi, Anul 2014, Kilograme, 15
Pere, Total, Iasi, Anul 2015, Kilograme, 13
Pere, Total, Iasi, Anul 2016, Kilograme, 12
Pere, Total, Iasi, Anul 2017, Kilograme, 13
Pere, Total, Iasi, Anul 2018, Kilograme, 16
Pere, Total, Iasi, Anul 2019, Kilograme, 14
Pere, Total, Iasi, Anul 2020, Kilograme, 14
Pere, Total, Iasi, Anul 2021, Kilograme, 12
Pere, Total, Iasi, Anul 2022, Kilograme, 8
Pere, Total, Iasi, Anul 2023, Kilograme, 9
Pere, Total, Iasi, Anul 2024, Kilograme, 10
Pere, Total, Neamt, Anul 2000, Kilograme, 23
Pere, Total, Neamt, Anul 2001, Kilograme, 24
Pere, Total, Neamt, Anul 2002, Kilograme, 21
Pere, Total, Neamt, Anul 2003, Kilograme, 22
Pere, Total, Neamt, Anul 2004, Kilograme, 5
Pere, Total, Neamt, Anul 2005, Kilograme, 21
Pere, Total, Neamt, Anul 2006, Kilograme, 21
Pere, Total, Neamt, Anul 2007, Kilograme, 17
Pere, Total, Neamt, Anul 2008, Kilograme, 18
Pere, Total, Neamt, Anul 2009, Kilograme, 21
Pere, Total, Neamt, Anul 2010, Kilograme, 17
Pere, Total, Neamt, Anul 2011, Kilograme, 23
Pere, Total, Neamt, Anul 2012, Kilograme, 18
Pere, Total, Neamt, Anul 2013, Kilograme, 21
Pere, Total, Neamt, Anul 2014, Kilograme, 20
Pere, Total, Neamt, Anul 2015, Kilograme, 12
Pere, Total, Neamt, Anul 2016, Kilograme, 13
Pere, Total, Neamt, Anul 2017, Kilograme, 15
Pere, Total, Neamt, Anul 2018, Kilograme, 16
Pere, Total, Neamt, Anul 2019, Kilograme, 13
Pere, Total, Neamt, Anul 2020, Kilograme, 12
Pere, Total, Neamt, Anul 2021, Kilograme, 12
Pere, Total, Neamt, Anul 2022, Kilograme, 10
Pere, Total, Neamt, Anul 2023, Kilograme, 10
Pere, Total, Neamt, Anul 2024, Kilograme, 10
Pere, Total, Suceava, Anul 2000, Kilograme, 21
Pere, Total, Suceava, Anul 2001, Kilograme, 28
Pere, Total, Suceava, Anul 2002, Kilograme, 22
Pere, Total, Suceava, Anul 2003, Kilograme, 29
Pere, Total, Suceava, Anul 2004, Kilograme, 52
Pere, Total, Suceava, Anul 2005, Kilograme, 27
Pere, Total, Suceava, Anul 2006, Kilograme, 23
Pere, Total, Suceava, Anul 2007, Kilograme, 15
Pere, Total, Suceava, Anul 2008, Kilograme, 20
Pere, Total, Suceava, Anul 2009, Kilograme, 22
Pere, Total, Suceava, Anul 2010, Kilograme, 20
Pere, Total, Suceava, Anul 2011, Kilograme, 22
Pere, Total, Suceava, Anul 2012, Kilograme, 16
Pere, Total, Suceava, Anul 2013, Kilograme, 19
Pere, Total, Suceava, Anul 2014, Kilograme, 18
Pere, Total, Suceava, Anul 2015, Kilograme, 15
Pere, Total, Suceava, Anul 2016, Kilograme, 16
Pere, Total, Suceava, Anul 2017, Kilograme, 17
Pere, Total, Suceava, Anul 2018, Kilograme, 18
Pere, Total, Suceava, Anul 2019, Kilograme, 16
Pere, Total, Suceava, Anul 2020, Kilograme, 16
Pere, Total, Suceava, Anul 2021, Kilograme, 24
Pere, Total, Suceava, Anul 2022, Kilograme, 19
Pere, Total, Suceava, Anul 2023, Kilograme, 19
Pere, Total, Suceava, Anul 2024, Kilograme, 19
Pere, Total, Vaslui, Anul 2000, Kilograme, 14
Pere, Total, Vaslui, Anul 2001, Kilograme, 14
Pere, Total, Vaslui, Anul 2002, Kilograme, 13
Pere, Total, Vaslui, Anul 2003, Kilograme, 19
Pere, Total, Vaslui, Anul 2004, Kilograme, 1
Pere, Total, Vaslui, Anul 2005, Kilograme, 19
Pere, Total, Vaslui, Anul 2006, Kilograme, 16
Pere, Total, Vaslui, Anul 2007, Kilograme, 20
Pere, Total, Vaslui, Anul 2008, Kilograme, 28
Pere, Total, Vaslui, Anul 2009, Kilograme, 29
Pere, Total, Vaslui, Anul 2010, Kilograme, 21
Pere, Total, Vaslui, Anul 2011, Kilograme, 20
Pere, Total, Vaslui, Anul 2012, Kilograme, 17
Pere, Total, Vaslui, Anul 2013, Kilograme, 20
Pere, Total, Vaslui, Anul 2014, Kilograme, 19
Pere, Total, Vaslui, Anul 2015, Kilograme, 12
Pere, Total, Vaslui, Anul 2016, Kilograme, 14
Pere, Total, Vaslui, Anul 2017, Kilograme, 14
Pere, Total, Vaslui, Anul 2018, Kilograme, 15
Pere, Total, Vaslui, Anul 2019, Kilograme, 13
Pere, Total, Vaslui, Anul 2020, Kilograme, 11
Pere, Total, Vaslui, Anul 2021, Kilograme, 11
Pere, Total, Vaslui, Anul 2022, Kilograme, 10
Pere, Total, Vaslui, Anul 2023, Kilograme, 10
Pere, Total, Vaslui, Anul 2024, Kilograme, 10
Pere, Total, Regiunea SUD-EST, Anul 2000, Kilograme, 13
Pere, Total, Regiunea SUD-EST, Anul 2001, Kilograme, 17
Pere, Total, Regiunea SUD-EST, Anul 2002, Kilograme, 13
Pere, Total, Regiunea SUD-EST, Anul 2003, Kilograme, 22
Pere, Total, Regiunea SUD-EST, Anul 2004, Kilograme, 3
Pere, Total, Regiunea SUD-EST, Anul 2005, Kilograme, 21
Pere, Total, Regiunea SUD-EST, Anul 2006, Kilograme, 17
Pere, Total, Regiunea SUD-EST, Anul 2007, Kilograme, 20
Pere, Total, Regiunea SUD-EST, Anul 2008, Kilograme, 14
Pere, Total, Regiunea SUD-EST, Anul 2009, Kilograme, 16
Pere, Total, Regiunea SUD-EST, Anul 2010, Kilograme, 18
Pere, Total, Regiunea SUD-EST, Anul 2011, Kilograme, 17
Pere, Total, Regiunea SUD-EST, Anul 2012, Kilograme, 17
Pere, Total, Regiunea SUD-EST, Anul 2013, Kilograme, 20
Pere, Total, Regiunea SUD-EST, Anul 2014, Kilograme, 22
Pere, Total, Regiunea SUD-EST, Anul 2015, Kilograme, 17
Pere, Total, Regiunea SUD-EST, Anul 2016, Kilograme, 18
Pere, Total, Regiunea SUD-EST, Anul 2017, Kilograme, 14
Pere, Total, Regiunea SUD-EST, Anul 2018, Kilograme, 18
Pere, Total, Regiunea SUD-EST, Anul 2019, Kilograme, 16
Pere, Total, Regiunea SUD-EST, Anul 2020, Kilograme, 15
Pere, Total, Regiunea SUD-EST, Anul 2021, Kilograme, 15
Pere, Total, Regiunea SUD-EST, Anul 2022, Kilograme, 13
Pere, Total, Regiunea SUD-EST, Anul 2023, Kilograme, 13
Pere, Total, Regiunea SUD-EST, Anul 2024, Kilograme, 12
Pere, Total, Braila, Anul 2000, Kilograme, 7
Pere, Total, Braila, Anul 2001, Kilograme, 11
Pere, Total, Braila, Anul 2002, Kilograme, 8
Pere, Total, Braila, Anul 2003, Kilograme, 20
Pere, Total, Braila, Anul 2004, Kilograme, 11
Pere, Total, Braila, Anul 2005, Kilograme, 12
Pere, Total, Braila, Anul 2006, Kilograme, 27
Pere, Total, Braila, Anul 2007, Kilograme, 18
Pere, Total, Braila, Anul 2008, Kilograme, 11
Pere, Total, Braila, Anul 2009, Kilograme, 13
Pere, Total, Braila, Anul 2010, Kilograme, 12
Pere, Total, Braila, Anul 2011, Kilograme, 15
Pere, Total, Braila, Anul 2012, Kilograme, 15
Pere, Total, Braila, Anul 2013, Kilograme, 24
Pere, Total, Braila, Anul 2014, Kilograme, 24
Pere, Total, Braila, Anul 2015, Kilograme, 19
Pere, Total, Braila, Anul 2016, Kilograme, 21
Pere, Total, Braila, Anul 2017, Kilograme, 14
Pere, Total, Braila, Anul 2018, Kilograme, 15
Pere, Total, Braila, Anul 2019, Kilograme, 12
Pere, Total, Braila, Anul 2020, Kilograme, 10
Pere, Total, Braila, Anul 2021, Kilograme, 10
Pere, Total, Braila, Anul 2022, Kilograme, 11
Pere, Total, Braila, Anul 2023, Kilograme, 11
Pere, Total, Braila, Anul 2024, Kilograme, 11
Pere, Total, Buzau, Anul 2000, Kilograme, 18
Pere, Total, Buzau, Anul 2001, Kilograme, 21
Pere, Total, Buzau, Anul 2002, Kilograme, 10
Pere, Total, Buzau, Anul 2003, Kilograme, 31
Pere, Total, Buzau, Anul 2004, Kilograme, 2
Pere, Total, Buzau, Anul 2005, Kilograme, 31
Pere, Total, Buzau, Anul 2006, Kilograme, 17
Pere, Total, Buzau, Anul 2007, Kilograme, 22
Pere, Total, Buzau, Anul 2008, Kilograme, 9
Pere, Total, Buzau, Anul 2009, Kilograme, 13
Pere, Total, Buzau, Anul 2010, Kilograme, 17
Pere, Total, Buzau, Anul 2011, Kilograme, 15
Pere, Total, Buzau, Anul 2012, Kilograme, 17
Pere, Total, Buzau, Anul 2013, Kilograme, 21
Pere, Total, Buzau, Anul 2014, Kilograme, 20
Pere, Total, Buzau, Anul 2015, Kilograme, 17
Pere, Total, Buzau, Anul 2016, Kilograme, 19
Pere, Total, Buzau, Anul 2017, Kilograme, 13
Pere, Total, Buzau, Anul 2018, Kilograme, 17
Pere, Total, Buzau, Anul 2019, Kilograme, 15
Pere, Total, Buzau, Anul 2020, Kilograme, 14
Pere, Total, Buzau, Anul 2021, Kilograme, 15
Pere, Total, Buzau, Anul 2022, Kilograme, 13
Pere, Total, Buzau, Anul 2023, Kilograme, 13
Pere, Total, Buzau, Anul 2024, Kilograme, 11
Pere, Total, Constanta, Anul 2000, Kilograme, 14
Pere, Total, Constanta, Anul 2001, Kilograme, 12
Pere, Total, Constanta, Anul 2002, Kilograme, 10
Pere, Total, Constanta, Anul 2003, Kilograme, 16
Pere, Total, Constanta, Anul 2004, Kilograme, 2
Pere, Total, Constanta, Anul 2005, Kilograme, 12
Pere, Total, Constanta, Anul 2006, Kilograme, 13
Pere, Total, Constanta, Anul 2007, Kilograme, 1
Pere, Total, Constanta, Anul 2008, Kilograme, 2
Pere, Total, Constanta, Anul 2009, Kilograme, 5
Pere, Total, Constanta, Anul 2010, Kilograme, 5
Pere, Total, Constanta, Anul 2011, Kilograme, 13
Pere, Total, Constanta, Anul 2012, Kilograme, 12
Pere, Total, Constanta, Anul 2013, Kilograme, 15
Pere, Total, Constanta, Anul 2014, Kilograme, 20
Pere, Total, Constanta, Anul 2015, Kilograme, 18
Pere, Total, Constanta, Anul 2016, Kilograme, 20
Pere, Total, Constanta, Anul 2017, Kilograme, 18
Pere, Total, Constanta, Anul 2018, Kilograme, 20
Pere, Total, Constanta, Anul 2019, Kilograme, 16
Pere, Total, Constanta, Anul 2020, Kilograme, 14
Pere, Total, Constanta, Anul 2021, Kilograme, 14
Pere, Total, Constanta, Anul 2022, Kilograme, 12
Pere, Total, Constanta, Anul 2023, Kilograme, 12
Pere, Total, Constanta, Anul 2024, Kilograme, 12
Pere, Total, Galati, Anul 2000, Kilograme, 20
Pere, Total, Galati, Anul 2001, Kilograme, 16
Pere, Total, Galati, Anul 2002, Kilograme, 18
Pere, Total, Galati, Anul 2003, Kilograme, 21
Pere, Total, Galati, Anul 2004, Kilograme, 1
Pere, Total, Galati, Anul 2005, Kilograme, 23
Pere, Total, Galati, Anul 2006, Kilograme, 16
Pere, Total, Galati, Anul 2007, Kilograme, 20
Pere, Total, Galati, Anul 2008, Kilograme, 18
Pere, Total, Galati, Anul 2009, Kilograme, 21
Pere, Total, Galati, Anul 2010, Kilograme, 19
Pere, Total, Galati, Anul 2011, Kilograme, 17
Pere, Total, Galati, Anul 2012, Kilograme, 18
Pere, Total, Galati, Anul 2013, Kilograme, 22
Pere, Total, Galati, Anul 2014, Kilograme, 25
Pere, Total, Galati, Anul 2015, Kilograme, 19
Pere, Total, Galati, Anul 2016, Kilograme, 22
Pere, Total, Galati, Anul 2017, Kilograme, 15
Pere, Total, Galati, Anul 2018, Kilograme, 16
Pere, Total, Galati, Anul 2019, Kilograme, 15
Pere, Total, Galati, Anul 2020, Kilograme, 13
Pere, Total, Galati, Anul 2021, Kilograme, 13
Pere, Total, Galati, Anul 2022, Kilograme, 12
Pere, Total, Galati, Anul 2023, Kilograme, 12
Pere, Total, Galati, Anul 2024, Kilograme, 12
Pere, Total, Tulcea, Anul 2001, Kilograme, 14
Pere, Total, Tulcea, Anul 2002, Kilograme, 41
Pere, Total, Tulcea, Anul 2003, Kilograme, 19
Pere, Total, Tulcea, Anul 2004, Kilograme, 1
Pere, Total, Tulcea, Anul 2005, Kilograme, 18
Pere, Total, Tulcea, Anul 2006, Kilograme, 18
Pere, Total, Tulcea, Anul 2007, Kilograme, 14
Pere, Total, Tulcea, Anul 2008, Kilograme, 12
Pere, Total, Tulcea, Anul 2009, Kilograme, 18
Pere, Total, Tulcea, Anul 2010, Kilograme, 25
Pere, Total, Tulcea, Anul 2011, Kilograme, 18
Pere, Total, Tulcea, Anul 2012, Kilograme, 19
Pere, Total, Tulcea, Anul 2013, Kilograme, 23
Pere, Total, Tulcea, Anul 2014, Kilograme, 22
Pere, Total, Tulcea, Anul 2015, Kilograme, 15
Pere, Total, Tulcea, Anul 2016, Kilograme, 17
Pere, Total, Tulcea, Anul 2017, Kilograme, 27
Pere, Total, Tulcea, Anul 2018, Kilograme, 28
Pere, Total, Tulcea, Anul 2019, Kilograme, 23
Pere, Total, Tulcea, Anul 2020, Kilograme, 21
Pere, Total, Tulcea, Anul 2021, Kilograme, 21
Pere, Total, Tulcea, Anul 2022, Kilograme, 18
Pere, Total, Tulcea, Anul 2023, Kilograme, 17
Pere, Total, Tulcea, Anul 2024, Kilograme, 17
Pere, Total, Vrancea, Anul 2000, Kilograme, 13
Pere, Total, Vrancea, Anul 2001, Kilograme, 19
Pere, Total, Vrancea, Anul 2002, Kilograme, 12
Pere, Total, Vrancea, Anul 2003, Kilograme, 19
Pere, Total, Vrancea, Anul 2004, Kilograme, 3
Pere, Total, Vrancea, Anul 2005, Kilograme, 21
Pere, Total, Vrancea, Anul 2006, Kilograme, 18
Pere, Total, Vrancea, Anul 2007, Kilograme, 17
Pere, Total, Vrancea, Anul 2008, Kilograme, 25
Pere, Total, Vrancea, Anul 2009, Kilograme, 24
Pere, Total, Vrancea, Anul 2010, Kilograme, 22
Pere, Total, Vrancea, Anul 2011, Kilograme, 24
Pere, Total, Vrancea, Anul 2012, Kilograme, 16
Pere, Total, Vrancea, Anul 2013, Kilograme, 16
Pere, Total, Vrancea, Anul 2014, Kilograme, 25
Pere, Total, Vrancea, Anul 2015, Kilograme, 18
Pere, Total, Vrancea, Anul 2016, Kilograme, 12
Pere, Total, Vrancea, Anul 2017, Kilograme, 12
Pere, Total, Vrancea, Anul 2018, Kilograme, 19
Pere, Total, Vrancea, Anul 2019, Kilograme, 18
Pere, Total, Vrancea, Anul 2020, Kilograme, 17
Pere, Total, Vrancea, Anul 2021, Kilograme, 17
Pere, Total, Vrancea, Anul 2022, Kilograme, 14
Pere, Total, Vrancea, Anul 2023, Kilograme, 14
Pere, Total, Vrancea, Anul 2024, Kilograme, 13
Pere, Total, Arges, Anul 2000, Kilograme, 26
Pere, Total, Arges, Anul 2001, Kilograme, 24
