Area,Year,Area harvested,Production,Yield,Temp_Medie_An,Precip_Tot_An,Zile_Inghet_An,Temp_Max_primavara_critica,Precip_primavara_critica,Inghet_primavara_critica,Umid_Sol_primavara_critica,Temp_Max_vara_crestere,Precip_vara_crestere,Inghet_vara_crestere,Umid_Sol_vara_crestere
Nepal,2016,5625.0,41011.0,72908.0,5.68,1684.4,148.0,18.03,209.7,37.0,0.531,16.91,1008.1,0.0,0.855
Nepal,2017,3707.0,19850.0,53547.0,5.21,1673.7,171.0,14.62,436.0,54.0,0.636,17.56,842.8,0.0,0.849
Nepal,2018,4133.0,28895.0,69913.0,4.96,1352.9,182.0,15.85,456.9,52.0,0.598,16.9,822.4,0.0,0.899
Nepal,2019,4349.0,31386.0,72168.0,4.49,1748.4,161.0,14.72,337.5,50.0,0.604,16.99,849.5,0.0,0.867
Netherlands,2005,9737.0,359000.0,368697.0,10.3,770.8,50.0,28.91,184.0,10.0,0.635,31.24,219.3,0.0,0.507
Netherlands,2006,9562.0,365000.0,381719.0,10.67,778.0,69.0,24.83,204.7,24.0,0.6,32.88,233.0,0.0,0.469
Netherlands,2007,9400.0,391000.0,415957.0,10.78,901.8,30.0,26.53,169.9,2.0,0.648,28.9,288.5,0.0,0.545
Netherlands,2008,9300.0,375000.0,403226.0,10.1,826.0,46.0,25.45,195.2,9.0,0.651,28.84,248.4,0.0,0.518
Netherlands,2009,9129.0,407000.0,445832.0,10.05,761.0,64.0,24.39,139.6,4.0,0.636,31.14,178.0,0.0,0.479
Netherlands,2010,8681.0,334000.0,384748.0,8.48,808.1,99.0,22.94,134.8,13.0,0.646,31.74,254.1,0.0,0.483
Netherlands,2011,8266.0,418000.0,505686.0,10.39,781.8,46.0,25.69,57.7,12.0,0.635,29.77,316.2,0.0,0.509
Netherlands,2012,7948.0,281000.0,353548.0,9.81,891.3,39.0,27.65,156.0,2.0,0.634,31.02,273.8,0.0,0.539
Netherlands,2013,7906.0,314000.0,397167.0,9.21,659.3,83.0,21.88,148.0,34.0,0.681,31.64,149.0,0.0,0.53
Netherlands,2014,7849.0,353000.0,449739.0,11.19,742.8,20.0,24.8,139.9,2.0,0.572,31.82,261.4,0.0,0.475
Netherlands,2015,7600.0,336000.0,442105.0,10.28,848.0,44.0,23.38,130.7,9.0,0.628,30.93,240.3,0.0,0.471
Netherlands,2016,7335.0,317000.0,432175.0,10.2,781.3,56.0,24.85,179.0,14.0,0.694,31.04,238.8,0.0,0.573
Netherlands,2017,6953.0,227000.0,326478.0,10.51,867.1,44.0,28.68,131.6,3.0,0.612,30.01,246.4,0.0,0.477
Netherlands,2018,6600.0,269100.0,407727.0,10.93,658.2,55.0,27.5,207.7,11.0,0.673,33.53,117.2,0.0,0.473
Netherlands,2019,6420.0,273000.0,425234.0,10.96,794.1,42.0,23.8,149.7,6.0,0.564,35.75,184.8,0.0,0.43
New Zealand,2005,10982.0,524000.0,477144.0,12.92,706.9,0.0,21.73,248.0,0.0,0.538,13.82,153.8,0.0,0.705
New Zealand,2006,9720.0,354000.0,364198.0,12.15,1027.4,0.0,20.2,225.7,0.0,0.522,14.63,383.1,0.0,0.814
New Zealand,2007,9247.0,421000.0,455283.0,12.44,676.9,0.0,23.31,119.8,0.0,0.468,15.04,252.8,0.0,0.654
New Zealand,2008,8832.0,446000.0,504982.0,12.69,913.6,0.0,23.48,226.1,0.0,0.517,15.62,389.9,0.0,0.773
New Zealand,2009,9284.0,431000.0,464240.0,11.74,875.7,0.0,21.47,178.2,0.0,0.524,15.05,205.4,0.0,0.703
New Zealand,2010,9380.0,444154.0,473512.0,12.38,960.9,0.0,23.1,180.8,0.0,0.471,14.64,334.8,0.0,0.805
New Zealand,2011,8995.0,439418.0,488514.0,12.34,981.8,0.0,20.38,302.6,0.0,0.575,15.71,238.7,0.0,0.803
New Zealand,2012,8845.0,437107.0,494185.0,12.09,836.2,0.0,18.77,207.2,0.0,0.557,14.6,291.4,0.0,0.738
New Zealand,2013,8884.0,444178.0,499975.0,12.98,960.7,0.0,22.6,239.9,0.0,0.532,14.63,290.5,0.0,0.806
New Zealand,2014,8417.0,490000.0,582155.0,12.42,823.8,0.0,21.69,238.5,0.0,0.53,14.54,198.5,0.0,0.735
New Zealand,2015,9999.0,540000.0,540054.0,12.43,910.9,0.0,22.62,356.1,0.0,0.578,15.86,297.9,0.0,0.864
New Zealand,2016,10129.0,550000.0,542995.0,13.12,1025.9,0.0,23.43,248.4,0.0,0.497,15.6,265.0,0.0,0.777
New Zealand,2017,8615.0,470000.0,545560.0,12.72,1084.2,0.0,22.74,372.3,0.0,0.693,14.46,318.3,0.0,0.877
New Zealand,2018,8594.0,480000.0,558529.0,13.21,1176.5,0.0,22.77,299.6,0.0,0.623,13.84,319.5,0.0,0.852
New Zealand,2019,9760.0,553606.0,567219.0,13.02,933.1,0.0,22.24,253.0,0.0,0.539,15.56,288.7,0.0,0.767
North Macedonia,2005,9781.0,86217.0,88147.0,10.92,637.1,106.0,26.66,132.4,19.0,0.576,38.51,152.4,0.0,0.362
North Macedonia,2006,10841.0,95826.0,88392.0,11.27,631.4,95.0,31.26,144.7,16.0,0.596,39.36,200.9,0.0,0.38
North Macedonia,2007,14000.0,152089.0,108635.0,12.62,640.6,82.0,30.12,151.1,7.0,0.451,42.18,139.0,0.0,0.359
North Macedonia,2008,15000.0,174315.0,116210.0,12.32,571.6,78.0,33.39,160.5,9.0,0.511,38.31,126.9,0.0,0.346
North Macedonia,2009,11952.0,106356.0,88986.0,11.81,810.7,82.0,27.8,207.6,22.0,0.602,39.5,192.2,0.0,0.393
North Macedonia,2010,13650.0,121383.0,88925.0,11.92,823.4,83.0,26.31,178.2,15.0,0.664,37.98,138.2,0.0,0.379
North Macedonia,2011,13164.0,124552.0,94616.0,11.69,435.8,100.0,25.3,138.2,15.0,0.561,37.92,100.4,0.0,0.357
North Macedonia,2012,13465.0,127171.0,94446.0,12.53,614.4,102.0,28.07,203.0,21.0,0.491,40.99,82.1,0.0,0.344
North Macedonia,2013,11926.0,112929.0,94691.0,12.51,607.5,89.0,27.98,175.3,11.0,0.616,37.86,121.1,0.0,0.359
North Macedonia,2014,10957.0,95684.0,87327.0,12.23,877.8,61.0,25.96,244.4,7.0,0.491,36.36,194.7,0.0,0.389
North Macedonia,2015,15451.0,136931.0,88623.0,12.23,682.0,91.0,29.24,160.8,25.0,0.69,38.59,109.6,0.0,0.364
North Macedonia,2016,11097.0,101088.0,91095.0,12.4,616.7,83.0,29.92,201.5,8.0,0.532,37.38,118.2,0.0,0.353
North Macedonia,2017,4762.0,43366.0,91067.0,12.51,533.8,88.0,29.26,140.1,10.0,0.436,40.25,86.9,0.0,0.342
North Macedonia,2018,15408.0,140296.0,91054.0,12.87,582.1,82.0,27.86,168.3,7.0,0.61,35.29,178.2,0.0,0.381
North Macedonia,2019,9744.0,88701.0,91031.0,13.24,518.1,71.0,26.54,138.2,9.0,0.452,38.11,101.2,0.0,0.347
Northern Africa,2005,101656.0,1205858.0,118621.0,22.66,24.4,0.0,43.12,0.6,0.0,0.329,43.55,10.3,0.0,0.327
Northern Africa,2006,104668.0,1367572.0,130658.0,22.52,18.6,0.0,41.88,1.3,0.0,0.33,44.58,0.4,0.0,0.325
Northern Africa,2007,107480.0,1295770.0,120559.0,22.78,15.8,0.0,42.66,5.9,0.0,0.33,43.71,0.3,0.0,0.324
Northern Africa,2008,107941.0,1346020.0,124700.0,22.84,29.1,0.0,41.47,6.8,0.0,0.33,46.53,0.0,0.0,0.324
Northern Africa,2009,108719.0,1328874.0,122230.0,22.98,14.7,0.0,40.43,1.9,0.0,0.33,43.71,0.0,0.0,0.321
Northern Africa,2010,127665.0,1464617.0,114723.0,24.3,5.5,0.0,43.93,1.0,0.0,0.33,46.19,0.0,0.0,0.322
Northern Africa,2011,129026.0,1520829.0,117870.0,22.36,50.9,0.0,41.49,3.4,0.0,0.332,44.58,0.0,0.0,0.324
Northern Africa,2012,124294.0,1555910.0,125180.0,22.37,42.8,1.0,42.37,7.0,0.0,0.33,42.76,1.6,0.0,0.328
Northern Africa,2013,136282.0,1809280.0,132760.0,22.73,27.4,0.0,45.06,10.2,0.0,0.331,43.16,0.1,0.0,0.322
Northern Africa,2014,130345.0,1761599.0,135149.0,22.96,9.7,0.0,44.18,5.3,0.0,0.33,44.62,0.0,0.0,0.321
Northern Africa,2015,134080.0,1925523.0,143610.0,22.29,33.1,2.0,43.03,0.8,0.0,0.33,44.59,1.3,0.0,0.322
Northern Africa,2016,150035.0,1797494.0,119805.0,23.29,12.2,0.0,43.32,3.1,0.0,0.328,44.52,0.9,0.0,0.323
Northern Africa,2017,141428.0,2137844.0,151161.0,22.02,21.6,0.0,40.51,2.3,0.0,0.33,42.86,8.5,0.0,0.326
Northern Africa,2018,138990.0,2021322.0,145429.0,23.68,32.6,0.0,44.58,0.2,0.0,0.33,46.16,1.0,0.0,0.324
Northern Africa,2019,133087.0,2223659.0,167083.0,22.72,15.5,1.0,42.76,8.7,0.0,0.33,44.87,3.2,0.0,0.325
Northern America,2005,168968.0,4799277.0,284035.0,0.83,742.0,206.0,23.04,132.9,63.0,0.51,31.36,341.3,0.0,0.418
Northern America,2006,165544.0,4858592.0,293492.0,1.18,659.4,199.0,26.32,180.9,53.0,0.561,32.02,199.1,0.0,0.412
Northern America,2007,160312.0,4569250.0,285022.0,-0.31,630.8,191.0,21.64,130.7,54.0,0.5,34.93,271.7,0.0,0.388
Northern America,2008,158959.0,4791913.0,301456.0,-1.01,512.9,211.0,20.83,102.4,73.0,0.479,33.36,204.9,0.0,0.366
Northern America,2009,156723.0,4829758.0,308172.0,-0.49,531.6,225.0,21.58,111.6,77.0,0.442,29.85,229.9,2.0,0.386
Northern America,2010,152462.0,4581315.0,300489.0,1.08,660.7,198.0,25.73,200.3,57.0,0.452,28.42,273.5,0.0,0.416
Northern America,2011,150404.0,4701833.0,312614.0,0.68,659.6,211.0,25.34,86.9,70.0,0.443,30.05,375.9,1.0,0.42
Northern America,2012,147562.0,4361605.0,295578.0,0.4,674.2,205.0,22.48,133.6,59.0,0.466,34.98,278.2,0.0,0.377
Northern America,2013,146699.0,5158895.0,351665.0,-1.06,553.2,210.0,22.22,64.2,67.0,0.483,29.87,311.4,0.0,0.414
Northern America,2014,144637.0,5768579.0,398831.0,-1.55,624.4,215.0,26.93,166.2,70.0,0.426,30.71,293.9,1.0,0.433
Northern America,2015,146767.0,4905298.0,334223.0,1.23,532.2,204.0,26.97,107.2,68.0,0.422,32.06,199.5,0.0,0.341
Northern America,2016,148933.0,5632029.0,378159.0,1.37,610.3,205.0,27.87,131.4,60.0,0.484,29.14,248.9,0.0,0.367
Northern America,2017,148432.0,5642752.0,380157.0,0.58,654.3,206.0,21.5,235.6,64.0,0.561,30.84,210.3,0.0,0.442
Northern America,2018,133340.0,5047768.0,378564.0,-1.34,666.3,222.0,29.22,125.8,58.0,0.421,34.63,298.8,0.0,0.4
Northern America,2019,134094.0,5375609.0,400884.0,-1.23,591.0,216.0,24.71,115.8,67.0,0.505,30.93,305.4,0.0,0.42
Northern Europe,2005,50322.0,445148.0,88460.0,6.76,566.8,130.0,16.97,76.3,42.0,0.548,29.02,213.9,0.0,0.39
Northern Europe,2006,51033.0,497653.0,97516.0,7.05,646.0,117.0,16.85,153.0,42.0,0.577,27.79,168.8,0.0,0.385
Northern Europe,2007,45779.0,400735.0,87537.0,7.0,655.1,107.0,18.89,106.2,22.0,0.617,25.28,201.9,0.0,0.395
Northern Europe,2008,42218.0,436015.0,103277.0,7.39,743.8,90.0,20.7,135.7,27.0,0.662,27.37,217.8,0.0,0.394
Northern Europe,2009,41404.0,379995.0,91777.0,6.47,734.2,116.0,21.94,121.2,37.0,0.701,24.36,317.2,0.0,0.501
Northern Europe,2010,40233.0,366321.0,91050.0,4.93,634.8,155.0,18.73,157.5,44.0,0.631,27.56,193.9,0.0,0.428
Northern Europe,2011,40519.0,379729.0,93716.0,7.17,585.8,110.0,20.29,92.9,30.0,0.583,26.07,172.6,0.0,0.375
Northern Europe,2012,42160.0,357355.0,84762.0,6.0,947.6,123.0,21.69,190.9,27.0,0.641,23.37,303.2,0.0,0.493
Northern Europe,2013,41548.0,568706.0,136879.0,6.61,558.9,119.0,18.28,90.8,42.0,0.743,25.24,149.0,0.0,0.434
Northern Europe,2014,40804.0,621591.0,152336.0,7.46,584.8,87.0,20.44,148.9,24.0,0.617,28.45,148.5,0.0,0.385
Northern Europe,2015,39723.0,640322.0,161197.0,7.38,703.6,82.0,14.46,150.8,18.0,0.604,26.28,206.2,0.0,0.439
Northern Europe,2016,39304.0,665503.0,169322.0,6.79,582.0,116.0,20.82,93.6,28.0,0.573,27.61,245.4,0.0,0.383
Northern Europe,2017,40272.0,717196.0,178088.0,6.69,635.2,116.0,22.55,95.9,37.0,0.509,23.1,179.0,0.0,0.358
Northern Europe,2018,35978.0,707298.0,196592.0,7.52,466.7,124.0,24.09,93.2,42.0,0.705,30.39,106.8,0.0,0.351
Northern Europe,2019,35889.0,591693.0,164868.0,7.22,762.5,97.0,18.77,172.0,30.0,0.593,28.14,163.9,0.0,0.387
Norway,2005,1695.0,10928.0,64472.0,1.21,917.7,225.0,11.73,184.7,84.0,0.715,23.54,413.0,5.0,0.706
Norway,2006,1645.0,14960.0,90942.0,1.15,1047.4,213.0,17.27,245.3,78.0,0.732,23.74,299.5,3.0,0.664
Norway,2007,1652.0,10919.0,66096.0,0.72,958.7,244.0,15.44,128.1,81.0,0.754,22.7,508.9,5.0,0.746
Norway,2008,1682.0,16717.0,99388.0,0.54,1021.1,226.0,21.03,264.6,77.0,0.739,26.64,341.8,3.0,0.697
Norway,2009,1704.0,13581.0,79701.0,-0.2,984.7,233.0,18.81,169.2,74.0,0.74,25.27,408.1,5.0,0.698
Norway,2010,1428.0,11491.0,80469.0,-1.93,820.4,241.0,17.57,153.6,82.0,0.735,20.71,383.5,3.0,0.71
Norway,2011,1401.0,8469.0,60450.0,1.14,1136.2,214.0,15.34,150.1,72.0,0.704,20.62,603.3,1.0,0.774
Norway,2012,1396.0,10976.0,78625.0,-0.6,1056.2,248.0,20.56,203.8,81.0,0.757,19.05,449.6,6.0,0.737
Norway,2013,1402.0,9769.0,69679.0,-0.28,996.3,223.0,18.33,290.7,73.0,0.74,21.93,360.9,2.0,0.768
Norway,2014,1373.0,13322.0,97028.0,1.26,1009.0,217.0,16.76,165.2,73.0,0.771,25.0,334.4,1.0,0.682
Norway,2015,1373.0,10800.0,78660.0,0.76,874.9,238.0,10.45,177.6,87.0,0.756,22.45,272.5,12.0,0.671
Norway,2016,1368.0,12522.0,91535.0,0.63,877.3,225.0,19.74,200.9,75.0,0.748,22.11,368.8,0.0,0.697
Norway,2017,1378.0,12664.0,91901.0,0.53,1017.9,218.0,19.22,183.1,73.0,0.708,19.79,358.1,3.0,0.683
Norway,2018,1451.0,14878.0,102536.0,0.74,873.4,213.0,21.91,148.8,62.0,0.761,24.71,270.9,0.0,0.626
Norway,2019,1489.0,15593.0,104721.0,0.62,1110.2,229.0,16.7,254.1,73.0,0.734,23.51,406.1,1.0,0.722
Oceania,2005,31482.0,976650.0,310225.0,25.78,260.2,0.0,41.86,1.8,0.0,0.424,33.26,70.3,0.0,0.459
Oceania,2006,29720.0,655251.0,220475.0,25.4,174.5,0.0,39.47,77.2,0.0,0.44,34.01,12.4,0.0,0.432
Oceania,2007,29247.0,798980.0,273184.0,24.99,273.0,0.0,43.28,26.7,0.0,0.432,30.87,40.5,0.0,0.446
Oceania,2008,25273.0,711481.0,281518.0,25.18,106.8,0.0,39.83,1.0,0.0,0.422,35.77,7.7,0.0,0.428
Oceania,2009,31284.0,726134.0,232110.0,24.52,375.5,0.0,39.77,9.4,0.0,0.445,38.02,0.0,0.0,0.427
Oceania,2010,26172.0,708555.0,270730.0,23.2,473.1,0.0,37.2,74.9,0.0,0.465,35.35,20.9,0.0,0.443
Oceania,2011,27785.0,739196.0,266041.0,23.58,457.1,0.0,36.38,135.6,0.0,0.496,30.31,30.4,0.0,0.448
Oceania,2012,26901.0,726171.0,269942.0,24.32,278.8,0.0,38.97,84.8,0.0,0.457,34.09,31.6,0.0,0.442
Oceania,2013,26899.0,733056.0,272522.0,26.23,104.2,0.0,39.82,39.0,0.0,0.431,35.69,0.0,0.0,0.427
Oceania,2014,25121.0,756771.0,301250.0,25.32,230.7,0.0,39.25,15.3,0.0,0.447,29.67,8.6,0.0,0.43
Oceania,2015,28507.0,835196.0,292979.0,25.35,115.2,0.0,44.45,6.5,0.0,0.423,35.75,3.4,0.0,0.427
Oceania,2016,29462.0,858298.0,291324.0,25.87,148.7,0.0,42.12,17.8,0.0,0.426,35.27,29.9,0.0,0.436
Oceania,2017,28283.0,783730.0,277103.0,26.46,73.5,0.0,42.01,9.1,0.0,0.423,33.67,3.2,0.0,0.423
Oceania,2018,25412.0,748355.0,294489.0,25.88,98.8,0.0,39.39,75.0,0.0,0.446,34.34,3.2,0.0,0.426
Oceania,2019,26372.0,818756.0,310464.0,25.37,111.0,0.0,43.31,44.4,0.0,0.437,31.78,1.0,0.0,0.427
Pakistan,2005,112000.0,351232.0,31360.0,18.73,176.3,42.0,35.81,66.8,0.0,0.478,42.79,65.0,0.0,0.461
Pakistan,2006,112600.0,348440.0,30945.0,19.84,206.4,25.0,40.61,25.4,0.0,0.461,42.31,104.1,0.0,0.466
Pakistan,2007,113000.0,441575.0,39077.0,19.29,258.1,40.0,39.18,42.1,5.0,0.488,43.17,142.9,0.0,0.487
Pakistan,2008,113100.0,441062.0,38998.0,19.45,194.7,41.0,39.19,11.7,0.0,0.458,40.47,134.8,0.0,0.473
Pakistan,2009,111597.0,366360.0,32829.0,19.57,128.6,28.0,39.67,27.4,0.0,0.461,41.25,60.1,0.0,0.459
Pakistan,2010,110562.0,525855.0,47562.0,19.89,184.7,30.0,42.0,19.0,0.0,0.459,41.6,120.3,0.0,0.476
Pakistan,2011,110411.0,598804.0,54234.0,19.77,125.5,38.0,40.32,30.1,0.0,0.463,41.68,49.4,0.0,0.458
Pakistan,2012,103830.0,556307.0,53579.0,18.65,135.0,50.0,39.53,21.4,3.0,0.461,41.68,64.0,0.0,0.461
Pakistan,2013,105153.0,606016.0,57632.0,19.28,168.9,37.0,39.61,51.4,0.0,0.473,40.87,67.0,0.0,0.462
Pakistan,2014,100246.0,616748.0,61523.0,19.4,72.5,36.0,39.16,28.9,1.0,0.461,41.66,22.1,0.0,0.458
Pakistan,2015,96928.0,620481.0,64015.0,19.47,142.3,37.0,38.23,44.3,4.0,0.468,41.23,61.3,0.0,0.462
Pakistan,2016,95260.0,669912.0,70325.0,20.64,131.2,16.0,40.26,37.9,0.0,0.462,41.64,85.6,0.0,0.465
Pakistan,2017,88589.0,564693.0,63743.0,19.8,149.5,36.0,40.63,5.7,1.0,0.458,41.92,92.1,0.0,0.465
Pakistan,2018,82041.0,543645.0,66265.0,20.18,114.4,25.0,39.36,15.0,0.0,0.461,42.76,64.2,0.0,0.462
Pakistan,2019,73995.0,499490.0,67503.0,18.69,334.6,48.0,38.41,142.7,0.0,0.519,41.69,120.3,0.0,0.472
Palestine,2005,230.0,970.0,42174.0,19.4,220.1,0.0,35.75,42.9,0.0,0.591,37.73,0.4,0.0,0.529
Palestine,2006,256.0,1063.0,41523.0,19.19,238.2,0.0,37.8,53.5,0.0,0.579,38.05,0.1,0.0,0.529
Palestine,2007,255.0,1062.0,41647.0,19.48,298.0,0.0,38.13,70.8,0.0,0.619,40.08,0.0,0.0,0.526
Palestine,2008,245.0,1269.0,51796.0,19.71,243.0,1.0,38.06,7.2,0.0,0.572,38.71,5.5,0.0,0.526
Palestine,2009,150.0,680.0,45333.0,19.69,321.1,0.0,37.99,58.0,0.0,0.621,38.12,0.0,0.0,0.526
Palestine,2010,100.0,490.0,49000.0,20.92,231.2,0.0,36.23,14.0,0.0,0.602,41.83,0.5,0.0,0.527
Palestine,2011,166.0,833.0,50181.0,19.04,331.8,0.0,34.81,94.7,0.0,0.623,38.41,0.0,0.0,0.531
Palestine,2012,178.0,910.0,51124.0,19.73,329.5,0.0,35.74,48.5,0.0,0.624,40.36,1.2,0.0,0.528
Palestine,2013,194.0,1005.0,51804.0,19.58,342.4,0.0,36.07,36.3,0.0,0.607,39.57,0.0,0.0,0.529
Palestine,2014,230.0,1250.0,54348.0,19.83,286.1,0.0,37.62,90.8,0.0,0.562,39.15,0.1,0.0,0.53
Palestine,2015,150.0,800.0,53333.0,19.6,516.5,0.0,38.85,58.4,0.0,0.667,41.4,0.0,0.0,0.529
Palestine,2016,130.0,860.0,66154.0,20.02,491.6,1.0,39.61,55.5,0.0,0.63,39.3,0.3,0.0,0.53
Palestine,2017,158.0,919.0,58165.0,19.72,199.2,0.0,38.61,27.2,0.0,0.614,39.66,2.6,0.0,0.53
Palestine,2018,165.0,932.0,56485.0,20.41,692.6,0.0,39.41,33.4,0.0,0.635,40.24,18.3,0.0,0.531
Palestine,2019,164.0,937.0,57134.0,19.62,500.9,0.0,40.09,118.1,0.0,0.766,38.85,5.0,0.0,0.536
Paraguay,2005,71.0,560.0,78873.0,24.47,1118.5,0.0,41.68,253.4,0.0,0.519,38.7,103.8,0.0,0.53
Paraguay,2006,76.0,604.0,79474.0,25.21,1184.3,0.0,40.96,292.2,0.0,0.541,39.83,122.4,0.0,0.504
Paraguay,2007,81.0,650.0,80247.0,24.28,1115.1,0.0,38.83,338.6,0.0,0.582,38.79,34.8,0.0,0.498
Paraguay,2008,84.0,669.0,79643.0,23.84,1259.5,0.0,35.41,237.7,0.0,0.587,37.81,135.0,0.0,0.525
Paraguay,2009,85.0,685.0,80588.0,24.76,1195.9,1.0,40.53,212.6,0.0,0.495,37.17,145.7,1.0,0.57
Paraguay,2010,86.0,690.0,80233.0,23.11,1276.8,0.0,37.93,355.2,0.0,0.599,36.66,79.4,0.0,0.564
Paraguay,2011,88.0,697.0,79205.0,23.89,1263.5,0.0,34.25,300.1,0.0,0.606,37.93,111.5,0.0,0.527
Paraguay,2012,90.0,705.0,78333.0,23.9,1500.7,1.0,34.09,548.9,0.0,0.747,34.3,104.9,1.0,0.685
Paraguay,2013,89.0,710.0,79775.0,23.75,1314.4,1.0,40.46,441.4,0.0,0.621,35.69,157.8,1.0,0.639
Paraguay,2014,89.0,714.0,80225.0,24.33,1353.1,0.0,36.33,565.5,0.0,0.649,33.39,247.2,0.0,0.788
Paraguay,2015,76.0,614.0,80789.0,24.65,1651.5,0.0,38.93,388.6,0.0,0.562,38.39,177.7,0.0,0.666
Paraguay,2016,68.0,547.0,80441.0,23.32,1323.1,0.0,36.51,364.9,0.0,0.612,38.23,62.2,0.0,0.555
Paraguay,2017,61.0,489.0,80164.0,25.28,1177.0,0.0,39.2,395.6,0.0,0.604,39.57,71.9,0.0,0.537
Paraguay,2018,55.0,444.0,80727.0,23.83,1479.8,0.0,37.39,350.6,0.0,0.589,39.15,55.2,0.0,0.523
Paraguay,2019,51.0,415.0,81373.0,24.29,1391.9,0.0,37.2,685.1,0.0,0.778,36.5,54.0,0.0,0.701
Peru,2005,10460.0,139332.0,133205.0,26.68,1388.3,0.0,33.0,342.9,0.0,0.711,37.6,130.8,0.0,0.612
Peru,2006,10066.0,136399.0,135505.0,25.9,1584.2,0.0,30.63,312.4,0.0,0.806,37.31,154.6,0.0,0.634
Peru,2007,10063.0,136744.0,135888.0,26.87,1085.5,0.0,33.32,366.0,0.0,0.686,37.43,82.9,0.0,0.606
Peru,2008,9736.0,135209.0,138875.0,25.94,1443.6,0.0,31.29,377.5,0.0,0.732,37.18,203.9,0.0,0.647
Peru,2009,9610.0,137208.0,142776.0,27.08,1147.2,0.0,31.41,479.8,0.0,0.702,37.93,43.1,0.0,0.611
Peru,2010,9535.0,143861.0,150877.0,28.16,815.6,0.0,35.46,239.6,0.0,0.657,38.05,71.2,0.0,0.597
Peru,2011,9715.0,149561.0,153949.0,25.95,1430.9,0.0,33.72,282.6,0.0,0.673,37.69,156.9,0.0,0.636
Peru,2012,9483.0,146774.0,154776.0,26.54,1109.6,0.0,33.88,310.3,0.0,0.687,36.94,97.5,0.0,0.609
Peru,2013,9442.0,156350.0,165590.0,26.08,1485.5,0.0,33.37,340.7,0.0,0.677,36.5,198.5,0.0,0.634
Peru,2014,9661.0,159879.0,165489.0,26.72,1377.6,0.0,36.09,312.6,0.0,0.656,37.35,137.1,0.0,0.616
Peru,2015,9744.0,159550.0,163742.0,26.62,1456.4,0.0,30.7,381.1,0.0,0.737,37.46,213.9,0.0,0.65
Peru,2016,9759.0,158098.0,162002.0,26.56,1869.6,0.0,30.76,387.3,0.0,0.873,36.4,179.5,0.0,0.655
Peru,2017,9701.0,149787.0,154404.0,25.13,2522.5,0.0,29.58,624.6,0.0,0.927,34.48,191.2,0.0,0.774
Peru,2018,8580.0,140569.0,163833.0,25.21,1913.0,0.0,29.44,657.8,0.0,0.95,31.55,311.8,0.0,0.778
Peru,2019,7821.0,142284.0,181926.0,26.51,1522.2,0.0,32.08,404.2,0.0,0.704,37.03,221.6,0.0,0.638
Poland,2005,169650.0,2074951.0,122308.0,8.46,550.1,129.0,31.14,161.3,35.0,0.484,35.6,121.1,0.0,0.301
Poland,2006,161989.0,2304892.0,142287.0,8.63,508.1,108.0,24.44,113.3,30.0,0.489,35.71,181.9,0.0,0.301
Poland,2007,175595.0,1039967.0,59225.0,9.44,649.9,96.0,29.02,134.1,14.0,0.495,35.33,236.2,0.0,0.32
Poland,2008,171963.0,2830658.0,164609.0,9.59,557.4,89.0,24.41,145.6,16.0,0.475,31.46,153.4,0.0,0.284
Poland,2009,173607.0,2626273.0,151277.0,8.58,639.5,120.0,25.78,124.2,28.0,0.446,33.13,249.8,0.0,0.336
Poland,2010,170443.0,1877906.0,110178.0,6.78,887.8,127.0,24.3,272.6,21.0,0.543,32.93,290.8,0.0,0.43
Poland,2011,183526.0,2493078.0,135843.0,8.74,540.8,117.0,28.58,99.8,25.0,0.538,32.47,282.3,0.0,0.351
Poland,2012,194680.0,2877336.0,147798.0,8.71,532.2,111.0,29.43,85.4,25.0,0.403,35.64,186.9,0.0,0.282
Poland,2013,193439.0,3085074.0,159486.0,8.18,672.8,130.0,26.15,209.4,43.0,0.513,36.82,237.2,0.0,0.4
Poland,2014,176335.0,3195299.0,181206.0,9.71,623.9,98.0,28.29,173.2,15.0,0.412,32.12,210.6,0.0,0.312
Poland,2015,180399.0,3168818.0,175656.0,9.89,424.8,97.0,24.27,125.6,24.0,0.439,37.61,99.7,0.0,0.271
Poland,2016,177203.0,3604271.0,203398.0,9.19,665.8,114.0,27.71,113.3,25.0,0.455,33.65,197.3,0.0,0.301
Poland,2017,176352.0,2441393.0,138439.0,8.59,741.6,110.0,26.59,165.5,20.0,0.554,34.76,188.6,0.0,0.338
Poland,2018,166150.0,3999520.0,240717.0,9.95,515.9,116.0,29.59,104.2,31.0,0.52,33.23,180.1,0.0,0.293
Poland,2019,166440.0,3080600.0,185088.0,10.42,472.7,93.0,26.36,125.6,18.0,0.455,36.48,122.0,0.0,0.271
Portugal,2005,16840.0,250543.0,148779.0,15.84,387.6,24.0,33.3,94.3,6.0,0.49,42.54,6.8,0.0,0.394
Portugal,2006,15700.0,256618.0,163451.0,16.2,750.0,17.0,36.2,151.3,1.0,0.608,39.84,60.7,0.0,0.436
Portugal,2007,14558.0,245471.0,168616.0,15.27,422.2,10.0,32.22,104.0,0.0,0.658,40.19,71.1,0.0,0.489
Portugal,2008,13757.0,237011.0,172284.0,15.3,560.3,0.0,30.44,221.7,0.0,0.54,38.84,12.0,0.0,0.443
Portugal,2009,12565.0,263146.0,209428.0,16.18,733.6,10.0,35.71,78.1,0.0,0.567,40.31,41.5,0.0,0.425
