Area,Year,Area harvested,Production,Yield,Temp_Medie_An,Precip_Tot_An,Zile_Inghet_An,Temp_Max_primavara_critica,Precip_primavara_critica,Inghet_primavara_critica,Umid_Sol_primavara_critica,Temp_Max_vara_crestere,Precip_vara_crestere,Inghet_vara_crestere,Umid_Sol_vara_crestere
Kazakhstan,2011,29127.0,114654.0,39363.0,5.02,181.3,173.0,29.52,46.4,40.0,0.456,36.75,53.3,0.0,0.424
Kazakhstan,2012,30282.0,129700.0,42831.0,5.37,190.5,167.0,32.88,77.1,34.0,0.455,40.2,52.3,0.0,0.42
Kazakhstan,2013,30290.0,143856.0,47493.0,6.62,194.2,171.0,30.95,59.0,35.0,0.486,37.59,43.5,0.0,0.422
Kazakhstan,2014,30352.0,157870.0,52013.0,4.85,145.2,194.0,33.28,24.2,55.0,0.455,38.65,22.0,0.0,0.415
Kazakhstan,2015,31645.0,147561.0,46630.0,5.74,283.6,184.0,29.1,96.8,41.0,0.532,38.23,48.1,0.0,0.439
Kazakhstan,2016,32463.0,188099.0,57943.0,5.68,252.0,178.0,28.22,77.7,35.0,0.569,37.85,53.6,0.0,0.434
Kazakhstan,2017,32955.0,181057.0,54941.0,5.88,162.9,177.0,31.34,41.3,41.0,0.489,39.84,20.0,0.0,0.417
Kazakhstan,2018,34680.0,222482.0,64153.0,4.26,175.2,187.0,30.67,67.2,52.0,0.519,39.18,31.8,0.0,0.422
Kazakhstan,2019,35171.0,216540.0,61568.0,5.85,192.7,176.0,31.36,60.0,43.0,0.508,39.55,31.2,0.0,0.418
Kenya,2005,239.0,4302.0,180000.0,25.89,333.5,0.0,38.66,149.1,0.0,0.418,34.56,31.3,0.0,0.415
Kenya,2006,256.0,4554.0,177891.0,25.47,784.7,0.0,36.95,218.6,0.0,0.446,35.2,41.0,0.0,0.417
Kenya,2007,198.0,3564.0,180000.0,25.54,444.5,0.0,36.24,127.9,0.0,0.432,35.45,61.6,0.0,0.417
Kenya,2008,153.0,3066.0,200392.0,25.67,408.1,0.0,36.45,135.1,0.0,0.425,34.61,29.0,0.0,0.407
Kenya,2009,91.0,1492.0,163956.0,26.06,422.0,0.0,37.83,86.9,0.0,0.412,35.24,13.0,0.0,0.401
Kenya,2010,137.0,1195.0,87226.0,25.75,459.3,0.0,36.19,236.7,0.0,0.462,35.58,28.0,0.0,0.415
Kenya,2011,139.0,779.0,56043.0,25.8,512.2,0.0,36.98,99.2,0.0,0.41,35.32,46.6,0.0,0.406
Kenya,2012,130.0,1128.0,86769.0,25.65,510.4,0.0,36.75,182.2,0.0,0.436,34.72,45.9,0.0,0.419
Kenya,2013,70.0,396.0,56571.0,25.66,457.4,0.0,37.47,225.3,0.0,0.455,33.74,31.9,0.0,0.419
Kenya,2014,62.0,606.0,97742.0,25.99,395.3,0.0,36.79,132.0,0.0,0.424,36.03,47.7,0.0,0.407
Kenya,2015,56.0,589.0,105179.0,26.03,560.9,0.0,37.3,224.0,0.0,0.445,35.51,27.2,0.0,0.42
Kenya,2016,82.0,623.0,75976.0,25.96,469.6,0.0,38.28,196.9,0.0,0.448,34.77,23.1,0.0,0.421
Kenya,2017,74.0,300.0,40541.0,26.25,441.8,0.0,38.23,136.2,0.0,0.421,35.38,34.8,0.0,0.412
Kenya,2018,238.0,426.0,17899.0,24.98,890.6,0.0,34.87,609.5,0.0,0.575,33.26,40.6,0.0,0.503
Kenya,2019,108.0,702.0,65000.0,26.18,738.3,0.0,38.35,81.4,0.0,0.411,36.03,33.0,0.0,0.406
Kyrgyzstan,2005,24500.0,107400.0,43837.0,0.95,299.6,225.0,17.25,127.9,70.0,0.583,23.83,91.8,3.0,0.539
Kyrgyzstan,2006,24500.0,136400.0,55673.0,1.75,212.7,229.0,20.53,76.1,70.0,0.555,28.06,28.4,6.0,0.481
Kyrgyzstan,2007,24500.0,122000.0,49796.0,2.03,206.8,219.0,20.71,80.6,57.0,0.502,25.95,76.6,1.0,0.483
Kyrgyzstan,2008,20800.0,90900.0,43702.0,1.66,194.6,225.0,21.29,48.1,64.0,0.494,28.11,45.2,0.0,0.465
Kyrgyzstan,2009,20900.0,113500.0,54306.0,0.65,349.9,241.0,18.02,139.4,80.0,0.561,24.26,112.1,6.0,0.564
Kyrgyzstan,2010,23200.0,111000.0,47845.0,1.27,356.2,239.0,15.48,113.2,77.0,0.619,25.36,81.1,1.0,0.554
Kyrgyzstan,2011,23100.0,127700.0,55281.0,0.84,309.4,225.0,22.23,117.0,65.0,0.587,27.49,52.7,4.0,0.518
Kyrgyzstan,2012,24500.0,137000.0,55918.0,0.01,233.9,229.0,18.13,85.4,66.0,0.565,25.23,60.8,1.0,0.518
Kyrgyzstan,2013,26000.0,143000.0,55000.0,1.85,241.4,223.0,19.91,94.7,74.0,0.522,29.18,92.5,3.0,0.506
Kyrgyzstan,2014,26600.0,145000.0,54511.0,1.25,144.3,228.0,20.59,13.4,71.0,0.464,27.17,48.6,3.0,0.468
Kyrgyzstan,2015,26500.0,128000.0,48302.0,1.65,276.4,229.0,19.03,92.5,69.0,0.545,28.75,82.0,1.0,0.509
Kyrgyzstan,2016,27796.0,139901.0,50331.0,1.91,377.9,219.0,16.48,115.7,66.0,0.538,26.21,151.5,2.0,0.56
Kyrgyzstan,2017,27061.0,150801.0,55726.0,1.25,294.5,220.0,21.53,98.4,63.0,0.604,27.09,93.7,2.0,0.544
Kyrgyzstan,2018,27188.0,148456.0,54604.0,1.78,199.9,229.0,21.56,78.5,75.0,0.524,26.6,62.7,1.0,0.493
Kyrgyzstan,2019,27437.0,151207.0,55111.0,1.17,457.6,230.0,18.48,145.4,68.0,0.577,25.86,190.5,6.0,0.628
Latvia,2005,8515.0,37524.0,44068.0,5.65,723.8,145.0,23.06,172.7,47.0,0.846,26.19,259.9,0.0,0.704
Latvia,2006,9446.0,33898.0,35886.0,6.07,659.9,133.0,19.58,123.5,53.0,0.738,28.63,190.0,0.0,0.601
Latvia,2007,7369.0,30542.0,41447.0,6.96,856.3,117.0,25.41,132.7,34.0,0.738,27.37,264.8,0.0,0.635
Latvia,2008,5138.0,28859.0,56168.0,7.18,824.6,107.0,19.44,157.4,25.0,0.808,24.37,253.9,0.0,0.651
Latvia,2009,4138.0,12828.0,31000.0,5.93,826.9,140.0,22.7,100.9,40.0,0.771,27.01,289.1,0.0,0.678
Latvia,2010,3257.0,10325.0,31701.0,4.97,875.0,137.0,23.3,181.2,34.0,0.81,29.21,296.9,0.0,0.702
Latvia,2011,3379.0,7501.0,22199.0,6.57,723.9,124.0,23.47,126.4,42.0,0.807,27.89,254.9,0.0,0.673
Latvia,2012,3136.0,9449.0,30131.0,5.33,930.1,134.0,23.0,193.9,40.0,0.796,28.56,292.4,0.0,0.713
Latvia,2013,2762.0,14751.0,53407.0,6.14,643.8,130.0,25.67,139.8,49.0,0.809,28.03,161.1,0.0,0.664
Latvia,2014,2653.0,9623.0,36272.0,6.73,748.5,137.0,24.96,147.4,35.0,0.723,29.59,262.5,0.0,0.633
Latvia,2015,2417.0,7815.0,32333.0,7.2,681.3,106.0,18.42,201.4,26.0,0.777,27.97,143.7,0.0,0.653
Latvia,2016,2458.0,9854.0,40090.0,6.74,775.6,138.0,24.38,144.0,33.0,0.734,28.83,268.4,0.0,0.63
Latvia,2017,3331.0,7464.0,22408.0,6.37,809.1,143.0,23.35,135.5,47.0,0.73,26.73,194.6,0.0,0.625
Latvia,2018,3200.0,13900.0,43438.0,7.05,509.1,133.0,25.91,100.2,38.0,0.773,28.77,144.0,0.0,0.584
Latvia,2019,3440.0,10390.0,30203.0,7.68,686.3,116.0,25.1,127.9,36.0,0.649,28.08,166.0,0.0,0.53
Lebanon,2005,9400.0,114800.0,122128.0,18.55,397.5,0.0,29.83,48.3,0.0,0.663,33.82,1.0,0.0,0.531
Lebanon,2006,9880.0,121500.0,122976.0,18.42,413.7,0.0,31.59,87.1,0.0,0.666,34.44,2.8,0.0,0.531
Lebanon,2007,10100.0,125200.0,123960.0,18.77,450.1,0.0,33.23,69.8,0.0,0.711,38.15,0.6,0.0,0.534
Lebanon,2008,10100.0,125200.0,123960.0,19.08,268.6,0.0,34.6,15.5,0.0,0.62,34.98,2.8,0.0,0.53
Lebanon,2009,11800.0,138100.0,117034.0,19.03,485.0,0.0,30.93,73.1,0.0,0.67,32.96,0.8,0.0,0.531
Lebanon,2010,12425.0,154429.0,124289.0,20.33,337.1,0.0,33.84,10.1,0.0,0.653,37.4,2.0,0.0,0.53
Lebanon,2011,10671.0,135807.0,127267.0,18.26,479.2,0.0,28.78,133.5,0.0,0.735,32.57,2.9,0.0,0.538
Lebanon,2012,9923.0,125714.0,126690.0,19.09,576.3,0.0,29.14,66.2,0.0,0.721,37.29,4.4,0.0,0.532
Lebanon,2013,9996.0,126485.0,126536.0,18.91,341.1,0.0,32.63,60.8,0.0,0.677,33.12,0.0,0.0,0.531
Lebanon,2014,12001.0,180565.0,150458.0,19.2,248.0,0.0,31.37,57.2,0.0,0.555,36.11,3.3,0.0,0.53
Lebanon,2015,12646.0,210424.0,166396.0,19.08,470.6,0.0,35.06,82.4,0.0,0.712,36.36,5.2,0.0,0.533
Lebanon,2016,16573.0,344469.0,207850.0,19.42,539.9,0.0,31.7,94.8,0.0,0.66,34.43,0.0,0.0,0.531
Lebanon,2017,16641.0,316155.0,189986.0,19.27,219.4,0.0,32.19,46.5,0.0,0.65,37.41,0.0,0.0,0.53
Lebanon,2018,13826.0,239001.0,172863.0,19.85,611.1,0.0,33.4,55.8,0.0,0.654,34.07,18.9,0.0,0.533
Lebanon,2019,13506.0,216861.0,160566.0,19.21,738.8,0.0,34.36,123.6,0.0,0.79,35.15,6.8,0.0,0.536
Libya,2005,547.0,19396.0,354589.0,22.66,24.4,0.0,43.12,0.6,0.0,0.329,43.55,10.3,0.0,0.327
Libya,2006,500.0,20000.0,400000.0,22.52,18.6,0.0,41.88,1.3,0.0,0.33,44.58,0.4,0.0,0.325
Libya,2007,500.0,20000.0,400000.0,22.78,15.8,0.0,42.66,5.9,0.0,0.33,43.71,0.3,0.0,0.324
Libya,2008,500.0,20000.0,400000.0,22.84,29.1,0.0,41.47,6.8,0.0,0.33,46.53,0.0,0.0,0.324
Libya,2009,500.0,20000.0,400000.0,22.98,14.7,0.0,40.43,1.9,0.0,0.33,43.71,0.0,0.0,0.321
Libya,2010,550.0,22000.0,400000.0,24.3,5.5,0.0,43.93,1.0,0.0,0.33,46.19,0.0,0.0,0.322
Libya,2011,580.0,20500.0,353448.0,22.36,50.9,0.0,41.49,3.4,0.0,0.332,44.58,0.0,0.0,0.324
Libya,2012,580.0,20500.0,353448.0,22.37,42.8,1.0,42.37,7.0,0.0,0.33,42.76,1.6,0.0,0.328
Libya,2013,580.0,20500.0,353448.0,22.73,27.4,0.0,45.06,10.2,0.0,0.331,43.16,0.1,0.0,0.322
Libya,2014,420.0,17460.0,415714.0,22.96,9.7,0.0,44.18,5.3,0.0,0.33,44.62,0.0,0.0,0.321
Libya,2015,327.0,14129.0,432080.0,22.29,33.1,2.0,43.03,0.8,0.0,0.33,44.59,1.3,0.0,0.322
Libya,2016,222.0,9414.0,424054.0,23.29,12.2,0.0,43.32,3.1,0.0,0.328,44.52,0.9,0.0,0.323
Libya,2017,206.0,8487.0,411990.0,22.02,21.6,0.0,40.51,2.3,0.0,0.33,42.86,8.5,0.0,0.326
Libya,2018,203.0,8457.0,416601.0,23.68,32.6,0.0,44.58,0.2,0.0,0.33,46.16,1.0,0.0,0.324
Libya,2019,201.0,8428.0,419303.0,22.72,15.5,1.0,42.76,8.7,0.0,0.33,44.87,3.2,0.0,0.325
Lithuania,2005,20786.0,96533.0,46441.0,6.01,783.5,149.0,28.01,232.9,45.0,0.814,29.08,284.0,0.0,0.745
Lithuania,2006,14856.0,99481.0,66964.0,6.35,703.5,129.0,22.09,130.1,49.0,0.765,31.56,256.9,0.0,0.668
Lithuania,2007,13312.0,40619.0,30513.0,7.14,879.4,122.0,27.92,166.6,33.0,0.798,31.41,327.4,0.0,0.732
Lithuania,2008,11655.0,74251.0,63707.0,7.46,727.6,111.0,22.26,157.8,21.0,0.844,26.66,209.2,0.0,0.708
Lithuania,2009,11553.0,53259.0,46100.0,6.14,798.9,147.0,23.51,138.3,41.0,0.765,27.65,288.2,0.0,0.708
Lithuania,2010,12122.0,34020.0,28065.0,5.39,876.6,143.0,24.67,200.9,32.0,0.8,30.68,364.9,0.0,0.757
Lithuania,2011,12669.0,49099.0,38755.0,6.87,716.4,130.0,25.56,145.9,37.0,0.842,28.58,310.7,0.0,0.75
Lithuania,2012,14389.0,72497.0,50384.0,6.04,871.7,135.0,28.06,167.7,39.0,0.804,30.81,309.2,0.0,0.746
Lithuania,2013,14219.0,62586.0,44016.0,6.47,719.8,138.0,26.11,162.7,45.0,0.841,30.28,215.6,0.0,0.744
Lithuania,2014,13826.0,60177.0,43525.0,7.07,646.6,138.0,27.5,141.6,33.0,0.781,32.41,249.5,0.0,0.692
Lithuania,2015,13242.0,73583.0,55568.0,7.55,662.9,118.0,21.6,182.3,27.0,0.749,32.88,133.3,0.0,0.642
Lithuania,2016,12253.0,65579.0,53521.0,7.0,913.8,139.0,26.69,167.1,34.0,0.738,31.43,337.0,0.0,0.683
Lithuania,2017,12374.0,87367.0,70605.0,6.71,952.8,141.0,24.6,160.4,41.0,0.818,29.65,309.7,0.0,0.737
Lithuania,2018,10130.0,80680.0,79645.0,7.29,670.9,130.0,28.11,117.7,35.0,0.884,31.4,261.3,0.0,0.727
Lithuania,2019,10180.0,32070.0,31503.0,7.93,618.7,124.0,25.01,116.6,38.0,0.777,31.29,181.8,0.0,0.648
Luxembourg,2005,1020.0,3815.0,37402.0,8.46,721.5,98.0,26.8,193.3,19.0,0.793,29.44,178.1,0.0,0.522
Luxembourg,2006,1020.0,9080.0,89020.0,8.82,813.4,102.0,21.61,256.0,30.0,0.764,33.67,226.5,0.0,0.538
Luxembourg,2007,233.0,2233.0,95837.0,8.85,1023.0,70.0,24.59,185.3,15.0,0.786,26.74,362.8,0.0,0.613
Luxembourg,2008,240.0,3079.0,128292.0,8.12,915.8,96.0,23.14,278.0,22.0,0.858,28.0,232.2,0.0,0.601
Luxembourg,2009,241.0,2340.0,97095.0,8.28,909.0,98.0,25.32,206.9,20.0,0.814,30.55,248.0,0.0,0.571
Luxembourg,2010,242.0,2406.0,99421.0,7.01,874.4,125.0,22.86,176.6,29.0,0.825,32.97,261.2,0.0,0.549
Luxembourg,2011,242.0,2130.0,88017.0,9.01,722.8,75.0,26.15,83.2,14.0,0.736,31.91,244.6,0.0,0.498
Luxembourg,2012,242.0,1816.0,75041.0,8.05,956.2,80.0,23.76,180.0,15.0,0.79,32.19,307.6,0.0,0.639
Luxembourg,2013,242.0,1926.0,79587.0,7.62,840.1,117.0,20.71,231.6,36.0,0.84,29.55,192.3,0.0,0.631
Luxembourg,2014,242.0,2615.0,108058.0,9.49,810.1,61.0,22.97,106.1,15.0,0.706,30.55,308.7,0.0,0.52
Luxembourg,2015,261.0,2419.0,92682.0,8.86,788.5,91.0,21.57,142.0,26.0,0.805,33.56,207.2,0.0,0.504
Luxembourg,2016,261.0,1510.0,57854.0,8.39,929.8,91.0,21.4,268.3,30.0,0.852,30.93,294.1,0.0,0.739
Luxembourg,2017,267.0,983.0,36816.0,8.88,764.8,94.0,28.16,118.7,19.0,0.686,31.88,231.9,0.0,0.486
Luxembourg,2018,270.0,2080.0,77037.0,9.88,683.5,79.0,24.46,190.7,21.0,0.794,34.94,126.7,0.0,0.506
Luxembourg,2019,270.0,1930.0,71481.0,9.44,724.9,89.0,20.87,193.8,15.0,0.745,38.62,124.6,0.0,0.472
Madagascar,2005,4391.0,6934.0,15791.0,17.59,2377.3,0.0,26.93,502.3,0.0,0.915,24.03,156.8,0.0,0.794
Madagascar,2006,4400.0,7000.0,15909.0,17.8,1453.2,0.0,27.38,324.1,0.0,0.829,24.39,129.5,0.0,0.731
Madagascar,2007,4500.0,7100.0,15778.0,17.75,2177.4,0.0,26.9,211.0,0.0,0.843,24.7,70.1,0.0,0.723
Madagascar,2008,4483.0,7034.0,15690.0,17.87,1414.0,0.0,26.33,165.0,0.0,0.778,24.94,46.9,0.0,0.674
Madagascar,2009,4497.0,7039.0,15653.0,18.0,1897.9,0.0,26.56,471.7,0.0,0.831,23.92,118.9,0.0,0.743
Madagascar,2010,4506.0,7037.0,15617.0,18.09,1442.4,0.0,26.81,409.9,0.0,0.853,23.4,118.6,0.0,0.737
Madagascar,2011,4514.0,7030.0,15574.0,18.15,1870.1,0.0,26.08,550.0,0.0,0.887,24.32,42.8,0.0,0.77
Madagascar,2012,4550.0,7000.0,15385.0,17.74,2208.3,0.0,26.79,627.7,0.0,0.942,24.35,114.0,0.0,0.809
Madagascar,2013,4550.0,6900.0,15165.0,17.68,2197.1,0.0,26.43,455.3,0.0,0.908,23.7,49.3,0.0,0.747
Madagascar,2014,4534.0,6971.0,15375.0,17.82,1667.8,0.0,26.84,163.1,0.0,0.849,24.94,111.2,0.0,0.73
Madagascar,2015,4595.0,7119.0,15493.0,18.12,1972.4,0.0,26.37,284.4,0.0,0.874,24.58,55.6,0.0,0.715
Madagascar,2016,4593.0,7102.0,15463.0,18.07,1427.0,0.0,27.64,426.1,0.0,0.832,24.68,54.7,0.0,0.715
Madagascar,2017,4607.0,7113.0,15440.0,18.54,2064.4,0.0,27.66,408.2,0.0,0.758,25.47,92.6,0.0,0.651
Madagascar,2018,4621.0,7125.0,15419.0,18.04,1651.9,0.0,26.63,251.2,0.0,0.866,26.07,27.0,0.0,0.72
Madagascar,2019,4635.0,7137.0,15398.0,18.76,1838.6,0.0,27.23,432.8,0.0,0.809,26.01,41.4,0.0,0.696
Malawi,2014,800.0,3203.0,40038.0,26.61,1216.1,0.0,30.7,172.8,0.0,0.759,31.84,2.7,0.0,0.572
Malawi,2015,800.0,3308.0,41350.0,26.76,672.4,0.0,30.46,122.6,0.0,0.675,30.82,0.6,0.0,0.57
Malawi,2016,800.0,3313.0,41413.0,26.86,836.5,0.0,31.72,172.7,0.0,0.711,32.57,3.7,0.0,0.572
Malawi,2017,800.0,3447.0,43088.0,26.52,981.9,0.0,30.34,197.5,0.0,0.725,30.77,3.4,0.0,0.572
Malawi,2018,700.0,2639.0,37700.0,26.24,1087.0,0.0,30.23,245.3,0.0,0.765,30.96,6.7,0.0,0.574
Malawi,2019,743.0,2978.0,40081.0,26.53,1250.7,0.0,31.26,247.8,0.0,0.766,31.15,1.1,0.0,0.574
Malta,2005,16.0,66.0,41250.0,19.08,611.4,0.0,22.19,74.4,0.0,0.826,30.82,21.5,0.0,0.603
Malta,2006,20.0,102.0,51000.0,19.72,647.0,0.0,24.34,32.5,0.0,0.792,30.42,39.6,0.0,0.599
Malta,2007,15.0,63.0,42000.0,19.96,640.2,0.0,23.93,163.8,0.0,0.794,29.19,58.5,0.0,0.616
Malta,2008,15.0,57.0,38000.0,19.98,515.8,0.0,22.74,78.9,0.0,0.773,29.98,14.6,0.0,0.595
Malta,2009,15.0,57.0,38000.0,19.7,718.2,0.0,23.32,122.2,0.0,0.835,29.96,4.7,0.0,0.602
Malta,2010,14.0,51.0,36429.0,19.67,716.1,0.0,21.66,148.6,0.0,0.817,30.99,7.7,0.0,0.599
Malta,2011,11.0,42.0,38182.0,19.65,903.7,0.0,21.21,183.5,0.0,0.863,30.11,8.1,0.0,0.625
Malta,2012,7.0,27.0,38571.0,20.15,636.2,0.0,22.12,113.3,0.0,0.847,32.16,4.2,0.0,0.597
Malta,2013,9.0,35.0,38889.0,19.83,510.2,0.0,20.46,121.9,0.0,0.764,31.0,24.6,0.0,0.597
Malta,2014,11.0,39.0,35455.0,19.95,494.2,0.0,20.82,83.0,0.0,0.755,28.6,6.6,0.0,0.593
Malta,2015,8.0,28.0,35000.0,20.05,648.2,0.0,23.01,148.5,0.0,0.813,30.94,62.1,0.0,0.616
Malta,2016,4.0,16.0,40000.0,19.95,483.0,0.0,21.56,72.0,0.0,0.662,28.35,56.8,0.0,0.599
Malta,2017,6.0,21.0,35000.0,19.89,406.4,0.0,21.93,46.2,0.0,0.742,31.46,10.1,0.0,0.592
Malta,2018,,20.0,,20.12,646.3,0.0,23.86,59.3,0.0,0.692,29.18,96.0,0.0,0.606
Malta,2019,,10.0,,19.98,497.5,0.0,20.3,88.4,0.0,0.734,30.12,15.7,0.0,0.597
Mexico,2005,59543.0,583994.0,98079.0,17.41,320.0,2.0,33.53,17.3,0.0,0.366,35.82,177.7,0.0,0.388
Mexico,2006,57777.0,601915.0,104179.0,17.33,538.4,10.0,33.44,27.2,0.0,0.343,33.48,284.9,0.0,0.439
Mexico,2007,56072.0,505078.0,90077.0,17.13,430.6,2.0,32.95,25.5,0.0,0.351,34.21,325.6,0.0,0.489
Mexico,2008,55286.0,511988.0,92607.0,16.81,477.3,12.0,34.84,33.6,3.0,0.343,35.14,276.6,0.0,0.412
Mexico,2009,56992.0,561493.0,98521.0,17.59,398.2,4.0,34.42,57.4,0.0,0.347,32.95,179.0,0.0,0.392
Mexico,2010,57742.0,584655.0,101253.0,16.46,379.7,21.0,35.16,12.9,4.0,0.379,35.09,196.0,0.0,0.427
Mexico,2011,56845.0,630533.0,110921.0,18.18,206.8,5.0,35.74,2.1,0.0,0.34,35.41,113.0,0.0,0.367
Mexico,2012,58451.0,375045.0,64164.0,17.9,254.6,2.0,35.54,19.2,0.0,0.343,33.79,132.0,0.0,0.371
Mexico,2013,59199.0,858608.0,145038.0,17.34,482.0,7.0,34.08,8.3,2.0,0.34,34.08,215.0,0.0,0.413
Mexico,2014,55447.0,716865.0,129288.0,17.15,423.6,8.0,32.28,30.5,0.0,0.347,33.39,208.2,0.0,0.42
Mexico,2015,55121.0,750325.0,136123.0,16.99,649.3,2.0,31.96,143.8,0.0,0.432,32.22,261.0,0.0,0.487
Mexico,2016,54248.0,716931.0,132158.0,17.2,443.0,12.0,34.4,42.0,0.0,0.35,33.21,234.2,0.0,0.4
Mexico,2017,53619.0,714149.0,133190.0,17.76,428.5,5.0,35.08,45.3,0.0,0.346,34.57,236.6,0.0,0.402
Mexico,2018,52389.0,659692.0,125922.0,17.48,536.5,10.0,36.96,41.5,0.0,0.362,35.59,198.0,0.0,0.424
Mexico,2019,52981.0,761483.0,143728.0,18.51,352.9,4.0,34.34,22.0,0.0,0.343,33.28,176.3,0.0,0.38
Montenegro,2006,91.0,2114.0,232308.0,8.79,1395.1,105.0,26.19,388.1,22.0,0.951,34.03,307.4,0.0,0.656
Montenegro,2007,83.0,1907.0,229759.0,10.27,1341.8,92.0,23.8,286.5,12.0,0.893,37.16,85.6,0.0,0.555
Montenegro,2008,85.0,1797.0,211412.0,10.01,1449.4,76.0,26.35,433.9,13.0,0.939,34.41,133.2,0.0,0.589
Montenegro,2009,92.0,2877.0,312717.0,9.89,1866.5,84.0,24.5,260.3,21.0,0.893,32.1,260.1,0.0,0.647
Montenegro,2010,100.0,2116.0,211600.0,9.7,2096.2,81.0,21.16,389.1,17.0,0.943,32.67,115.2,0.0,0.617
Montenegro,2011,162.0,2651.0,163642.0,10.03,855.4,99.0,21.34,235.9,24.0,0.897,35.31,83.0,0.0,0.563
Montenegro,2012,167.0,2027.0,121377.0,10.16,1412.9,104.0,23.05,392.6,24.0,0.927,36.29,49.9,0.0,0.573
Montenegro,2013,171.0,2518.0,147251.0,10.25,1561.9,87.0,24.62,613.2,14.0,0.934,34.75,127.7,0.0,0.622
Montenegro,2014,132.0,2656.0,201212.0,10.11,1451.9,57.0,22.78,265.7,15.0,0.892,29.13,283.2,0.0,0.687
Montenegro,2015,139.0,2817.0,202662.0,10.47,1019.1,95.0,24.47,243.3,30.0,0.899,35.24,115.0,0.0,0.537
Montenegro,2016,151.0,1638.0,108477.0,9.97,1557.6,84.0,23.19,467.7,15.0,0.94,30.28,203.0,0.0,0.669
Montenegro,2017,209.0,1347.0,64450.0,10.18,1197.3,95.0,21.69,225.8,19.0,0.877,36.45,79.2,0.0,0.53
Montenegro,2018,214.0,1688.0,78879.0,10.83,1417.6,82.0,23.65,475.8,9.0,0.906,31.42,165.1,0.0,0.591
Montenegro,2019,220.0,1490.0,67727.0,10.57,1385.3,78.0,21.54,324.3,12.0,0.895,34.71,150.9,0.0,0.645
Morocco,2005,25600.0,308500.0,120508.0,18.52,297.4,8.0,39.32,32.5,0.0,0.522,44.01,39.4,0.0,0.457
Morocco,2006,25000.0,374000.0,149600.0,18.25,402.7,7.0,37.03,81.6,1.0,0.615,42.46,21.1,0.0,0.461
Morocco,2007,25936.0,426816.0,164565.0,17.77,418.5,2.0,34.57,159.5,0.0,0.541,42.44,11.0,0.0,0.467
Morocco,2008,26752.0,404310.0,151133.0,17.7,464.9,4.0,33.3,25.8,0.0,0.535,42.28,11.6,0.0,0.453
Morocco,2009,27334.0,422572.0,154596.0,18.35,449.1,4.0,35.33,81.7,0.0,0.65,43.12,29.5,0.0,0.461
Morocco,2010,27314.0,444861.0,162869.0,18.66,516.2,2.0,34.23,93.2,0.0,0.685,42.78,17.8,0.0,0.461
Morocco,2011,30073.0,512407.0,170388.0,18.24,545.8,4.0,31.8,261.4,2.0,0.622,43.74,25.3,0.0,0.486
Morocco,2012,31651.0,485642.0,153437.0,18.15,436.0,7.0,36.27,126.0,0.0,0.575,43.37,7.5,0.0,0.455
Morocco,2013,41771.0,583230.0,139626.0,18.01,302.6,0.0,33.75,156.3,0.0,0.61,43.09,6.0,0.0,0.459
Morocco,2014,43940.0,536199.0,122030.0,18.17,506.4,0.0,38.25,82.2,0.0,0.539,42.15,17.4,0.0,0.453
Morocco,2015,45207.0,674153.0,149126.0,18.53,206.9,2.0,38.01,62.8,0.0,0.567,42.14,52.4,0.0,0.461
Morocco,2016,48671.0,406379.0,83495.0,18.88,277.5,1.0,36.59,79.6,0.0,0.482,43.23,13.9,0.0,0.454
Morocco,2017,49498.0,820547.0,165774.0,19.84,169.8,4.0,38.36,25.3,0.0,0.512,43.28,11.8,0.0,0.452
Morocco,2018,50589.0,696950.0,137767.0,17.17,473.7,9.0,29.73,129.6,2.0,0.578,42.44,21.3,0.0,0.465
Morocco,2019,49731.0,809762.0,162828.0,18.76,240.5,2.0,37.36,105.0,0.0,0.517,42.03,22.4,0.0,0.454
Nepal,2005,3660.0,35130.0,95984.0,4.56,840.8,191.0,17.29,53.7,57.0,0.497,19.8,538.2,0.0,0.627
Nepal,2006,3757.0,33336.0,88730.0,5.5,844.8,180.0,16.91,149.5,52.0,0.48,19.94,519.0,0.0,0.685
Nepal,2007,3856.0,34546.0,89590.0,5.14,937.4,159.0,15.59,105.1,39.0,0.531,18.77,576.5,0.0,0.655
Nepal,2008,4003.0,36396.0,90922.0,5.08,1044.1,167.0,15.37,106.9,49.0,0.475,16.96,746.9,0.0,0.764
Nepal,2009,4240.0,39134.0,92297.0,5.52,692.4,172.0,18.48,113.0,41.0,0.456,18.4,484.0,0.0,0.601
Nepal,2010,4510.0,41754.0,92581.0,5.84,784.0,147.0,18.44,34.5,30.0,0.42,18.66,505.4,0.0,0.545
Nepal,2011,5048.0,42704.0,84596.0,5.12,861.8,175.0,15.97,135.0,51.0,0.492,18.06,594.7,0.0,0.695
Nepal,2012,5674.0,48946.0,86264.0,4.7,935.0,194.0,18.38,36.0,56.0,0.457,19.68,525.1,0.0,0.59
Nepal,2013,5063.0,42814.0,84563.0,4.95,1327.3,170.0,18.96,152.4,50.0,0.522,19.01,826.0,0.0,0.793
Nepal,2014,5141.0,35921.0,69872.0,4.99,1444.7,171.0,17.13,144.9,49.0,0.547,18.27,963.4,0.0,0.787
Nepal,2015,5600.0,43502.0,77682.0,4.56,1812.0,171.0,15.41,341.7,50.0,0.658,18.14,1173.9,0.0,0.863
