An,Judet,Specie_Pomi,Nr_Pomi,Tone_Totale,Kg_per_Pom
 Anul 2007, Vaslui,Meri,545175,208,14
 Anul 2007, Vaslui,Meri,545175,208,11
 Anul 2007, Vaslui,Meri,545175,4665,6
 Anul 2007, Vaslui,Meri,545175,4665,12
 Anul 2007, Vaslui,Meri,545175,4665,20
 Anul 2007, Vaslui,Meri,545175,4665,26
 Anul 2007, Vaslui,Meri,545175,4665,14
 Anul 2007, Vaslui,Meri,545175,4665,11
 Anul 2007, Vaslui,Meri,545175,447,6
 Anul 2007, Vaslui,Meri,545175,447,12
 Anul 2007, Vaslui,Meri,545175,447,20
 Anul 2007, Vaslui,Meri,545175,447,26
 Anul 2007, Vaslui,Meri,545175,447,14
 Anul 2007, Vaslui,Meri,545175,447,11
 Anul 2008, Vaslui,Meri,446871,2781,12
 Anul 2008, Vaslui,Meri,446871,2781,8
 Anul 2008, Vaslui,Meri,446871,2781,28
 Anul 2008, Vaslui,Meri,446871,2781,32
 Anul 2008, Vaslui,Meri,446871,2781,10
 Anul 2008, Vaslui,Meri,446871,2781,28
 Anul 2008, Vaslui,Meri,446871,3796,12
 Anul 2008, Vaslui,Meri,446871,3796,8
 Anul 2008, Vaslui,Meri,446871,3796,28
 Anul 2008, Vaslui,Meri,446871,3796,32
 Anul 2008, Vaslui,Meri,446871,3796,10
 Anul 2008, Vaslui,Meri,446871,3796,28
 Anul 2008, Vaslui,Meri,446871,1732,12
 Anul 2008, Vaslui,Meri,446871,1732,8
 Anul 2008, Vaslui,Meri,446871,1732,28
 Anul 2008, Vaslui,Meri,446871,1732,32
 Anul 2008, Vaslui,Meri,446871,1732,10
 Anul 2008, Vaslui,Meri,446871,1732,28
 Anul 2008, Vaslui,Meri,446871,244,12
 Anul 2008, Vaslui,Meri,446871,244,8
 Anul 2008, Vaslui,Meri,446871,244,28
 Anul 2008, Vaslui,Meri,446871,244,32
 Anul 2008, Vaslui,Meri,446871,244,10
 Anul 2008, Vaslui,Meri,446871,244,28
 Anul 2008, Vaslui,Meri,446871,2342,12
 Anul 2008, Vaslui,Meri,446871,2342,8
 Anul 2008, Vaslui,Meri,446871,2342,28
 Anul 2008, Vaslui,Meri,446871,2342,32
 Anul 2008, Vaslui,Meri,446871,2342,10
 Anul 2008, Vaslui,Meri,446871,2342,28
 Anul 2008, Vaslui,Meri,446871,1155,12
 Anul 2008, Vaslui,Meri,446871,1155,8
 Anul 2008, Vaslui,Meri,446871,1155,28
 Anul 2008, Vaslui,Meri,446871,1155,32
 Anul 2008, Vaslui,Meri,446871,1155,10
 Anul 2008, Vaslui,Meri,446871,1155,28
 Anul 2009, Vaslui,Meri,367569,3187,14
 Anul 2009, Vaslui,Meri,367569,3187,24
 Anul 2009, Vaslui,Meri,367569,3187,29
 Anul 2009, Vaslui,Meri,367569,3187,21
 Anul 2009, Vaslui,Meri,367569,3187,11
 Anul 2009, Vaslui,Meri,367569,3187,28
 Anul 2009, Vaslui,Meri,367569,8910,14
 Anul 2009, Vaslui,Meri,367569,8910,24
 Anul 2009, Vaslui,Meri,367569,8910,29
 Anul 2009, Vaslui,Meri,367569,8910,21
 Anul 2009, Vaslui,Meri,367569,8910,11
 Anul 2009, Vaslui,Meri,367569,8910,28
 Anul 2009, Vaslui,Meri,367569,1852,14
 Anul 2009, Vaslui,Meri,367569,1852,24
 Anul 2009, Vaslui,Meri,367569,1852,29
 Anul 2009, Vaslui,Meri,367569,1852,21
 Anul 2009, Vaslui,Meri,367569,1852,11
 Anul 2009, Vaslui,Meri,367569,1852,28
 Anul 2009, Vaslui,Meri,367569,178,14
 Anul 2009, Vaslui,Meri,367569,178,24
 Anul 2009, Vaslui,Meri,367569,178,29
 Anul 2009, Vaslui,Meri,367569,178,21
 Anul 2009, Vaslui,Meri,367569,178,11
 Anul 2009, Vaslui,Meri,367569,178,28
 Anul 2009, Vaslui,Meri,367569,2728,14
 Anul 2009, Vaslui,Meri,367569,2728,24
 Anul 2009, Vaslui,Meri,367569,2728,29
 Anul 2009, Vaslui,Meri,367569,2728,21
 Anul 2009, Vaslui,Meri,367569,2728,11
 Anul 2009, Vaslui,Meri,367569,2728,28
 Anul 2009, Vaslui,Meri,367569,1156,14
 Anul 2009, Vaslui,Meri,367569,1156,24
 Anul 2009, Vaslui,Meri,367569,1156,29
 Anul 2009, Vaslui,Meri,367569,1156,21
 Anul 2009, Vaslui,Meri,367569,1156,11
 Anul 2009, Vaslui,Meri,367569,1156,28
 Anul 2010, Vaslui,Meri,336280,2813,9
 Anul 2010, Vaslui,Meri,336280,2813,13
 Anul 2010, Vaslui,Meri,336280,2813,21
 Anul 2010, Vaslui,Meri,336280,2813,17
 Anul 2010, Vaslui,Meri,336280,2813,10
 Anul 2010, Vaslui,Meri,336280,2813,21
 Anul 2010, Vaslui,Meri,336280,4353,9
 Anul 2010, Vaslui,Meri,336280,4353,13
 Anul 2010, Vaslui,Meri,336280,4353,21
 Anul 2010, Vaslui,Meri,336280,4353,17
 Anul 2010, Vaslui,Meri,336280,4353,10
 Anul 2010, Vaslui,Meri,336280,4353,21
 Anul 2010, Vaslui,Meri,336280,1446,9
 Anul 2010, Vaslui,Meri,336280,1446,13
 Anul 2010, Vaslui,Meri,336280,1446,21
 Anul 2010, Vaslui,Meri,336280,1446,17
 Anul 2010, Vaslui,Meri,336280,1446,10
 Anul 2010, Vaslui,Meri,336280,1446,21
 Anul 2010, Vaslui,Meri,336280,135,9
 Anul 2010, Vaslui,Meri,336280,135,13
 Anul 2010, Vaslui,Meri,336280,135,21
 Anul 2010, Vaslui,Meri,336280,135,17
 Anul 2010, Vaslui,Meri,336280,135,10
 Anul 2010, Vaslui,Meri,336280,135,21
 Anul 2010, Vaslui,Meri,336280,2645,9
 Anul 2010, Vaslui,Meri,336280,2645,13
 Anul 2010, Vaslui,Meri,336280,2645,21
 Anul 2010, Vaslui,Meri,336280,2645,17
 Anul 2010, Vaslui,Meri,336280,2645,10
 Anul 2010, Vaslui,Meri,336280,2645,21
 Anul 2010, Vaslui,Meri,336280,896,9
 Anul 2010, Vaslui,Meri,336280,896,13
 Anul 2010, Vaslui,Meri,336280,896,21
 Anul 2010, Vaslui,Meri,336280,896,17
 Anul 2010, Vaslui,Meri,336280,896,10
 Anul 2010, Vaslui,Meri,336280,896,21
 Anul 2011, Vaslui,Meri,619788,2752,12
 Anul 2011, Vaslui,Meri,619788,2752,9
 Anul 2011, Vaslui,Meri,619788,2752,20
 Anul 2011, Vaslui,Meri,619788,2752,18
 Anul 2011, Vaslui,Meri,619788,2752,14
 Anul 2011, Vaslui,Meri,619788,2752,18
 Anul 2011, Vaslui,Meri,619788,5752,12
 Anul 2011, Vaslui,Meri,619788,5752,9
 Anul 2011, Vaslui,Meri,619788,5752,20
 Anul 2011, Vaslui,Meri,619788,5752,18
 Anul 2011, Vaslui,Meri,619788,5752,14
 Anul 2011, Vaslui,Meri,619788,5752,18
 Anul 2011, Vaslui,Meri,619788,1247,12
 Anul 2011, Vaslui,Meri,619788,1247,9
 Anul 2011, Vaslui,Meri,619788,1247,20
 Anul 2011, Vaslui,Meri,619788,1247,18
 Anul 2011, Vaslui,Meri,619788,1247,14
 Anul 2011, Vaslui,Meri,619788,1247,18
 Anul 2011, Vaslui,Meri,619788,129,12
 Anul 2011, Vaslui,Meri,619788,129,9
 Anul 2011, Vaslui,Meri,619788,129,20
 Anul 2011, Vaslui,Meri,619788,129,18
 Anul 2011, Vaslui,Meri,619788,129,14
 Anul 2011, Vaslui,Meri,619788,129,18
 Anul 2011, Vaslui,Meri,619788,3141,12
 Anul 2011, Vaslui,Meri,619788,3141,9
 Anul 2011, Vaslui,Meri,619788,3141,20
 Anul 2011, Vaslui,Meri,619788,3141,18
 Anul 2011, Vaslui,Meri,619788,3141,14
 Anul 2011, Vaslui,Meri,619788,3141,18
 Anul 2011, Vaslui,Meri,619788,745,12
 Anul 2011, Vaslui,Meri,619788,745,9
 Anul 2011, Vaslui,Meri,619788,745,20
 Anul 2011, Vaslui,Meri,619788,745,18
 Anul 2011, Vaslui,Meri,619788,745,14
 Anul 2011, Vaslui,Meri,619788,745,18
 Anul 2012, Vaslui,Meri,408981,1696,6
 Anul 2012, Vaslui,Meri,408981,1696,12
 Anul 2012, Vaslui,Meri,408981,1696,17
 Anul 2012, Vaslui,Meri,408981,1696,18
 Anul 2012, Vaslui,Meri,408981,1696,12
 Anul 2012, Vaslui,Meri,408981,1696,19
 Anul 2012, Vaslui,Meri,408981,4943,6
 Anul 2012, Vaslui,Meri,408981,4943,12
 Anul 2012, Vaslui,Meri,408981,4943,17
 Anul 2012, Vaslui,Meri,408981,4943,18
 Anul 2012, Vaslui,Meri,408981,4943,12
 Anul 2012, Vaslui,Meri,408981,4943,19
 Anul 2012, Vaslui,Meri,408981,1041,6
 Anul 2012, Vaslui,Meri,408981,1041,12
 Anul 2012, Vaslui,Meri,408981,1041,17
 Anul 2012, Vaslui,Meri,408981,1041,18
 Anul 2012, Vaslui,Meri,408981,1041,12
 Anul 2012, Vaslui,Meri,408981,1041,19
 Anul 2012, Vaslui,Meri,408981,131,6
 Anul 2012, Vaslui,Meri,408981,131,12
 Anul 2012, Vaslui,Meri,408981,131,17
 Anul 2012, Vaslui,Meri,408981,131,18
 Anul 2012, Vaslui,Meri,408981,131,12
 Anul 2012, Vaslui,Meri,408981,131,19
 Anul 2012, Vaslui,Meri,408981,3067,6
 Anul 2012, Vaslui,Meri,408981,3067,12
 Anul 2012, Vaslui,Meri,408981,3067,17
 Anul 2012, Vaslui,Meri,408981,3067,18
 Anul 2012, Vaslui,Meri,408981,3067,12
 Anul 2012, Vaslui,Meri,408981,3067,19
 Anul 2012, Vaslui,Meri,408981,783,6
 Anul 2012, Vaslui,Meri,408981,783,12
 Anul 2012, Vaslui,Meri,408981,783,17
 Anul 2012, Vaslui,Meri,408981,783,18
 Anul 2012, Vaslui,Meri,408981,783,12
 Anul 2012, Vaslui,Meri,408981,783,19
 Anul 2013, Vaslui,Meri,241997,2660,9
 Anul 2013, Vaslui,Meri,241997,2660,8
 Anul 2013, Vaslui,Meri,241997,2660,20
 Anul 2013, Vaslui,Meri,241997,2660,19
 Anul 2013, Vaslui,Meri,241997,2660,13
 Anul 2013, Vaslui,Meri,241997,2660,20
 Anul 2013, Vaslui,Meri,241997,2040,9
 Anul 2013, Vaslui,Meri,241997,2040,8
 Anul 2013, Vaslui,Meri,241997,2040,20
 Anul 2013, Vaslui,Meri,241997,2040,19
 Anul 2013, Vaslui,Meri,241997,2040,13
 Anul 2013, Vaslui,Meri,241997,2040,20
 Anul 2013, Vaslui,Meri,241997,1233,9
 Anul 2013, Vaslui,Meri,241997,1233,8
 Anul 2013, Vaslui,Meri,241997,1233,20
 Anul 2013, Vaslui,Meri,241997,1233,19
 Anul 2013, Vaslui,Meri,241997,1233,13
 Anul 2013, Vaslui,Meri,241997,1233,20
 Anul 2013, Vaslui,Meri,241997,138,9
 Anul 2013, Vaslui,Meri,241997,138,8
 Anul 2013, Vaslui,Meri,241997,138,20
 Anul 2013, Vaslui,Meri,241997,138,19
 Anul 2013, Vaslui,Meri,241997,138,13
 Anul 2013, Vaslui,Meri,241997,138,20
 Anul 2013, Vaslui,Meri,241997,3004,9
 Anul 2013, Vaslui,Meri,241997,3004,8
 Anul 2013, Vaslui,Meri,241997,3004,20
 Anul 2013, Vaslui,Meri,241997,3004,19
 Anul 2013, Vaslui,Meri,241997,3004,13
 Anul 2013, Vaslui,Meri,241997,3004,20
 Anul 2013, Vaslui,Meri,241997,843,9
 Anul 2013, Vaslui,Meri,241997,843,8
 Anul 2013, Vaslui,Meri,241997,843,20
 Anul 2013, Vaslui,Meri,241997,843,19
 Anul 2013, Vaslui,Meri,241997,843,13
 Anul 2013, Vaslui,Meri,241997,843,20
 Anul 2014, Vaslui,Meri,525612,2799,14
 Anul 2014, Vaslui,Meri,525612,2799,16
 Anul 2014, Vaslui,Meri,525612,2799,19
 Anul 2014, Vaslui,Meri,525612,2799,25
 Anul 2014, Vaslui,Meri,525612,2799,12
 Anul 2014, Vaslui,Meri,525612,2799,16
 Anul 2014, Vaslui,Meri,525612,8537,14
 Anul 2014, Vaslui,Meri,525612,8537,16
 Anul 2014, Vaslui,Meri,525612,8537,19
 Anul 2014, Vaslui,Meri,525612,8537,25
 Anul 2014, Vaslui,Meri,525612,8537,12
 Anul 2014, Vaslui,Meri,525612,8537,16
 Anul 2014, Vaslui,Meri,525612,1225,14
 Anul 2014, Vaslui,Meri,525612,1225,16
 Anul 2014, Vaslui,Meri,525612,1225,19
 Anul 2014, Vaslui,Meri,525612,1225,25
 Anul 2014, Vaslui,Meri,525612,1225,12
 Anul 2014, Vaslui,Meri,525612,1225,16
 Anul 2014, Vaslui,Meri,525612,107,14
 Anul 2014, Vaslui,Meri,525612,107,16
 Anul 2014, Vaslui,Meri,525612,107,19
 Anul 2014, Vaslui,Meri,525612,107,25
 Anul 2014, Vaslui,Meri,525612,107,12
 Anul 2014, Vaslui,Meri,525612,107,16
 Anul 2014, Vaslui,Meri,525612,2735,14
 Anul 2014, Vaslui,Meri,525612,2735,16
 Anul 2014, Vaslui,Meri,525612,2735,19
 Anul 2014, Vaslui,Meri,525612,2735,25
 Anul 2014, Vaslui,Meri,525612,2735,12
 Anul 2014, Vaslui,Meri,525612,2735,16
 Anul 2014, Vaslui,Meri,525612,680,14
 Anul 2014, Vaslui,Meri,525612,680,16
 Anul 2014, Vaslui,Meri,525612,680,19
 Anul 2014, Vaslui,Meri,525612,680,25
 Anul 2014, Vaslui,Meri,525612,680,12
 Anul 2014, Vaslui,Meri,525612,680,16
 Anul 2015, Vaslui,Meri,592277,3221,15
 Anul 2015, Vaslui,Meri,592277,3221,13
 Anul 2015, Vaslui,Meri,592277,3221,12
 Anul 2015, Vaslui,Meri,592277,3221,27
 Anul 2015, Vaslui,Meri,592277,3221,10
 Anul 2015, Vaslui,Meri,592277,3221,17
 Anul 2015, Vaslui,Meri,592277,7844,15
 Anul 2015, Vaslui,Meri,592277,7844,13
 Anul 2015, Vaslui,Meri,592277,7844,12
 Anul 2015, Vaslui,Meri,592277,7844,27
 Anul 2015, Vaslui,Meri,592277,7844,10
 Anul 2015, Vaslui,Meri,592277,7844,17
 Anul 2015, Vaslui,Meri,592277,796,15
 Anul 2015, Vaslui,Meri,592277,796,13
 Anul 2015, Vaslui,Meri,592277,796,12
 Anul 2015, Vaslui,Meri,592277,796,27
 Anul 2015, Vaslui,Meri,592277,796,10
 Anul 2015, Vaslui,Meri,592277,796,17
 Anul 2015, Vaslui,Meri,592277,116,15
 Anul 2015, Vaslui,Meri,592277,116,13
 Anul 2015, Vaslui,Meri,592277,116,12
 Anul 2015, Vaslui,Meri,592277,116,27
 Anul 2015, Vaslui,Meri,592277,116,10
 Anul 2015, Vaslui,Meri,592277,116,17
 Anul 2015, Vaslui,Meri,592277,2899,15
 Anul 2015, Vaslui,Meri,592277,2899,13
 Anul 2015, Vaslui,Meri,592277,2899,12
 Anul 2015, Vaslui,Meri,592277,2899,27
 Anul 2015, Vaslui,Meri,592277,2899,10
 Anul 2015, Vaslui,Meri,592277,2899,17
 Anul 2015, Vaslui,Meri,592277,709,15
 Anul 2015, Vaslui,Meri,592277,709,13
 Anul 2015, Vaslui,Meri,592277,709,12
 Anul 2015, Vaslui,Meri,592277,709,27
 Anul 2015, Vaslui,Meri,592277,709,10
 Anul 2015, Vaslui,Meri,592277,709,17
 Anul 2016, Vaslui,Meri,624138,3983,18
 Anul 2016, Vaslui,Meri,624138,3983,14
 Anul 2016, Vaslui,Meri,624138,3983,14
 Anul 2016, Vaslui,Meri,624138,3983,28
 Anul 2016, Vaslui,Meri,624138,3983,13
 Anul 2016, Vaslui,Meri,624138,3983,18
 Anul 2016, Vaslui,Meri,624138,8700,18
 Anul 2016, Vaslui,Meri,624138,8700,14
 Anul 2016, Vaslui,Meri,624138,8700,14
 Anul 2016, Vaslui,Meri,624138,8700,28
 Anul 2016, Vaslui,Meri,624138,8700,13
 Anul 2016, Vaslui,Meri,624138,8700,18
 Anul 2016, Vaslui,Meri,624138,869,18
 Anul 2016, Vaslui,Meri,624138,869,14
 Anul 2016, Vaslui,Meri,624138,869,14
 Anul 2016, Vaslui,Meri,624138,869,28
 Anul 2016, Vaslui,Meri,624138,869,13
 Anul 2016, Vaslui,Meri,624138,869,18
 Anul 2016, Vaslui,Meri,624138,133,18
 Anul 2016, Vaslui,Meri,624138,133,14
 Anul 2016, Vaslui,Meri,624138,133,14
 Anul 2016, Vaslui,Meri,624138,133,28
 Anul 2016, Vaslui,Meri,624138,133,13
 Anul 2016, Vaslui,Meri,624138,133,18
 Anul 2016, Vaslui,Meri,624138,3867,18
 Anul 2016, Vaslui,Meri,624138,3867,14
 Anul 2016, Vaslui,Meri,624138,3867,14
 Anul 2016, Vaslui,Meri,624138,3867,28
 Anul 2016, Vaslui,Meri,624138,3867,13
 Anul 2016, Vaslui,Meri,624138,3867,18
 Anul 2016, Vaslui,Meri,624138,735,18
 Anul 2016, Vaslui,Meri,624138,735,14
 Anul 2016, Vaslui,Meri,624138,735,14
 Anul 2016, Vaslui,Meri,624138,735,28
 Anul 2016, Vaslui,Meri,624138,735,13
 Anul 2016, Vaslui,Meri,624138,735,18
 Anul 2017, Vaslui,Meri,617045,3176,15
 Anul 2017, Vaslui,Meri,617045,3176,11
 Anul 2017, Vaslui,Meri,617045,3176,14
 Anul 2017, Vaslui,Meri,617045,3176,20
 Anul 2017, Vaslui,Meri,617045,3176,10
 Anul 2017, Vaslui,Meri,617045,3176,26
 Anul 2017, Vaslui,Meri,617045,7095,15
 Anul 2017, Vaslui,Meri,617045,7095,11
 Anul 2017, Vaslui,Meri,617045,7095,14
 Anul 2017, Vaslui,Meri,617045,7095,20
 Anul 2017, Vaslui,Meri,617045,7095,10
 Anul 2017, Vaslui,Meri,617045,7095,26
 Anul 2017, Vaslui,Meri,617045,845,15
 Anul 2017, Vaslui,Meri,617045,845,11
 Anul 2017, Vaslui,Meri,617045,845,14
 Anul 2017, Vaslui,Meri,617045,845,20
 Anul 2017, Vaslui,Meri,617045,845,10
 Anul 2017, Vaslui,Meri,617045,845,26
 Anul 2017, Vaslui,Meri,617045,85,15
 Anul 2017, Vaslui,Meri,617045,85,11
 Anul 2017, Vaslui,Meri,617045,85,14
 Anul 2017, Vaslui,Meri,617045,85,20
 Anul 2017, Vaslui,Meri,617045,85,10
 Anul 2017, Vaslui,Meri,617045,85,26
 Anul 2017, Vaslui,Meri,617045,2857,15
 Anul 2017, Vaslui,Meri,617045,2857,11
 Anul 2017, Vaslui,Meri,617045,2857,14
 Anul 2017, Vaslui,Meri,617045,2857,20
 Anul 2017, Vaslui,Meri,617045,2857,10
 Anul 2017, Vaslui,Meri,617045,2857,26
 Anul 2017, Vaslui,Meri,617045,1058,15
 Anul 2017, Vaslui,Meri,617045,1058,11
 Anul 2017, Vaslui,Meri,617045,1058,14
 Anul 2017, Vaslui,Meri,617045,1058,20
 Anul 2017, Vaslui,Meri,617045,1058,10
 Anul 2017, Vaslui,Meri,617045,1058,26
 Anul 2018, Vaslui,Meri,5110865,5592,27
 Anul 2018, Vaslui,Meri,5110865,5592,2
 Anul 2018, Vaslui,Meri,5110865,5592,15
 Anul 2018, Vaslui,Meri,5110865,5592,19
 Anul 2018, Vaslui,Meri,5110865,5592,14
 Anul 2018, Vaslui,Meri,5110865,5592,27
 Anul 2018, Vaslui,Meri,5110865,8664,27
 Anul 2018, Vaslui,Meri,5110865,8664,2
 Anul 2018, Vaslui,Meri,5110865,8664,15
 Anul 2018, Vaslui,Meri,5110865,8664,19
 Anul 2018, Vaslui,Meri,5110865,8664,14
 Anul 2018, Vaslui,Meri,5110865,8664,27
 Anul 2018, Vaslui,Meri,5110865,910,27
 Anul 2018, Vaslui,Meri,5110865,910,2
 Anul 2018, Vaslui,Meri,5110865,910,15
 Anul 2018, Vaslui,Meri,5110865,910,19
 Anul 2018, Vaslui,Meri,5110865,910,14
 Anul 2018, Vaslui,Meri,5110865,910,27
 Anul 2018, Vaslui,Meri,5110865,89,27
 Anul 2018, Vaslui,Meri,5110865,89,2
 Anul 2018, Vaslui,Meri,5110865,89,15
 Anul 2018, Vaslui,Meri,5110865,89,19
 Anul 2018, Vaslui,Meri,5110865,89,14
 Anul 2018, Vaslui,Meri,5110865,89,27
 Anul 2018, Vaslui,Meri,5110865,3270,27
 Anul 2018, Vaslui,Meri,5110865,3270,2
 Anul 2018, Vaslui,Meri,5110865,3270,15
 Anul 2018, Vaslui,Meri,5110865,3270,19
 Anul 2018, Vaslui,Meri,5110865,3270,14
 Anul 2018, Vaslui,Meri,5110865,3270,27
 Anul 2018, Vaslui,Meri,5110865,1099,27
 Anul 2018, Vaslui,Meri,5110865,1099,2
 Anul 2018, Vaslui,Meri,5110865,1099,15
 Anul 2018, Vaslui,Meri,5110865,1099,19
 Anul 2018, Vaslui,Meri,5110865,1099,14
 Anul 2018, Vaslui,Meri,5110865,1099,27
 Anul 2019, Vaslui,Meri,586494,4425,21
 Anul 2019, Vaslui,Meri,586494,4425,12
 Anul 2019, Vaslui,Meri,586494,4425,13
 Anul 2019, Vaslui,Meri,586494,4425,14
 Anul 2019, Vaslui,Meri,586494,4425,13
 Anul 2019, Vaslui,Meri,586494,4425,25
 Anul 2019, Vaslui,Meri,586494,7180,21
 Anul 2019, Vaslui,Meri,586494,7180,12
 Anul 2019, Vaslui,Meri,586494,7180,13
 Anul 2019, Vaslui,Meri,586494,7180,14
 Anul 2019, Vaslui,Meri,586494,7180,13
 Anul 2019, Vaslui,Meri,586494,7180,25
 Anul 2019, Vaslui,Meri,586494,793,21
 Anul 2019, Vaslui,Meri,586494,793,12
 Anul 2019, Vaslui,Meri,586494,793,13
 Anul 2019, Vaslui,Meri,586494,793,14
 Anul 2019, Vaslui,Meri,586494,793,13
 Anul 2019, Vaslui,Meri,586494,793,25
 Anul 2019, Vaslui,Meri,586494,68,21
 Anul 2019, Vaslui,Meri,586494,68,12
 Anul 2019, Vaslui,Meri,586494,68,13
 Anul 2019, Vaslui,Meri,586494,68,14
 Anul 2019, Vaslui,Meri,586494,68,13
 Anul 2019, Vaslui,Meri,586494,68,25
 Anul 2019, Vaslui,Meri,586494,2878,21
 Anul 2019, Vaslui,Meri,586494,2878,12
 Anul 2019, Vaslui,Meri,586494,2878,13
 Anul 2019, Vaslui,Meri,586494,2878,14
 Anul 2019, Vaslui,Meri,586494,2878,13
 Anul 2019, Vaslui,Meri,586494,2878,25
 Anul 2019, Vaslui,Meri,586494,1018,21
 Anul 2019, Vaslui,Meri,586494,1018,12
 Anul 2019, Vaslui,Meri,586494,1018,13
 Anul 2019, Vaslui,Meri,586494,1018,14
 Anul 2019, Vaslui,Meri,586494,1018,13
 Anul 2019, Vaslui,Meri,586494,1018,25
 Anul 2020, Vaslui,Meri,465624,4377,22
 Anul 2020, Vaslui,Meri,465624,4377,15
 Anul 2020, Vaslui,Meri,465624,4377,11
 Anul 2020, Vaslui,Meri,465624,4377,14
 Anul 2020, Vaslui,Meri,465624,4377,13
 Anul 2020, Vaslui,Meri,465624,4377,23
 Anul 2020, Vaslui,Meri,465624,7003,22
 Anul 2020, Vaslui,Meri,465624,7003,15
 Anul 2020, Vaslui,Meri,465624,7003,11
 Anul 2020, Vaslui,Meri,465624,7003,14
 Anul 2020, Vaslui,Meri,465624,7003,13
 Anul 2020, Vaslui,Meri,465624,7003,23
 Anul 2020, Vaslui,Meri,465624,685,22
 Anul 2020, Vaslui,Meri,465624,685,15
 Anul 2020, Vaslui,Meri,465624,685,11
 Anul 2020, Vaslui,Meri,465624,685,14
 Anul 2020, Vaslui,Meri,465624,685,13
 Anul 2020, Vaslui,Meri,465624,685,23
 Anul 2020, Vaslui,Meri,465624,64,22
 Anul 2020, Vaslui,Meri,465624,64,15
 Anul 2020, Vaslui,Meri,465624,64,11
 Anul 2020, Vaslui,Meri,465624,64,14
 Anul 2020, Vaslui,Meri,465624,64,13
 Anul 2020, Vaslui,Meri,465624,64,23
 Anul 2020, Vaslui,Meri,465624,2701,22
 Anul 2020, Vaslui,Meri,465624,2701,15
 Anul 2020, Vaslui,Meri,465624,2701,11
 Anul 2020, Vaslui,Meri,465624,2701,14
 Anul 2020, Vaslui,Meri,465624,2701,13
 Anul 2020, Vaslui,Meri,465624,2701,23
 Anul 2020, Vaslui,Meri,465624,936,22
 Anul 2020, Vaslui,Meri,465624,936,15
 Anul 2020, Vaslui,Meri,465624,936,11
 Anul 2020, Vaslui,Meri,465624,936,14
 Anul 2020, Vaslui,Meri,465624,936,13
 Anul 2020, Vaslui,Meri,465624,936,23
 Anul 2021, Vaslui,Meri,211996,5746,24
 Anul 2021, Vaslui,Meri,211996,5746,24
 Anul 2021, Vaslui,Meri,211996,5746,11
 Anul 2021, Vaslui,Meri,211996,5746,15
 Anul 2021, Vaslui,Meri,211996,5746,13
 Anul 2021, Vaslui,Meri,211996,5746,24
 Anul 2021, Vaslui,Meri,211996,5004,24
 Anul 2021, Vaslui,Meri,211996,5004,24
 Anul 2021, Vaslui,Meri,211996,5004,11
 Anul 2021, Vaslui,Meri,211996,5004,15
 Anul 2021, Vaslui,Meri,211996,5004,13
 Anul 2021, Vaslui,Meri,211996,5004,24
 Anul 2021, Vaslui,Meri,211996,705,24
 Anul 2021, Vaslui,Meri,211996,705,24
 Anul 2021, Vaslui,Meri,211996,705,11
 Anul 2021, Vaslui,Meri,211996,705,15
 Anul 2021, Vaslui,Meri,211996,705,13
 Anul 2021, Vaslui,Meri,211996,705,24
 Anul 2021, Vaslui,Meri,211996,74,24
 Anul 2021, Vaslui,Meri,211996,74,24
 Anul 2021, Vaslui,Meri,211996,74,11
 Anul 2021, Vaslui,Meri,211996,74,15
 Anul 2021, Vaslui,Meri,211996,74,13
 Anul 2021, Vaslui,Meri,211996,74,24
 Anul 2021, Vaslui,Meri,211996,3277,24
 Anul 2021, Vaslui,Meri,211996,3277,24
 Anul 2021, Vaslui,Meri,211996,3277,11
 Anul 2021, Vaslui,Meri,211996,3277,15
 Anul 2021, Vaslui,Meri,211996,3277,13
 Anul 2021, Vaslui,Meri,211996,3277,24
 Anul 2021, Vaslui,Meri,211996,1177,24
 Anul 2021, Vaslui,Meri,211996,1177,24
 Anul 2021, Vaslui,Meri,211996,1177,11
 Anul 2021, Vaslui,Meri,211996,1177,15
 Anul 2021, Vaslui,Meri,211996,1177,13
 Anul 2021, Vaslui,Meri,211996,1177,24
 Anul 2022, Vaslui,Meri,366980,3259,19
 Anul 2022, Vaslui,Meri,366980,3259,12
 Anul 2022, Vaslui,Meri,366980,3259,10
 Anul 2022, Vaslui,Meri,366980,3259,13
 Anul 2022, Vaslui,Meri,366980,3259,12
 Anul 2022, Vaslui,Meri,366980,3259,20
 Anul 2022, Vaslui,Meri,366980,4351,19
 Anul 2022, Vaslui,Meri,366980,4351,12
 Anul 2022, Vaslui,Meri,366980,4351,10
 Anul 2022, Vaslui,Meri,366980,4351,13
 Anul 2022, Vaslui,Meri,366980,4351,12
 Anul 2022, Vaslui,Meri,366980,4351,20
 Anul 2022, Vaslui,Meri,366980,620,19
 Anul 2022, Vaslui,Meri,366980,620,12
 Anul 2022, Vaslui,Meri,366980,620,10
 Anul 2022, Vaslui,Meri,366980,620,13
 Anul 2022, Vaslui,Meri,366980,620,12
 Anul 2022, Vaslui,Meri,366980,620,20
 Anul 2022, Vaslui,Meri,366980,62,19
 Anul 2022, Vaslui,Meri,366980,62,12
 Anul 2022, Vaslui,Meri,366980,62,10
 Anul 2022, Vaslui,Meri,366980,62,13
 Anul 2022, Vaslui,Meri,366980,62,12
 Anul 2022, Vaslui,Meri,366980,62,20
