An,Judet,Specie_Pomi,Nr_Pomi,Tone_Totale,Kg_per_Pom
 Anul 2001, Brasov,Meri,722911,3,11
 Anul 2001, Brasov,Meri,722911,3,23
 Anul 2001, Brasov,Meri,722911,3,3
 Anul 2001, Brasov,Meri,722911,3,8
 Anul 2001, Brasov,Meri,722911,155,4
 Anul 2001, Brasov,Meri,722911,155,4
 Anul 2001, Brasov,Meri,722911,155,11
 Anul 2001, Brasov,Meri,722911,155,23
 Anul 2001, Brasov,Meri,722911,155,3
 Anul 2001, Brasov,Meri,722911,155,8
 Anul 2001, Brasov,Meri,722911,150,4
 Anul 2001, Brasov,Meri,722911,150,4
 Anul 2001, Brasov,Meri,722911,150,11
 Anul 2001, Brasov,Meri,722911,150,23
 Anul 2001, Brasov,Meri,722911,150,3
 Anul 2001, Brasov,Meri,722911,150,8
 Anul 2002, Brasov,Meri,678955,1216,6
 Anul 2002, Brasov,Meri,678955,1216,7
 Anul 2002, Brasov,Meri,678955,1216,18
 Anul 2002, Brasov,Meri,678955,1216,16
 Anul 2002, Brasov,Meri,678955,1216,3
 Anul 2002, Brasov,Meri,678955,1216,13
 Anul 2002, Brasov,Meri,678955,4604,6
 Anul 2002, Brasov,Meri,678955,4604,7
 Anul 2002, Brasov,Meri,678955,4604,18
 Anul 2002, Brasov,Meri,678955,4604,16
 Anul 2002, Brasov,Meri,678955,4604,3
 Anul 2002, Brasov,Meri,678955,4604,13
 Anul 2002, Brasov,Meri,678955,1116,6
 Anul 2002, Brasov,Meri,678955,1116,7
 Anul 2002, Brasov,Meri,678955,1116,18
 Anul 2002, Brasov,Meri,678955,1116,16
 Anul 2002, Brasov,Meri,678955,1116,3
 Anul 2002, Brasov,Meri,678955,1116,13
 Anul 2002, Brasov,Meri,678955,2,6
 Anul 2002, Brasov,Meri,678955,2,7
 Anul 2002, Brasov,Meri,678955,2,18
 Anul 2002, Brasov,Meri,678955,2,16
 Anul 2002, Brasov,Meri,678955,2,3
 Anul 2002, Brasov,Meri,678955,2,13
 Anul 2002, Brasov,Meri,678955,204,6
 Anul 2002, Brasov,Meri,678955,204,7
 Anul 2002, Brasov,Meri,678955,204,18
 Anul 2002, Brasov,Meri,678955,204,16
 Anul 2002, Brasov,Meri,678955,204,3
 Anul 2002, Brasov,Meri,678955,204,13
 Anul 2002, Brasov,Meri,678955,265,6
 Anul 2002, Brasov,Meri,678955,265,7
 Anul 2002, Brasov,Meri,678955,265,18
 Anul 2002, Brasov,Meri,678955,265,16
 Anul 2002, Brasov,Meri,678955,265,3
 Anul 2002, Brasov,Meri,678955,265,13
 Anul 2003, Brasov,Meri,682746,1644,7
 Anul 2003, Brasov,Meri,682746,1644,10
 Anul 2003, Brasov,Meri,682746,1644,14
 Anul 2003, Brasov,Meri,682746,1644,8
 Anul 2003, Brasov,Meri,682746,1644,7
 Anul 2003, Brasov,Meri,682746,1644,16
 Anul 2003, Brasov,Meri,682746,6549,7
 Anul 2003, Brasov,Meri,682746,6549,10
 Anul 2003, Brasov,Meri,682746,6549,14
 Anul 2003, Brasov,Meri,682746,6549,8
 Anul 2003, Brasov,Meri,682746,6549,7
 Anul 2003, Brasov,Meri,682746,6549,16
 Anul 2003, Brasov,Meri,682746,964,7
 Anul 2003, Brasov,Meri,682746,964,10
 Anul 2003, Brasov,Meri,682746,964,14
 Anul 2003, Brasov,Meri,682746,964,8
 Anul 2003, Brasov,Meri,682746,964,7
 Anul 2003, Brasov,Meri,682746,964,16
 Anul 2003, Brasov,Meri,682746,2,7
 Anul 2003, Brasov,Meri,682746,2,10
 Anul 2003, Brasov,Meri,682746,2,14
 Anul 2003, Brasov,Meri,682746,2,8
 Anul 2003, Brasov,Meri,682746,2,7
 Anul 2003, Brasov,Meri,682746,2,16
 Anul 2003, Brasov,Meri,682746,354,7
 Anul 2003, Brasov,Meri,682746,354,10
 Anul 2003, Brasov,Meri,682746,354,14
 Anul 2003, Brasov,Meri,682746,354,8
 Anul 2003, Brasov,Meri,682746,354,7
 Anul 2003, Brasov,Meri,682746,354,16
 Anul 2003, Brasov,Meri,682746,325,7
 Anul 2003, Brasov,Meri,682746,325,10
 Anul 2003, Brasov,Meri,682746,325,14
 Anul 2003, Brasov,Meri,682746,325,8
 Anul 2003, Brasov,Meri,682746,325,7
 Anul 2003, Brasov,Meri,682746,325,16
 Anul 2004, Brasov,Meri,559192,1131,4
 Anul 2004, Brasov,Meri,559192,1131,38
 Anul 2004, Brasov,Meri,559192,1131,1
 Anul 2004, Brasov,Meri,559192,1131,2
 Anul 2004, Brasov,Meri,559192,21084,4
 Anul 2004, Brasov,Meri,559192,21084,38
 Anul 2004, Brasov,Meri,559192,21084,1
 Anul 2004, Brasov,Meri,559192,21084,2
 Anul 2004, Brasov,Meri,559192,3,4
 Anul 2004, Brasov,Meri,559192,3,38
 Anul 2004, Brasov,Meri,559192,3,1
 Anul 2004, Brasov,Meri,559192,3,2
 Anul 2004, Brasov,Meri,559192,47,4
 Anul 2004, Brasov,Meri,559192,47,38
 Anul 2004, Brasov,Meri,559192,47,1
 Anul 2004, Brasov,Meri,559192,47,2
 Anul 2004, Brasov,Meri,559192,30,4
 Anul 2004, Brasov,Meri,559192,30,38
 Anul 2004, Brasov,Meri,559192,30,1
 Anul 2004, Brasov,Meri,559192,30,2
 Anul 2005, Brasov,Meri,1086375,1567,8
 Anul 2005, Brasov,Meri,1086375,1567,3
 Anul 2005, Brasov,Meri,1086375,1567,17
 Anul 2005, Brasov,Meri,1086375,1567,10
 Anul 2005, Brasov,Meri,1086375,1567,18
 Anul 2005, Brasov,Meri,1086375,3546,8
 Anul 2005, Brasov,Meri,1086375,3546,3
 Anul 2005, Brasov,Meri,1086375,3546,17
 Anul 2005, Brasov,Meri,1086375,3546,10
 Anul 2005, Brasov,Meri,1086375,3546,18
 Anul 2005, Brasov,Meri,1086375,1152,8
 Anul 2005, Brasov,Meri,1086375,1152,3
 Anul 2005, Brasov,Meri,1086375,1152,17
 Anul 2005, Brasov,Meri,1086375,1152,10
 Anul 2005, Brasov,Meri,1086375,1152,18
 Anul 2005, Brasov,Meri,1086375,598,8
 Anul 2005, Brasov,Meri,1086375,598,3
 Anul 2005, Brasov,Meri,1086375,598,17
 Anul 2005, Brasov,Meri,1086375,598,10
 Anul 2005, Brasov,Meri,1086375,598,18
 Anul 2005, Brasov,Meri,1086375,457,8
 Anul 2005, Brasov,Meri,1086375,457,3
 Anul 2005, Brasov,Meri,1086375,457,17
 Anul 2005, Brasov,Meri,1086375,457,10
 Anul 2005, Brasov,Meri,1086375,457,18
 Anul 2006, Brasov,Meri,723437,1957,9
 Anul 2006, Brasov,Meri,723437,1957,7
 Anul 2006, Brasov,Meri,723437,1957,9
 Anul 2006, Brasov,Meri,723437,1957,12
 Anul 2006, Brasov,Meri,723437,1957,9
 Anul 2006, Brasov,Meri,723437,1957,12
 Anul 2006, Brasov,Meri,723437,5425,9
 Anul 2006, Brasov,Meri,723437,5425,7
 Anul 2006, Brasov,Meri,723437,5425,9
 Anul 2006, Brasov,Meri,723437,5425,12
 Anul 2006, Brasov,Meri,723437,5425,9
 Anul 2006, Brasov,Meri,723437,5425,12
 Anul 2006, Brasov,Meri,723437,591,9
 Anul 2006, Brasov,Meri,723437,591,7
 Anul 2006, Brasov,Meri,723437,591,9
 Anul 2006, Brasov,Meri,723437,591,12
 Anul 2006, Brasov,Meri,723437,591,9
 Anul 2006, Brasov,Meri,723437,591,12
 Anul 2006, Brasov,Meri,723437,6,9
 Anul 2006, Brasov,Meri,723437,6,7
 Anul 2006, Brasov,Meri,723437,6,9
 Anul 2006, Brasov,Meri,723437,6,12
 Anul 2006, Brasov,Meri,723437,6,9
 Anul 2006, Brasov,Meri,723437,6,12
 Anul 2006, Brasov,Meri,723437,223,9
 Anul 2006, Brasov,Meri,723437,223,7
 Anul 2006, Brasov,Meri,723437,223,9
 Anul 2006, Brasov,Meri,723437,223,12
 Anul 2006, Brasov,Meri,723437,223,9
 Anul 2006, Brasov,Meri,723437,223,12
 Anul 2006, Brasov,Meri,723437,208,9
 Anul 2006, Brasov,Meri,723437,208,7
 Anul 2006, Brasov,Meri,723437,208,9
 Anul 2006, Brasov,Meri,723437,208,12
 Anul 2006, Brasov,Meri,723437,208,9
 Anul 2006, Brasov,Meri,723437,208,12
 Anul 2007, Brasov,Meri,576174,956,2
 Anul 2007, Brasov,Meri,576174,956,5
 Anul 2007, Brasov,Meri,576174,956,8
 Anul 2007, Brasov,Meri,576174,956,12
 Anul 2007, Brasov,Meri,576174,956,10
 Anul 2007, Brasov,Meri,576174,2813,2
 Anul 2007, Brasov,Meri,576174,2813,5
 Anul 2007, Brasov,Meri,576174,2813,8
 Anul 2007, Brasov,Meri,576174,2813,12
 Anul 2007, Brasov,Meri,576174,2813,10
 Anul 2007, Brasov,Meri,576174,518,2
 Anul 2007, Brasov,Meri,576174,518,5
 Anul 2007, Brasov,Meri,576174,518,8
 Anul 2007, Brasov,Meri,576174,518,12
 Anul 2007, Brasov,Meri,576174,518,10
 Anul 2007, Brasov,Meri,576174,335,2
 Anul 2007, Brasov,Meri,576174,335,5
 Anul 2007, Brasov,Meri,576174,335,8
 Anul 2007, Brasov,Meri,576174,335,12
 Anul 2007, Brasov,Meri,576174,335,10
 Anul 2007, Brasov,Meri,576174,286,2
 Anul 2007, Brasov,Meri,576174,286,5
 Anul 2007, Brasov,Meri,576174,286,8
 Anul 2007, Brasov,Meri,576174,286,12
 Anul 2007, Brasov,Meri,576174,286,10
 Anul 2008, Brasov,Meri,106816,1571,6
 Anul 2008, Brasov,Meri,106816,1571,13
 Anul 2008, Brasov,Meri,106816,1571,9
 Anul 2008, Brasov,Meri,106816,1571,9
 Anul 2008, Brasov,Meri,106816,1571,11
 Anul 2008, Brasov,Meri,106816,1370,6
 Anul 2008, Brasov,Meri,106816,1370,13
 Anul 2008, Brasov,Meri,106816,1370,9
 Anul 2008, Brasov,Meri,106816,1370,9
 Anul 2008, Brasov,Meri,106816,1370,11
 Anul 2008, Brasov,Meri,106816,536,6
 Anul 2008, Brasov,Meri,106816,536,13
 Anul 2008, Brasov,Meri,106816,536,9
 Anul 2008, Brasov,Meri,106816,536,9
 Anul 2008, Brasov,Meri,106816,536,11
 Anul 2008, Brasov,Meri,106816,194,6
 Anul 2008, Brasov,Meri,106816,194,13
 Anul 2008, Brasov,Meri,106816,194,9
 Anul 2008, Brasov,Meri,106816,194,9
 Anul 2008, Brasov,Meri,106816,194,11
 Anul 2008, Brasov,Meri,106816,297,6
 Anul 2008, Brasov,Meri,106816,297,13
 Anul 2008, Brasov,Meri,106816,297,9
 Anul 2008, Brasov,Meri,106816,297,9
 Anul 2008, Brasov,Meri,106816,297,11
 Anul 2009, Brasov,Meri,109873,2679,11
 Anul 2009, Brasov,Meri,109873,2679,11
 Anul 2009, Brasov,Meri,109873,2679,13
 Anul 2009, Brasov,Meri,109873,2679,9
 Anul 2009, Brasov,Meri,109873,2679,12
 Anul 2009, Brasov,Meri,109873,1195,11
 Anul 2009, Brasov,Meri,109873,1195,11
 Anul 2009, Brasov,Meri,109873,1195,13
 Anul 2009, Brasov,Meri,109873,1195,9
 Anul 2009, Brasov,Meri,109873,1195,12
 Anul 2009, Brasov,Meri,109873,772,11
 Anul 2009, Brasov,Meri,109873,772,11
 Anul 2009, Brasov,Meri,109873,772,13
 Anul 2009, Brasov,Meri,109873,772,9
 Anul 2009, Brasov,Meri,109873,772,12
 Anul 2009, Brasov,Meri,109873,184,11
 Anul 2009, Brasov,Meri,109873,184,11
 Anul 2009, Brasov,Meri,109873,184,13
 Anul 2009, Brasov,Meri,109873,184,9
 Anul 2009, Brasov,Meri,109873,184,12
 Anul 2009, Brasov,Meri,109873,309,11
 Anul 2009, Brasov,Meri,109873,309,11
 Anul 2009, Brasov,Meri,109873,309,13
 Anul 2009, Brasov,Meri,109873,309,9
 Anul 2009, Brasov,Meri,109873,309,12
 Anul 2010, Brasov,Meri,156054,2249,9
 Anul 2010, Brasov,Meri,156054,2249,9
 Anul 2010, Brasov,Meri,156054,2249,11
 Anul 2010, Brasov,Meri,156054,2249,11
 Anul 2010, Brasov,Meri,156054,2249,22
 Anul 2010, Brasov,Meri,156054,1364,9
 Anul 2010, Brasov,Meri,156054,1364,9
 Anul 2010, Brasov,Meri,156054,1364,11
 Anul 2010, Brasov,Meri,156054,1364,11
 Anul 2010, Brasov,Meri,156054,1364,22
 Anul 2010, Brasov,Meri,156054,626,9
 Anul 2010, Brasov,Meri,156054,626,9
 Anul 2010, Brasov,Meri,156054,626,11
 Anul 2010, Brasov,Meri,156054,626,11
 Anul 2010, Brasov,Meri,156054,626,22
 Anul 2010, Brasov,Meri,156054,226,9
 Anul 2010, Brasov,Meri,156054,226,9
 Anul 2010, Brasov,Meri,156054,226,11
 Anul 2010, Brasov,Meri,156054,226,11
 Anul 2010, Brasov,Meri,156054,226,22
 Anul 2010, Brasov,Meri,156054,7,9
 Anul 2010, Brasov,Meri,156054,7,9
 Anul 2010, Brasov,Meri,156054,7,11
 Anul 2010, Brasov,Meri,156054,7,11
 Anul 2010, Brasov,Meri,156054,7,22
 Anul 2011, Brasov,Meri,572569,2789,11
 Anul 2011, Brasov,Meri,572569,2789,8
 Anul 2011, Brasov,Meri,572569,2789,11
 Anul 2011, Brasov,Meri,572569,2789,13
 Anul 2011, Brasov,Meri,572569,2789,12
 Anul 2011, Brasov,Meri,572569,2789,20
 Anul 2011, Brasov,Meri,572569,4312,11
 Anul 2011, Brasov,Meri,572569,4312,8
 Anul 2011, Brasov,Meri,572569,4312,11
 Anul 2011, Brasov,Meri,572569,4312,13
 Anul 2011, Brasov,Meri,572569,4312,12
 Anul 2011, Brasov,Meri,572569,4312,20
 Anul 2011, Brasov,Meri,572569,904,11
 Anul 2011, Brasov,Meri,572569,904,8
 Anul 2011, Brasov,Meri,572569,904,11
 Anul 2011, Brasov,Meri,572569,904,13
 Anul 2011, Brasov,Meri,572569,904,12
 Anul 2011, Brasov,Meri,572569,904,20
 Anul 2011, Brasov,Meri,572569,2,11
 Anul 2011, Brasov,Meri,572569,2,8
 Anul 2011, Brasov,Meri,572569,2,11
 Anul 2011, Brasov,Meri,572569,2,13
 Anul 2011, Brasov,Meri,572569,2,12
 Anul 2011, Brasov,Meri,572569,2,20
 Anul 2011, Brasov,Meri,572569,233,11
 Anul 2011, Brasov,Meri,572569,233,8
 Anul 2011, Brasov,Meri,572569,233,11
 Anul 2011, Brasov,Meri,572569,233,13
 Anul 2011, Brasov,Meri,572569,233,12
 Anul 2011, Brasov,Meri,572569,233,20
 Anul 2011, Brasov,Meri,572569,56,11
 Anul 2011, Brasov,Meri,572569,56,8
 Anul 2011, Brasov,Meri,572569,56,11
 Anul 2011, Brasov,Meri,572569,56,13
 Anul 2011, Brasov,Meri,572569,56,12
 Anul 2011, Brasov,Meri,572569,56,20
 Anul 2012, Brasov,Meri,548311,1442,6
 Anul 2012, Brasov,Meri,548311,1442,6
 Anul 2012, Brasov,Meri,548311,1442,10
 Anul 2012, Brasov,Meri,548311,1442,12
 Anul 2012, Brasov,Meri,548311,1442,11
 Anul 2012, Brasov,Meri,548311,1442,23
 Anul 2012, Brasov,Meri,548311,3041,6
 Anul 2012, Brasov,Meri,548311,3041,6
 Anul 2012, Brasov,Meri,548311,3041,10
 Anul 2012, Brasov,Meri,548311,3041,12
 Anul 2012, Brasov,Meri,548311,3041,11
 Anul 2012, Brasov,Meri,548311,3041,23
 Anul 2012, Brasov,Meri,548311,810,6
 Anul 2012, Brasov,Meri,548311,810,6
 Anul 2012, Brasov,Meri,548311,810,10
 Anul 2012, Brasov,Meri,548311,810,12
 Anul 2012, Brasov,Meri,548311,810,11
 Anul 2012, Brasov,Meri,548311,810,23
 Anul 2012, Brasov,Meri,548311,2,6
 Anul 2012, Brasov,Meri,548311,2,6
 Anul 2012, Brasov,Meri,548311,2,10
 Anul 2012, Brasov,Meri,548311,2,12
 Anul 2012, Brasov,Meri,548311,2,11
 Anul 2012, Brasov,Meri,548311,2,23
 Anul 2012, Brasov,Meri,548311,215,6
 Anul 2012, Brasov,Meri,548311,215,6
 Anul 2012, Brasov,Meri,548311,215,10
 Anul 2012, Brasov,Meri,548311,215,12
 Anul 2012, Brasov,Meri,548311,215,11
 Anul 2012, Brasov,Meri,548311,215,23
 Anul 2012, Brasov,Meri,548311,67,6
 Anul 2012, Brasov,Meri,548311,67,6
 Anul 2012, Brasov,Meri,548311,67,10
 Anul 2012, Brasov,Meri,548311,67,12
 Anul 2012, Brasov,Meri,548311,67,11
 Anul 2012, Brasov,Meri,548311,67,23
 Anul 2013, Brasov,Meri,544279,1751,7
 Anul 2013, Brasov,Meri,544279,1751,6
 Anul 2013, Brasov,Meri,544279,1751,13
 Anul 2013, Brasov,Meri,544279,1751,6
 Anul 2013, Brasov,Meri,544279,1751,13
 Anul 2013, Brasov,Meri,544279,1751,23
 Anul 2013, Brasov,Meri,544279,3153,7
 Anul 2013, Brasov,Meri,544279,3153,6
 Anul 2013, Brasov,Meri,544279,3153,13
 Anul 2013, Brasov,Meri,544279,3153,6
 Anul 2013, Brasov,Meri,544279,3153,13
 Anul 2013, Brasov,Meri,544279,3153,23
 Anul 2013, Brasov,Meri,544279,1070,7
 Anul 2013, Brasov,Meri,544279,1070,6
 Anul 2013, Brasov,Meri,544279,1070,13
 Anul 2013, Brasov,Meri,544279,1070,6
 Anul 2013, Brasov,Meri,544279,1070,13
 Anul 2013, Brasov,Meri,544279,1070,23
 Anul 2013, Brasov,Meri,544279,1,7
 Anul 2013, Brasov,Meri,544279,1,6
 Anul 2013, Brasov,Meri,544279,1,13
 Anul 2013, Brasov,Meri,544279,1,6
 Anul 2013, Brasov,Meri,544279,1,13
 Anul 2013, Brasov,Meri,544279,1,23
 Anul 2013, Brasov,Meri,544279,266,7
 Anul 2013, Brasov,Meri,544279,266,6
 Anul 2013, Brasov,Meri,544279,266,13
 Anul 2013, Brasov,Meri,544279,266,6
 Anul 2013, Brasov,Meri,544279,266,13
 Anul 2013, Brasov,Meri,544279,266,23
 Anul 2013, Brasov,Meri,544279,68,7
 Anul 2013, Brasov,Meri,544279,68,6
 Anul 2013, Brasov,Meri,544279,68,13
 Anul 2013, Brasov,Meri,544279,68,6
 Anul 2013, Brasov,Meri,544279,68,13
 Anul 2013, Brasov,Meri,544279,68,23
 Anul 2014, Brasov,Meri,541040,2579,10
 Anul 2014, Brasov,Meri,541040,2579,6
 Anul 2014, Brasov,Meri,541040,2579,13
 Anul 2014, Brasov,Meri,541040,2579,17
 Anul 2014, Brasov,Meri,541040,2579,13
 Anul 2014, Brasov,Meri,541040,2579,21
 Anul 2014, Brasov,Meri,541040,3240,10
 Anul 2014, Brasov,Meri,541040,3240,6
 Anul 2014, Brasov,Meri,541040,3240,13
 Anul 2014, Brasov,Meri,541040,3240,17
 Anul 2014, Brasov,Meri,541040,3240,13
 Anul 2014, Brasov,Meri,541040,3240,21
 Anul 2014, Brasov,Meri,541040,1015,10
 Anul 2014, Brasov,Meri,541040,1015,6
 Anul 2014, Brasov,Meri,541040,1015,13
 Anul 2014, Brasov,Meri,541040,1015,17
 Anul 2014, Brasov,Meri,541040,1015,13
 Anul 2014, Brasov,Meri,541040,1015,21
 Anul 2014, Brasov,Meri,541040,2,10
 Anul 2014, Brasov,Meri,541040,2,6
 Anul 2014, Brasov,Meri,541040,2,13
 Anul 2014, Brasov,Meri,541040,2,17
 Anul 2014, Brasov,Meri,541040,2,13
 Anul 2014, Brasov,Meri,541040,2,21
 Anul 2014, Brasov,Meri,541040,269,10
 Anul 2014, Brasov,Meri,541040,269,6
 Anul 2014, Brasov,Meri,541040,269,13
 Anul 2014, Brasov,Meri,541040,269,17
 Anul 2014, Brasov,Meri,541040,269,13
 Anul 2014, Brasov,Meri,541040,269,21
 Anul 2014, Brasov,Meri,541040,50,10
 Anul 2014, Brasov,Meri,541040,50,6
 Anul 2014, Brasov,Meri,541040,50,13
 Anul 2014, Brasov,Meri,541040,50,17
 Anul 2014, Brasov,Meri,541040,50,13
 Anul 2014, Brasov,Meri,541040,50,21
 Anul 2015, Brasov,Meri,530027,2418,10
 Anul 2015, Brasov,Meri,530027,2418,4
 Anul 2015, Brasov,Meri,530027,2418,12
 Anul 2015, Brasov,Meri,530027,2418,9
 Anul 2015, Brasov,Meri,530027,2418,11
 Anul 2015, Brasov,Meri,530027,2418,20
 Anul 2015, Brasov,Meri,530027,2158,10
 Anul 2015, Brasov,Meri,530027,2158,4
 Anul 2015, Brasov,Meri,530027,2158,12
 Anul 2015, Brasov,Meri,530027,2158,9
 Anul 2015, Brasov,Meri,530027,2158,11
 Anul 2015, Brasov,Meri,530027,2158,20
 Anul 2015, Brasov,Meri,530027,630,10
 Anul 2015, Brasov,Meri,530027,630,4
 Anul 2015, Brasov,Meri,530027,630,12
 Anul 2015, Brasov,Meri,530027,630,9
 Anul 2015, Brasov,Meri,530027,630,11
 Anul 2015, Brasov,Meri,530027,630,20
 Anul 2015, Brasov,Meri,530027,1,10
 Anul 2015, Brasov,Meri,530027,1,4
 Anul 2015, Brasov,Meri,530027,1,12
 Anul 2015, Brasov,Meri,530027,1,9
 Anul 2015, Brasov,Meri,530027,1,11
 Anul 2015, Brasov,Meri,530027,1,20
 Anul 2015, Brasov,Meri,530027,232,10
 Anul 2015, Brasov,Meri,530027,232,4
 Anul 2015, Brasov,Meri,530027,232,12
 Anul 2015, Brasov,Meri,530027,232,9
 Anul 2015, Brasov,Meri,530027,232,11
 Anul 2015, Brasov,Meri,530027,232,20
 Anul 2015, Brasov,Meri,530027,58,10
 Anul 2015, Brasov,Meri,530027,58,4
 Anul 2015, Brasov,Meri,530027,58,12
 Anul 2015, Brasov,Meri,530027,58,9
 Anul 2015, Brasov,Meri,530027,58,11
 Anul 2015, Brasov,Meri,530027,58,20
 Anul 2016, Brasov,Meri,544117,2210,9
 Anul 2016, Brasov,Meri,544117,2210,7
 Anul 2016, Brasov,Meri,544117,2210,13
 Anul 2016, Brasov,Meri,544117,2210,18
 Anul 2016, Brasov,Meri,544117,2210,11
 Anul 2016, Brasov,Meri,544117,2210,24
 Anul 2016, Brasov,Meri,544117,3604,9
 Anul 2016, Brasov,Meri,544117,3604,7
 Anul 2016, Brasov,Meri,544117,3604,13
 Anul 2016, Brasov,Meri,544117,3604,18
 Anul 2016, Brasov,Meri,544117,3604,11
 Anul 2016, Brasov,Meri,544117,3604,24
 Anul 2016, Brasov,Meri,544117,725,9
 Anul 2016, Brasov,Meri,544117,725,7
 Anul 2016, Brasov,Meri,544117,725,13
 Anul 2016, Brasov,Meri,544117,725,18
 Anul 2016, Brasov,Meri,544117,725,11
 Anul 2016, Brasov,Meri,544117,725,24
 Anul 2016, Brasov,Meri,544117,2,9
 Anul 2016, Brasov,Meri,544117,2,7
 Anul 2016, Brasov,Meri,544117,2,13
 Anul 2016, Brasov,Meri,544117,2,18
 Anul 2016, Brasov,Meri,544117,2,11
 Anul 2016, Brasov,Meri,544117,2,24
 Anul 2016, Brasov,Meri,544117,219,9
 Anul 2016, Brasov,Meri,544117,219,7
 Anul 2016, Brasov,Meri,544117,219,13
 Anul 2016, Brasov,Meri,544117,219,18
 Anul 2016, Brasov,Meri,544117,219,11
 Anul 2016, Brasov,Meri,544117,219,24
 Anul 2016, Brasov,Meri,544117,62,9
 Anul 2016, Brasov,Meri,544117,62,7
 Anul 2016, Brasov,Meri,544117,62,13
 Anul 2016, Brasov,Meri,544117,62,18
 Anul 2016, Brasov,Meri,544117,62,11
 Anul 2016, Brasov,Meri,544117,62,24
 Anul 2017, Brasov,Meri,542052,1975,8
 Anul 2017, Brasov,Meri,542052,1975,7
 Anul 2017, Brasov,Meri,542052,1975,12
 Anul 2017, Brasov,Meri,542052,1975,18
 Anul 2017, Brasov,Meri,542052,1975,5
 Anul 2017, Brasov,Meri,542052,1975,31
 Anul 2017, Brasov,Meri,542052,3953,8
 Anul 2017, Brasov,Meri,542052,3953,7
 Anul 2017, Brasov,Meri,542052,3953,12
 Anul 2017, Brasov,Meri,542052,3953,18
 Anul 2017, Brasov,Meri,542052,3953,5
 Anul 2017, Brasov,Meri,542052,3953,31
 Anul 2017, Brasov,Meri,542052,650,8
 Anul 2017, Brasov,Meri,542052,650,7
 Anul 2017, Brasov,Meri,542052,650,12
 Anul 2017, Brasov,Meri,542052,650,18
 Anul 2017, Brasov,Meri,542052,650,5
 Anul 2017, Brasov,Meri,542052,650,31
 Anul 2017, Brasov,Meri,542052,2,8
 Anul 2017, Brasov,Meri,542052,2,7
 Anul 2017, Brasov,Meri,542052,2,12
 Anul 2017, Brasov,Meri,542052,2,18
 Anul 2017, Brasov,Meri,542052,2,5
 Anul 2017, Brasov,Meri,542052,2,31
 Anul 2017, Brasov,Meri,542052,142,8
 Anul 2017, Brasov,Meri,542052,142,7
 Anul 2017, Brasov,Meri,542052,142,12
 Anul 2017, Brasov,Meri,542052,142,18
 Anul 2017, Brasov,Meri,542052,142,5
 Anul 2017, Brasov,Meri,542052,142,31
 Anul 2017, Brasov,Meri,542052,81,8
 Anul 2017, Brasov,Meri,542052,81,7
 Anul 2017, Brasov,Meri,542052,81,12
 Anul 2017, Brasov,Meri,542052,81,18
 Anul 2017, Brasov,Meri,542052,81,5
 Anul 2017, Brasov,Meri,542052,81,31
 Anul 2018, Brasov,Meri,529714,4831,20
 Anul 2018, Brasov,Meri,529714,4831,10
 Anul 2018, Brasov,Meri,529714,4831,12
 Anul 2018, Brasov,Meri,529714,4831,26
 Anul 2018, Brasov,Meri,529714,4831,13
 Anul 2018, Brasov,Meri,529714,4831,39
 Anul 2018, Brasov,Meri,529714,5085,20
 Anul 2018, Brasov,Meri,529714,5085,10
 Anul 2018, Brasov,Meri,529714,5085,12
 Anul 2018, Brasov,Meri,529714,5085,26
 Anul 2018, Brasov,Meri,529714,5085,13
 Anul 2018, Brasov,Meri,529714,5085,39
 Anul 2018, Brasov,Meri,529714,651,20
 Anul 2018, Brasov,Meri,529714,651,10
 Anul 2018, Brasov,Meri,529714,651,12
 Anul 2018, Brasov,Meri,529714,651,26
 Anul 2018, Brasov,Meri,529714,651,13
 Anul 2018, Brasov,Meri,529714,651,39
 Anul 2018, Brasov,Meri,529714,3,20
 Anul 2018, Brasov,Meri,529714,3,10
 Anul 2018, Brasov,Meri,529714,3,12
 Anul 2018, Brasov,Meri,529714,3,26
 Anul 2018, Brasov,Meri,529714,3,13
 Anul 2018, Brasov,Meri,529714,3,39
 Anul 2018, Brasov,Meri,529714,263,20
 Anul 2018, Brasov,Meri,529714,263,10
 Anul 2018, Brasov,Meri,529714,263,12
 Anul 2018, Brasov,Meri,529714,263,26
 Anul 2018, Brasov,Meri,529714,263,13
 Anul 2018, Brasov,Meri,529714,263,39
 Anul 2018, Brasov,Meri,529714,93,20
 Anul 2018, Brasov,Meri,529714,93,10
 Anul 2018, Brasov,Meri,529714,93,12
 Anul 2018, Brasov,Meri,529714,93,26
 Anul 2018, Brasov,Meri,529714,93,13
 Anul 2018, Brasov,Meri,529714,93,39
 Anul 2019, Brasov,Meri,529712,4148,17
 Anul 2019, Brasov,Meri,529712,4148,8
 Anul 2019, Brasov,Meri,529712,4148,10
 Anul 2019, Brasov,Meri,529712,4148,17
 Anul 2019, Brasov,Meri,529712,4148,10
 Anul 2019, Brasov,Meri,529712,4148,35
 Anul 2019, Brasov,Meri,529712,4419,17
 Anul 2019, Brasov,Meri,529712,4419,8
 Anul 2019, Brasov,Meri,529712,4419,10
 Anul 2019, Brasov,Meri,529712,4419,17
 Anul 2019, Brasov,Meri,529712,4419,10
 Anul 2019, Brasov,Meri,529712,4419,35
 Anul 2019, Brasov,Meri,529712,541,17
 Anul 2019, Brasov,Meri,529712,541,8
