Specie,Judet,An,Numar_Pomi,Kg_pe_Pom,Tone_Totale,Rootstock_ID,lat,lon,puncte_valide,phh2o,clay,sand,silt,soc,nitrogen,cec,temp_medie_an,temp_min_an,temp_max_an,precipitatii_an,zile_inghet_an,radiatie_an,par_an,umiditate_an,evapotrans_an,cdd10_an,cdd0_an,hdd0_an,vant_an,umid_sol_sup_an,umid_sol_rad_an,temp_medie_iarna,temp_min_iarna,temp_max_iarna,precipitatii_iarna,zile_inghet_iarna,radiatie_iarna,umiditate_iarna,evapotrans_iarna,cdd10_iarna,umid_sol_sup_iarna,umid_sol_rad_iarna,temp_medie_primavara,temp_min_primavara,temp_max_primavara,precipitatii_primavara,zile_inghet_primavara,radiatie_primavara,umiditate_primavara,evapotrans_primavara,cdd10_primavara,umid_sol_sup_primavara,umid_sol_rad_primavara,temp_medie_vara,temp_min_vara,temp_max_vara,precipitatii_vara,zile_inghet_vara,radiatie_vara,umiditate_vara,evapotrans_vara,cdd10_vara,umid_sol_sup_vara,umid_sol_rad_vara,temp_medie_toamna,temp_min_toamna,temp_max_toamna,precipitatii_toamna,zile_inghet_toamna,radiatie_toamna,umiditate_toamna,evapotrans_toamna,cdd10_toamna,umid_sol_sup_toamna,umid_sol_rad_toamna
Mere,Gorj,2000,1122643.0,4.0,4283.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.17,-19.93,38.95,233.7,110.0,5259.3,2541.4,64.23,100.1,1569.4,4089.7,261.8,1.38,0.433,0.458,-3.77,-19.93,11.77,36.6,56.0,437.3,86.51,0.8,0.0,0.623,0.584,10.17,-6.52,26.96,81.8,27.0,1680.3,65.89,79.1,277.9,0.551,0.539,22.01,6.12,38.95,36.5,0.0,2212.0,38.53,17.0,1081.8,0.267,0.384,10.44,-1.85,30.89,54.8,6.0,812.5,68.71,3.0,209.7,0.37,0.39
Mere,Gorj,2001,921954.0,5.0,4054.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.58,-15.93,34.83,449.4,122.0,4912.7,2173.5,68.02,137.6,1434.6,3873.5,263.2,1.38,0.432,0.446,-0.43,-11.35,13.68,47.2,48.0,350.4,80.33,1.8,0.0,0.434,0.444,10.07,-5.31,26.56,130.0,18.0,1509.1,65.53,52.7,193.3,0.481,0.487,20.66,5.56,34.83,147.0,0.0,1970.7,55.1,73.1,964.4,0.399,0.432,9.5,-7.0,27.28,108.8,25.0,950.8,70.77,9.8,276.8,0.411,0.418
Mere,Gorj,2002,791019.0,2.0,1650.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.89,-17.6,35.32,561.3,103.0,4846.2,2142.3,68.5,105.8,1418.2,3979.7,258.8,1.39,0.471,0.473,0.52,-14.93,15.44,11.4,45.0,468.4,77.4,2.3,0.0,0.462,0.471,10.41,-4.78,27.36,82.6,19.0,1541.2,58.44,20.9,235.7,0.424,0.438,20.87,6.22,35.32,188.0,0.0,1890.2,56.96,63.0,993.5,0.415,0.43,9.41,-5.89,27.1,169.1,12.0,837.2,76.55,19.5,189.0,0.501,0.493
Mere,Gorj,2003,589865.0,15.0,9132.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,8.85,-17.91,35.09,657.7,138.0,5079.2,2250.9,73.94,346.8,1504.5,3681.1,385.1,1.25,0.618,0.6,-5.74,-17.91,5.26,84.4,59.0,379.8,92.73,0.0,0.0,0.775,0.741,8.61,-8.15,27.13,163.8,33.0,1631.7,74.26,182.2,238.2,0.733,0.699,21.95,8.27,35.09,100.1,0.0,2114.3,52.44,134.9,1081.0,0.409,0.443,8.7,-5.47,26.8,275.9,17.0,823.4,78.89,29.4,185.3,0.577,0.547
Mere,Gorj,2004,559850.0,25.0,13767.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,8.97,-16.0,33.33,744.9,115.0,4957.4,2203.3,76.46,404.6,1240.6,3645.3,291.9,1.35,0.633,0.612,-3.75,-16.0,11.35,124.0,54.0,392.7,89.32,0.4,0.0,0.767,0.728,8.11,-11.12,22.38,170.6,24.0,1516.8,78.72,141.6,101.6,0.766,0.737,19.62,7.94,33.33,205.9,0.0,2000.6,63.54,237.2,863.4,0.511,0.508,10.45,-5.93,29.1,215.2,13.0,928.3,74.28,24.9,275.6,0.51,0.502
Mere,Gorj,2005,558211.0,5.0,3181.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,8.49,-19.11,33.83,1004.4,128.0,4797.9,2140.7,80.23,665.0,1200.9,3495.8,332.7,1.28,0.684,0.647,-2.85,-17.18,9.43,125.2,54.0,402.0,88.29,0.4,0.0,0.722,0.672,7.94,-19.11,26.67,228.0,29.0,1513.5,79.0,162.5,174.2,0.774,0.744,18.86,4.61,33.83,400.2,0.0,1895.9,71.9,408.5,802.2,0.612,0.581,9.17,-7.77,25.78,170.3,18.0,862.1,81.12,93.5,224.5,0.622,0.587
Mere,Gorj,2006,439901.0,13.0,5814.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.16,-19.61,33.31,775.7,111.0,4995.4,2225.8,77.71,590.8,1254.4,3726.3,291.3,1.25,0.644,0.63,-4.18,-19.61,12.05,95.3,58.0,402.3,88.53,0.5,0.0,0.785,0.754,8.72,-10.81,26.18,221.3,23.0,1475.9,80.36,152.7,151.7,0.803,0.791,19.26,4.83,33.31,358.9,0.0,2018.6,69.73,379.4,830.0,0.599,0.575,10.67,-5.54,26.09,63.5,14.0,968.1,74.59,57.2,272.7,0.486,0.489
Mere,Gorj,2007,398316.0,14.0,5657.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.61,-8.65,38.9,795.2,108.0,5180.7,2295.5,70.73,307.6,1549.8,4055.8,86.0,1.39,0.563,0.548,1.75,-8.65,14.9,85.5,37.0,397.6,84.12,2.8,0.0,0.599,0.567,10.7,-3.08,27.53,181.0,17.0,1633.7,67.8,100.2,241.3,0.576,0.555,22.32,8.58,38.9,211.6,0.0,2148.6,54.07,166.3,1116.2,0.442,0.461,8.44,-6.2,26.39,289.1,26.0,871.0,76.42,38.0,192.2,0.58,0.555
Mere,Gorj,2008,377450.0,13.0,4968.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.05,-17.08,34.14,643.1,101.0,5124.5,2275.9,73.7,347.7,1435.0,3945.4,180.3,1.35,0.596,0.584,-1.18,-17.08,16.15,53.7,50.0,417.7,86.83,2.4,0.1,0.783,0.753,9.78,-3.77,29.43,163.6,14.0,1563.4,76.68,158.8,171.8,0.72,0.682,21.18,7.77,34.14,165.5,0.0,2144.8,56.87,159.4,1013.4,0.446,0.464,10.0,-6.46,33.01,165.8,15.0,878.7,73.46,26.7,249.7,0.477,0.484
Mere,Gorj,2009,379833.0,12.0,4425.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.97,-19.95,34.46,765.3,105.0,5000.8,2219.4,74.54,348.7,1502.5,3945.5,253.9,1.3,0.602,0.584,-1.97,-12.17,10.15,116.5,51.0,375.1,88.53,0.4,0.0,0.74,0.696,9.53,-6.38,27.12,111.4,24.0,1617.4,74.08,154.4,207.5,0.705,0.679,20.8,7.12,34.46,216.6,0.0,2056.8,60.28,174.6,977.9,0.468,0.476,11.02,-5.06,30.65,214.6,10.0,849.0,74.16,19.0,317.1,0.507,0.499
Mere,Gorj,2010,361256.0,11.0,4063.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.2,-15.16,32.68,912.6,104.0,4836.3,2165.3,80.02,588.7,1323.8,3744.2,330.2,1.36,0.688,0.676,-2.69,-15.16,8.98,144.0,50.0,334.1,92.71,0.2,0.0,0.822,0.815,8.4,-10.0,24.0,249.2,19.0,1450.0,82.65,117.6,140.4,0.834,0.839,20.69,7.32,32.68,253.1,0.0,2050.6,70.74,441.6,970.6,0.619,0.601,9.97,-3.09,27.4,177.8,10.0,868.7,75.27,29.2,212.8,0.511,0.5
Mere,Gorj,2011,364930.0,22.0,8011.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.59,-14.34,35.15,440.1,124.0,5187.8,2303.0,71.15,300.1,1509.9,3886.3,252.6,1.25,0.533,0.535,-2.79,-14.34,11.0,97.1,53.0,349.0,89.09,0.6,0.0,0.747,0.702,8.44,-13.54,25.35,99.1,21.0,1557.9,76.9,140.4,151.4,0.711,0.678,20.68,9.0,35.15,180.7,0.0,2113.2,60.09,153.0,975.8,0.455,0.469,10.42,-5.07,32.44,29.2,30.0,1031.9,61.79,5.6,382.8,0.336,0.389
Mere,Gorj,2012,379535.0,10.0,3716.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.27,-20.91,37.26,680.7,114.0,5459.8,2431.6,69.17,320.0,1822.0,4269.6,450.4,1.36,0.478,0.485,-5.31,-20.91,9.89,125.9,58.0,449.0,88.25,0.6,0.0,0.469,0.466,10.34,-7.9,27.71,245.7,22.0,1606.1,70.03,129.4,238.9,0.589,0.562,23.15,8.35,37.26,122.1,0.0,2286.3,50.93,180.7,1189.7,0.426,0.456,12.15,-3.28,30.72,117.8,6.0,997.5,67.64,8.9,393.4,0.402,0.432
Mere,Gorj,2013,365957.0,18.0,6574.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.87,-12.0,35.55,739.9,119.0,5023.5,2239.5,76.03,431.6,1433.7,3809.1,117.0,1.31,0.609,0.589,-1.18,-12.0,6.59,133.8,56.0,308.1,89.04,0.3,0.0,0.686,0.634,9.06,-7.05,26.04,234.4,22.0,1561.4,78.68,179.3,225.5,0.759,0.732,20.92,7.03,35.55,176.4,0.0,2045.8,62.36,213.5,986.2,0.483,0.491,10.18,-5.39,25.76,191.1,12.0,956.1,76.8,37.8,222.0,0.531,0.515
Mere,Gorj,2014,347861.0,18.0,6305.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.65,-15.36,29.88,1087.8,83.0,4631.9,2076.6,80.88,700.5,1159.2,3749.2,161.6,1.31,0.668,0.625,0.49,-15.08,15.19,65.8,41.0,312.4,89.18,2.7,0.0,0.647,0.601,9.81,-1.2,23.97,308.1,4.0,1450.8,77.76,147.2,129.3,0.7,0.65,19.05,7.26,29.88,359.0,0.0,1958.2,72.63,467.1,811.8,0.624,0.588,9.41,-5.49,25.49,258.1,15.0,783.8,83.57,83.4,218.1,0.656,0.613
Mere,Gorj,2015,373905.0,18.0,6809.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.5,-15.14,35.4,758.1,99.0,5123.5,2280.6,74.88,435.5,1535.0,4028.6,122.3,1.25,0.661,0.648,-1.06,-15.14,10.8,110.2,46.0,372.7,89.04,0.5,0.0,0.829,0.827,8.97,-4.5,24.63,175.8,29.0,1595.9,77.22,162.4,189.7,0.794,0.782,21.77,7.89,35.4,181.4,0.0,2096.8,57.69,223.7,1065.7,0.475,0.483,10.91,-4.53,32.96,283.4,9.0,895.4,76.88,47.4,279.6,0.585,0.554
Mere,Gorj,2016,367165.0,18.0,6633.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.73,-15.09,30.87,929.5,112.0,5006.0,2240.5,78.03,603.7,1395.2,3826.4,179.3,1.29,0.669,0.64,-0.25,-15.09,16.49,100.5,45.0,403.6,88.78,1.5,1.3,0.755,0.714,10.1,-3.67,25.83,284.3,14.0,1509.7,78.47,154.5,192.5,0.781,0.753,20.38,9.22,30.87,306.9,0.0,2059.2,70.76,418.2,940.8,0.609,0.586,9.18,-5.4,28.34,220.6,23.0,859.9,76.51,29.2,260.6,0.55,0.531
Mere,Gorj,2017,372057.0,10.0,3869.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.13,-16.42,36.69,719.6,101.0,5191.1,2317.6,73.21,356.3,1531.3,4047.3,236.8,1.33,0.577,0.555,-3.13,-16.42,12.85,55.0,51.0,403.4,86.33,1.3,0.0,0.698,0.648,10.03,-4.23,26.78,202.4,16.0,1553.7,75.24,158.2,179.1,0.66,0.617,21.9,9.44,36.69,192.2,0.0,2151.9,57.11,176.2,1081.6,0.455,0.467,10.32,-3.06,30.36,209.9,9.0,938.6,73.31,20.3,270.6,0.49,0.485
Mere,Gorj,2018,374341.0,23.0,8582.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.07,-19.65,30.12,941.0,117.0,5077.6,2273.9,78.61,702.7,1577.1,3992.0,247.6,1.27,0.64,0.617,-1.28,-16.9,11.54,116.1,52.0,329.2,89.54,0.6,0.0,0.75,0.705,10.51,-19.65,26.04,254.6,20.0,1592.7,80.15,206.5,326.2,0.772,0.749,20.32,6.77,30.12,381.6,0.0,2019.9,73.06,453.5,931.5,0.642,0.607,10.74,-10.16,29.44,106.4,14.0,1006.6,72.16,41.8,319.4,0.455,0.459
Mere,Gorj,2019,371531.0,24.0,8749.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,11.05,-14.24,34.38,782.2,89.0,5151.7,2296.7,73.28,488.3,1616.0,4256.4,140.3,1.29,0.59,0.575,-1.56,-14.24,11.45,121.9,54.0,408.3,87.51,1.3,0.0,0.73,0.69,9.64,-3.49,23.18,222.1,13.0,1499.5,76.96,140.4,142.5,0.717,0.677,21.83,8.54,34.38,231.0,0.0,2144.4,61.91,335.7,1068.5,0.529,0.527,12.87,-2.39,30.6,170.6,3.0,947.7,67.78,10.2,405.0,0.411,0.435
Mere,Gorj,2020,370845.0,23.0,8359.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.41,-6.71,32.63,966.4,105.0,5154.6,2292.3,75.65,585.0,1401.6,3960.5,46.4,1.3,0.625,0.592,0.94,-6.71,14.33,62.6,53.0,467.6,80.0,2.9,0.0,0.67,0.625,9.17,-5.31,27.42,222.7,20.0,1620.2,71.51,137.3,144.9,0.658,0.62,19.98,4.91,32.63,373.9,0.0,2024.9,70.01,393.0,909.0,0.588,0.565,11.52,-5.57,30.33,200.0,11.0,953.2,76.1,51.6,347.8,0.57,0.545
Mere,Gorj,2021,379381.0,22.0,8363.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,9.76,-17.51,35.53,783.2,114.0,5173.8,2294.9,74.3,423.3,1396.9,3786.3,143.6,1.34,0.624,0.624,-0.32,-17.51,17.38,168.7,43.0,402.9,88.98,1.9,0.9,0.84,0.846,7.38,-5.97,23.16,213.4,31.0,1567.6,77.59,138.9,106.4,0.8,0.788,21.92,6.87,35.53,154.4,0.0,2153.2,58.54,267.8,1082.0,0.484,0.497,9.73,-2.85,29.32,118.2,14.0,925.8,71.85,14.4,207.5,0.435,0.449
Mere,Gorj,2022,374351.0,19.0,7217.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,10.79,-13.74,36.78,761.6,110.0,5278.7,2344.7,72.65,365.6,1618.3,4140.3,114.1,1.27,0.601,0.579,-0.33,-13.74,11.0,63.8,49.0,455.4,85.05,1.8,0.0,0.739,0.697,8.67,-10.16,28.03,179.3,34.0,1671.1,70.4,156.6,192.5,0.67,0.634,22.69,9.77,36.78,217.2,0.0,2079.7,55.37,127.1,1157.1,0.435,0.451,11.33,-2.21,26.95,219.3,6.0,948.7,78.33,79.7,268.7,0.567,0.545
Mere,Gorj,2023,366831.0,19.0,6903.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,11.07,-13.71,34.16,914.0,95.0,4925.5,2207.4,76.61,564.1,1594.1,4209.5,86.8,1.36,0.667,0.653,0.91,-13.71,14.91,179.9,40.0,386.3,89.94,1.6,0.5,0.818,0.808,8.92,-4.23,22.41,214.5,23.0,1404.0,79.44,120.3,126.0,0.807,0.796,21.2,8.97,34.16,281.7,0.0,2001.8,68.06,402.6,1020.8,0.605,0.59,12.73,-9.08,29.39,201.4,12.0,997.4,69.82,38.8,446.8,0.487,0.482
Mere,Gorj,2024,364183.0,17.0,6055.0,Semipitic,44.95,23.27,8,6.162,34.583,34.542,30.879,26.742,2.96,22.879,12.18,-9.2,37.37,610.6,87.0,5225.5,2331.4,68.85,300.9,1919.8,4622.0,44.4,1.31,0.53,0.527,2.26,-9.2,14.44,74.4,33.0,416.7,85.12,4.5,0.0,0.715,0.67,11.14,-2.53,26.57,185.6,10.0,1490.1,73.07,147.9,250.0,0.641,0.608,24.55,11.11,37.37,143.0,0.0,2187.0,50.81,135.0,1320.0,0.4,0.44,11.09,-6.68,33.11,137.4,20.0,1014.0,65.84,12.8,349.8,0.415,0.432
Mere,Harghita,2000,571187.0,6.0,3607.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.78,-24.54,33.62,302.6,147.0,4747.4,2297.1,71.46,153.3,928.2,3152.3,552.3,1.01,0.42,0.41,-7.3,-24.54,3.89,37.2,60.0,416.4,94.08,0.4,0.0,0.528,0.482,6.7,-10.73,25.59,87.8,37.0,1476.1,72.43,90.0,123.1,0.523,0.488,17.7,1.11,33.62,116.4,0.0,1888.4,52.01,51.0,692.9,0.341,0.359,7.78,-4.33,24.42,45.5,26.0,850.0,70.94,11.3,112.1,0.345,0.353
Mere,Harghita,2001,713764.0,8.0,5464.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.11,-24.46,31.88,549.7,153.0,4439.4,1958.1,75.21,228.2,854.4,2971.5,622.7,1.01,0.424,0.416,-3.23,-14.94,11.35,41.7,55.0,342.8,84.63,1.9,0.0,0.382,0.382,6.79,-8.44,23.4,118.4,34.0,1420.9,68.69,55.2,70.1,0.432,0.423,17.3,4.1,31.88,196.1,0.0,1774.7,63.13,136.8,667.1,0.403,0.406,6.1,-11.08,23.67,166.1,33.0,760.0,80.12,34.4,117.3,0.445,0.429
Mere,Harghita,2002,717553.0,8.0,6087.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.51,-19.7,31.76,490.9,153.0,4455.3,1961.9,76.13,232.8,885.1,2976.8,495.5,1.01,0.483,0.456,-3.34,-19.7,9.85,24.0,56.0,380.0,90.31,1.7,0.0,0.568,0.512,6.98,-6.1,25.57,86.8,39.0,1481.1,68.92,73.0,114.9,0.501,0.473,17.42,2.85,31.76,209.5,0.0,1741.2,64.82,129.8,680.6,0.409,0.406,6.21,-8.66,22.8,141.4,27.0,733.0,81.2,27.6,89.6,0.463,0.438
Mere,Harghita,2003,687530.0,10.0,6883.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,5.49,-22.34,29.22,547.1,174.0,4783.4,2109.6,78.31,310.5,924.5,2824.5,715.7,0.96,0.506,0.473,-8.82,-22.34,2.12,55.4,59.0,385.5,96.17,0.2,0.0,0.585,0.526,5.7,-14.67,26.43,109.4,52.0,1590.4,76.12,120.0,174.6,0.58,0.529,17.35,5.32,29.22,220.1,0.0,1890.7,63.83,164.0,665.6,0.42,0.415,5.72,-8.36,26.55,137.6,32.0,780.4,81.08,25.2,84.3,0.461,0.438
Mere,Harghita,2004,705312.0,14.0,10223.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,5.66,-21.27,30.83,693.0,149.0,4568.5,2024.9,81.66,427.6,673.7,2751.6,616.5,0.98,0.559,0.51,-6.95,-21.27,5.06,92.3,58.0,360.6,95.38,0.4,0.0,0.587,0.523,5.05,-15.17,20.18,161.0,40.0,1419.5,80.3,106.8,22.5,0.644,0.582,16.11,4.54,30.83,256.5,0.0,1808.9,70.69,255.1,541.9,0.486,0.456,7.0,-10.58,23.69,163.9,22.0,872.6,81.3,64.9,109.3,0.51,0.471
Mere,Harghita,2005,683021.0,10.0,7157.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,5.35,-23.4,28.0,891.3,165.0,4538.5,2019.9,84.81,668.3,693.0,2678.4,639.2,0.97,0.639,0.577,-6.29,-23.4,4.73,76.4,59.0,369.5,94.47,0.4,0.0,0.635,0.569,5.02,-19.55,24.09,217.3,39.0,1436.2,81.76,122.8,86.0,0.677,0.616,15.53,2.46,28.0,436.0,0.0,1706.8,79.97,432.6,501.3,0.652,0.587,6.14,-14.24,22.16,119.4,36.0,921.7,83.53,112.3,105.7,0.593,0.538
Mere,Harghita,2006,554245.0,13.0,7319.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,5.64,-26.47,28.5,734.0,149.0,4515.0,2009.8,84.01,626.7,687.0,2787.7,640.5,0.96,0.614,0.563,-8.43,-26.47,8.7,49.3,59.0,376.7,94.17,0.3,0.0,0.663,0.598,5.18,-14.81,25.05,208.9,37.0,1302.4,84.54,99.0,47.3,0.706,0.653,15.86,4.32,28.5,373.3,0.0,1800.5,78.2,424.3,532.5,0.615,0.558,7.35,-8.17,23.19,89.4,23.0,920.4,81.39,101.7,107.2,0.523,0.483
Mere,Harghita,2007,429466.0,7.0,3084.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,7.03,-16.19,33.69,749.8,171.0,4731.0,2080.4,77.22,397.2,980.5,3003.6,360.3,1.04,0.545,0.501,-1.88,-16.19,8.17,70.9,55.0,320.3,91.02,1.9,0.0,0.571,0.513,7.28,-4.96,26.15,155.2,51.0,1552.9,73.37,112.1,142.2,0.566,0.518,18.56,5.58,33.69,281.0,0.0,1956.8,61.07,192.6,772.8,0.423,0.418,5.19,-10.63,21.9,204.7,35.0,792.4,82.64,90.5,65.6,0.591,0.527
Mere,Harghita,2008,418055.0,10.0,4109.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.54,-21.49,30.2,766.1,153.0,4699.6,2081.2,82.14,603.6,795.0,2899.9,402.1,0.98,0.601,0.551,-4.16,-21.49,12.37,31.4,57.0,419.1,91.84,1.1,0.0,0.682,0.622,6.17,-5.83,22.74,232.7,39.0,1359.7,82.78,113.3,63.0,0.698,0.642,16.76,3.88,30.2,293.4,0.0,1956.3,72.71,431.4,611.7,0.548,0.503,6.88,-12.38,29.87,161.0,29.0,846.6,80.45,57.0,120.3,0.506,0.468
Mere,Harghita,2009,337591.0,12.0,4152.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.58,-20.57,28.37,704.7,146.0,4817.2,2120.8,79.98,521.6,853.2,2985.4,500.9,0.94,0.557,0.512,-5.33,-20.57,8.36,74.6,55.0,332.6,94.03,0.4,0.0,0.646,0.579,6.01,-12.35,24.51,142.2,42.0,1569.2,77.4,129.8,76.1,0.632,0.579,16.95,3.09,28.37,298.4,0.0,1971.7,69.85,349.5,627.7,0.502,0.467,7.75,-7.79,26.95,138.8,22.0,852.3,79.54,41.0,149.4,0.473,0.447
Mere,Harghita,2010,336814.0,12.0,3917.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,5.9,-26.57,28.62,1027.6,140.0,4401.9,1960.6,86.71,663.3,771.7,2878.0,650.6,0.92,0.695,0.642,-6.27,-26.57,7.79,97.2,56.0,347.5,95.79,0.4,0.0,0.668,0.604,5.6,-15.16,20.82,232.1,29.0,1303.2,84.93,97.3,71.7,0.71,0.657,17.12,4.06,28.62,475.5,0.0,1800.4,81.43,484.9,649.7,0.732,0.688,6.3,-6.83,20.54,149.6,28.0,850.0,85.44,80.7,50.3,0.649,0.594
Mere,Harghita,2011,344052.0,17.0,5942.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,5.83,-18.16,27.12,649.1,180.0,4934.0,2175.4,80.77,646.2,827.7,2765.7,512.7,0.92,0.591,0.559,-5.84,-18.16,6.2,50.1,59.0,364.6,93.9,0.3,0.0,0.739,0.699,5.06,-17.7,22.69,169.5,47.0,1526.9,82.27,123.9,74.8,0.721,0.677,16.3,5.33,27.12,348.9,0.0,1927.7,75.18,477.3,571.4,0.606,0.551,6.33,-7.92,26.31,54.3,45.0,1005.9,72.82,43.7,181.5,0.406,0.407
Mere,Harghita,2012,336020.0,12.0,3909.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.53,-26.8,33.51,641.8,149.0,5052.6,2254.0,77.25,381.9,1197.8,3356.0,885.5,0.96,0.464,0.445,-9.39,-26.8,5.36,93.1,60.0,402.6,95.73,0.6,0.0,0.444,0.431,5.89,-17.76,24.5,228.0,35.0,1474.6,81.27,126.4,114.1,0.589,0.529,19.3,6.02,33.51,151.1,0.0,2123.6,59.45,230.1,840.5,0.418,0.418,9.17,-5.52,29.53,101.8,24.0,952.6,73.24,24.4,243.3,0.395,0.395
Mere,Harghita,2013,335481.0,13.0,4368.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.48,-17.47,31.45,640.1,150.0,4702.3,2093.4,81.44,515.1,844.6,2980.3,490.5,0.96,0.532,0.493,-5.19,-17.47,2.99,67.8,59.0,388.0,95.62,0.4,0.0,0.579,0.518,6.28,-11.68,23.77,166.7,41.0,1441.4,79.73,133.9,130.9,0.622,0.565,16.88,5.52,31.45,313.2,0.0,1894.4,73.59,335.5,630.8,0.525,0.483,7.29,-6.21,22.43,85.2,19.0,845.0,80.44,44.3,82.9,0.442,0.432
Mere,Harghita,2014,327979.0,12.0,3925.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,7.07,-22.57,30.7,726.9,144.0,4670.6,2065.9,79.71,514.0,796.9,3022.9,309.6,1.0,0.507,0.471,-2.35,-22.57,12.28,41.9,53.0,342.8,89.8,2.4,0.0,0.492,0.46,7.05,-5.01,22.26,245.4,33.0,1430.9,77.9,117.8,62.3,0.554,0.499,16.27,5.56,30.7,283.2,0.0,1843.7,73.69,351.6,570.3,0.531,0.487,7.38,-9.86,23.89,115.2,27.0,943.0,76.02,41.6,164.2,0.432,0.423
Mere,Harghita,2015,325521.0,12.0,3912.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,7.29,-19.25,31.81,599.7,158.0,4715.4,2084.9,77.21,373.7,1022.4,3088.2,320.8,0.99,0.527,0.488,-3.81,-19.25,10.29,52.5,55.0,371.9,89.92,1.4,0.0,0.608,0.543,5.98,-9.04,23.66,159.4,42.0,1424.3,77.54,126.2,86.4,0.607,0.55,18.25,6.19,31.4,212.2,0.0,1976.9,61.53,203.2,746.3,0.427,0.421,7.78,-4.9,31.81,165.5,31.0,827.3,79.22,42.0,189.6,0.48,0.45
Mere,Harghita,2016,325190.0,9.0,2935.0,Pitic,46.43,25.57,9,5.745,28.759,31.892,39.359,47.919,3.625,26.048,6.7,-18.23,29.08,812.3,162.0,4619.0,2044.2,80.84,538.2,929.0,2965.9,408.8,0.98,0.582,0.531,-2.68,-18.23,14.27,58.1,53.0,327.2,90.92,1.9,0.0,0.601,0.539,6.98,-6.85,22.77,238.7,33.0,1396.7,80.16,122.6,72.9,0.615,0.551,17.58,5.12,29.08,271.8,0.0,1941.0,71.52,374.3,691.8,0.536,0.502,6.05,-9.04,26.91,226.9,45.0,834.3,80.9,39.4,164.2,0.552,0.509
