Specie,Judet,An,Numar_Pomi,Kg_pe_Pom,Tone_Totale
Mere, Harghita,2020,327240.0,15.0,4929.0
Mere, Harghita,2021,325934.0,15.0,4935.0
Mere, Harghita,2022,325067.0,13.0,4260.0
Mere, Harghita,2023,323515.0,13.0,4130.0
Mere, Harghita,2024,323769.0,13.0,4054.0
Mere, Hunedoara,2000,821521.0,15.0,12208.0
Mere, Hunedoara,2001,818746.0,10.0,7581.0
Mere, Hunedoara,2002,805016.0,9.0,7201.0
Mere, Hunedoara,2003,725796.0,20.0,14184.0
Mere, Hunedoara,2004,554495.0,54.0,30041.0
Mere, Hunedoara,2005,549908.0,11.0,6865.0
Mere, Hunedoara,2006,512464.0,16.0,8359.0
Mere, Hunedoara,2007,418625.0,11.0,4542.0
Mere, Hunedoara,2008,417778.0,13.0,5244.0
Mere, Hunedoara,2009,440868.0,12.0,5153.0
Mere, Hunedoara,2010,799003.0,8.0,6475.0
Mere, Hunedoara,2011,456251.0,24.0,10985.0
Mere, Hunedoara,2012,457368.0,15.0,6639.0
Mere, Hunedoara,2013,458710.0,18.0,8261.0
Mere, Hunedoara,2014,459769.0,16.0,7406.0
Mere, Hunedoara,2015,458583.0,18.0,8163.0
Mere, Hunedoara,2016,454865.0,15.0,7027.0
Mere, Hunedoara,2017,455985.0,15.0,6934.0
Mere, Hunedoara,2018,452226.0,31.0,14085.0
Mere, Hunedoara,2019,452414.0,22.0,9940.0
Mere, Hunedoara,2020,455602.0,20.0,9237.0
Mere, Hunedoara,2021,458968.0,21.0,9485.0
Mere, Hunedoara,2022,455398.0,19.0,8470.0
Mere, Hunedoara,2023,454558.0,18.0,8047.0
Mere, Hunedoara,2024,454384.0,17.0,7781.0
Mere, Ialomita,2000,44552.0,22.0,965.0
Mere, Ialomita,2001,39786.0,11.0,462.0
Mere, Ialomita,2002,32165.0,5.0,176.0
Mere, Ialomita,2003,45032.0,3.0,121.0
Mere, Ialomita,2004,29253.0,15.0,453.0
Mere, Ialomita,2005,41664.0,32.0,1572.0
Mere, Ialomita,2006,38331.0,15.0,591.0
Mere, Ialomita,2007,9461.0,4.0,38.0
Mere, Ialomita,2008,10954.0,10.0,112.0
Mere, Ialomita,2009,14759.0,8.0,114.0
Mere, Ialomita,2010,8954.0,13.0,119.0
Mere, Ialomita,2011,9723.0,18.0,179.0
Mere, Ialomita,2012,7446.0,20.0,148.0
Mere, Ialomita,2013,15459.0,19.0,287.0
Mere, Ialomita,2014,9728.0,21.0,208.0
Mere, Ialomita,2015,10078.0,18.0,178.0
Mere, Ialomita,2016,9004.0,20.0,181.0
Mere, Ialomita,2017,7972.0,21.0,164.0
Mere, Ialomita,2018,8093.0,29.0,236.0
Mere, Ialomita,2019,20715.0,13.0,263.0
Mere, Ialomita,2020,20649.0,12.0,241.0
Mere, Ialomita,2021,16848.0,10.0,176.0
Mere, Ialomita,2022,15775.0,10.0,160.0
Mere, Ialomita,2023,17740.0,27.0,476.0
Mere, Ialomita,2024,18266.0,14.0,253.0
Mere, Iasi,2000,1830102.0,10.0,17954.0
Mere, Iasi,2001,1950098.0,14.0,25374.0
Mere, Iasi,2002,1967613.0,14.0,27906.0
Mere, Iasi,2003,1929254.0,15.0,28831.0
Mere, Iasi,2004,1713909.0,32.0,55228.0
Mere, Iasi,2005,1445232.0,24.0,36696.0
Mere, Iasi,2006,973476.0,25.0,24770.0
Mere, Iasi,2007,693048.0,17.0,11920.0
Mere, Iasi,2008,997203.0,16.0,15513.0
Mere, Iasi,2009,989773.0,17.0,16487.0
Mere, Iasi,2010,588385.0,18.0,10571.0
Mere, Iasi,2011,565656.0,16.0,9273.0
Mere, Iasi,2012,934070.0,14.0,13306.0
Mere, Iasi,2013,696988.0,15.0,10451.0
Mere, Iasi,2014,667178.0,16.0,10527.0
Mere, Iasi,2015,582470.0,20.0,11788.0
Mere, Iasi,2016,575790.0,17.0,10028.0
Mere, Iasi,2017,573690.0,19.0,11030.0
Mere, Iasi,2018,607344.0,25.0,14997.0
Mere, Iasi,2019,534564.0,24.0,12961.0
Mere, Iasi,2020,531352.0,24.0,12601.0
Mere, Iasi,2021,706334.0,25.0,17548.0
Mere, Iasi,2022,690692.0,20.0,14143.0
Mere, Iasi,2023,859704.0,18.0,15211.0
Mere, Iasi,2024,786796.0,17.0,13503.0
Mere, Ilfov,2000,156818.0,8.0,1209.0
Mere, Ilfov,2001,200839.0,6.0,1033.0
Mere, Ilfov,2002,182837.0,6.0,1164.0
Mere, Ilfov,2003,81480.0,25.0,2007.0
Mere, Ilfov,2004,60824.0,52.0,3147.0
Mere, Ilfov,2005,77426.0,13.0,1091.0
Mere, Ilfov,2006,66884.0,14.0,950.0
Mere, Ilfov,2007,29733.0,16.0,481.0
Mere, Ilfov,2008,39447.0,25.0,984.0
Mere, Ilfov,2009,41001.0,25.0,1028.0
Mere, Ilfov,2010,58490.0,9.0,553.0
Mere, Ilfov,2011,25252.0,22.0,566.0
Mere, Ilfov,2012,65865.0,13.0,869.0
Mere, Ilfov,2013,60274.0,9.0,567.0
Mere, Ilfov,2014,58978.0,10.0,566.0
Mere, Ilfov,2015,57313.0,8.0,452.0
Mere, Ilfov,2016,57187.0,7.0,388.0
Mere, Ilfov,2017,57001.0,7.0,380.0
Mere, Ilfov,2018,58830.0,10.0,606.0
Mere, Ilfov,2019,60209.0,6.0,352.0
Mere, Ilfov,2020,62739.0,7.0,448.0
Mere, Ilfov,2021,64341.0,8.0,506.0
Mere, Ilfov,2022,64075.0,5.0,346.0
Mere, Ilfov,2023,64482.0,5.0,353.0
Mere, Ilfov,2024,55319.0,6.0,349.0
Mere, Maramures,2000,2555959.0,15.0,39514.0
Mere, Maramures,2001,2435163.0,16.0,37401.0
Mere, Maramures,2002,2502697.0,19.0,47073.0
Mere, Maramures,2003,2496619.0,19.0,47929.0
Mere, Maramures,2004,1984615.0,15.0,30352.0
Mere, Maramures,2005,1895907.0,17.0,31602.0
Mere, Maramures,2006,2175877.0,16.0,33815.0
Mere, Maramures,2007,3966181.0,5.0,21378.0
Mere, Maramures,2008,3821614.0,10.0,38388.0
Mere, Maramures,2009,3839904.0,11.0,41284.0
Mere, Maramures,2010,3124693.0,14.0,42259.0
Mere, Maramures,2011,2918821.0,20.0,57629.0
Mere, Maramures,2012,2990393.0,13.0,39549.0
Mere, Maramures,2013,2905340.0,13.0,37821.0
Mere, Maramures,2014,2851218.0,14.0,39306.0
Mere, Maramures,2015,2860552.0,15.0,42657.0
Mere, Maramures,2016,2807602.0,12.0,33162.0
Mere, Maramures,2017,2800567.0,6.0,16908.0
Mere, Maramures,2018,2789691.0,17.0,47661.0
Mere, Maramures,2019,2770931.0,16.0,43719.0
Mere, Maramures,2020,2798781.0,18.0,49862.0
Mere, Maramures,2021,2796104.0,17.0,48854.0
Mere, Maramures,2022,2806183.0,16.0,43655.0
Mere, Maramures,2023,2780797.0,15.0,41041.0
Mere, Maramures,2024,2771507.0,14.0,37468.0
Mere, Mehedinti,2000,1358824.0,2.0,2742.0
Mere, Mehedinti,2001,1153576.0,7.0,4880.0
Mere, Mehedinti,2002,1152028.0,2.0,2385.0
Mere, Mehedinti,2003,1090590.0,24.0,25852.0
Mere, Mehedinti,2004,1149975.0,16.0,18143.0
Mere, Mehedinti,2005,1004773.0,4.0,4398.0
Mere, Mehedinti,2006,723085.0,12.0,8826.0
Mere, Mehedinti,2007,368195.0,6.0,2250.0
Mere, Mehedinti,2008,467304.0,5.0,2425.0
Mere, Mehedinti,2009,661191.0,16.0,10314.0
Mere, Mehedinti,2010,702328.0,14.0,9718.0
Mere, Mehedinti,2011,562103.0,20.0,11252.0
Mere, Mehedinti,2012,568598.0,14.0,8139.0
Mere, Mehedinti,2013,563190.0,20.0,11166.0
Mere, Mehedinti,2014,558262.0,15.0,8519.0
Mere, Mehedinti,2015,567039.0,16.0,8943.0
Mere, Mehedinti,2016,530030.0,26.0,13546.0
Mere, Mehedinti,2017,530163.0,27.0,14317.0
Mere, Mehedinti,2018,539602.0,30.0,16433.0
Mere, Mehedinti,2019,518753.0,30.0,15509.0
Mere, Mehedinti,2020,532180.0,42.0,22540.0
Mere, Mehedinti,2021,525422.0,44.0,22944.0
Mere, Mehedinti,2022,538395.0,28.0,14939.0
Mere, Mehedinti,2023,530837.0,24.0,12594.0
Mere, Mehedinti,2024,542829.0,21.0,11569.0
Mere, Municipiul Bucuresti,2000,34912.0,3.0,88.0
Mere, Municipiul Bucuresti,2001,32018.0,18.0,110.0
Mere, Municipiul Bucuresti,2002,13641.0,3.0,42.0
Mere, Municipiul Bucuresti,2003,12728.0,3.0,42.0
Mere, Municipiul Bucuresti,2004,7915.0,1.0,10.0
Mere, Municipiul Bucuresti,2005,7935.0,10.0,80.0
Mere, Municipiul Bucuresti,2006,7941.0,13.0,100.0
Mere, Municipiul Bucuresti,2007,12952.0,4.0,53.0
Mere, Municipiul Bucuresti,2008,14195.0,5.0,67.0
Mere, Municipiul Bucuresti,2009,10635.0,12.0,132.0
Mere, Municipiul Bucuresti,2010,25209.0,8.0,192.0
Mere, Municipiul Bucuresti,2011,17986.0,4.0,75.0
Mere, Municipiul Bucuresti,2012,4225.0,18.0,78.0
Mere, Municipiul Bucuresti,2013,2530.0,16.0,40.0
Mere, Municipiul Bucuresti,2014,1702.0,17.0,29.0
Mere, Municipiul Bucuresti,2015,1500.0,17.0,25.0
Mere, Municipiul Bucuresti,2016,1500.0,17.0,25.0
Mere, Municipiul Bucuresti,2018,2.0,,
Mere, Municipiul Bucuresti,2021,597.0,2.0,1.0
Mere, Municipiul Bucuresti,2022,570.0,5.0,3.0
Mere, Municipiul Bucuresti,2023,973.0,1.0,1.0
Mere, Municipiul Bucuresti,2024,973.0,2.0,2.0
Mere, Mures,2000,1910435.0,14.0,27026.0
Mere, Mures,2001,2181814.0,15.0,31957.0
Mere, Mures,2002,2365877.0,18.0,42930.0
Mere, Mures,2003,2465816.0,27.0,67179.0
Mere, Mures,2004,2541853.0,35.0,90084.0
Mere, Mures,2005,2365733.0,26.0,61032.0
Mere, Mures,2006,2017507.0,23.0,47249.0
Mere, Mures,2007,2116244.0,7.0,15470.0
Mere, Mures,2008,2404360.0,27.0,64715.0
Mere, Mures,2009,2265226.0,22.0,49670.0
Mere, Mures,2010,2179593.0,21.0,44990.0
Mere, Mures,2011,2164269.0,12.0,26611.0
Mere, Mures,2012,2035098.0,12.0,24531.0
Mere, Mures,2013,1981849.0,14.0,26796.0
Mere, Mures,2014,1845368.0,21.0,38078.0
Mere, Mures,2015,1640849.0,20.0,33258.0
Mere, Mures,2016,1284357.0,20.0,25667.0
Mere, Mures,2017,1281659.0,11.0,13961.0
Mere, Mures,2018,1237147.0,26.0,31972.0
Mere, Mures,2019,1192454.0,22.0,26537.0
Mere, Mures,2020,1185808.0,23.0,27102.0
Mere, Mures,2021,1235196.0,23.0,28395.0
Mere, Mures,2022,1261139.0,22.0,27613.0
Mere, Mures,2023,1040453.0,25.0,26237.0
Mere, Mures,2024,1008306.0,25.0,25061.0
Mere, Neamt,2000,929153.0,16.0,14626.0
Mere, Neamt,2001,929418.0,18.0,16101.0
Mere, Neamt,2002,908409.0,16.0,14843.0
Mere, Neamt,2003,854890.0,19.0,16222.0
Mere, Neamt,2004,801918.0,45.0,36202.0
Mere, Neamt,2005,829791.0,25.0,21277.0
Mere, Neamt,2006,721210.0,22.0,15909.0
Mere, Neamt,2007,747932.0,9.0,6450.0
Mere, Neamt,2008,752638.0,18.0,13729.0
Mere, Neamt,2009,751085.0,15.0,11200.0
Mere, Neamt,2010,782285.0,13.0,9991.0
Mere, Neamt,2011,744157.0,18.0,13133.0
Mere, Neamt,2012,742933.0,12.0,9241.0
Mere, Neamt,2013,742678.0,14.0,10174.0
Mere, Neamt,2014,751559.0,14.0,10781.0
Mere, Neamt,2015,752072.0,16.0,12114.0
Mere, Neamt,2016,756644.0,14.0,10412.0
Mere, Neamt,2017,753284.0,13.0,10083.0
Mere, Neamt,2018,748982.0,20.0,15138.0
Mere, Neamt,2019,751432.0,17.0,13061.0
Mere, Neamt,2020,749982.0,21.0,15379.0
Mere, Neamt,2021,746928.0,19.0,14145.0
Mere, Neamt,2022,746499.0,17.0,12541.0
Mere, Neamt,2023,751566.0,16.0,12268.0
Mere, Neamt,2024,751454.0,15.0,11473.0
Mere, Olt,2000,738312.0,3.0,2075.0
Mere, Olt,2001,491144.0,14.0,2237.0
Mere, Olt,2002,499497.0,3.0,1287.0
Mere, Olt,2003,562982.0,9.0,5336.0
Mere, Olt,2004,275867.0,43.0,11750.0
Mere, Olt,2005,332783.0,6.0,1981.0
Mere, Olt,2006,191010.0,19.0,3550.0
Mere, Olt,2007,249366.0,13.0,3172.0
Mere, Olt,2008,246823.0,13.0,3248.0
Mere, Olt,2009,243192.0,13.0,3200.0
Mere, Olt,2010,254571.0,15.0,3850.0
Mere, Olt,2011,239206.0,30.0,7160.0
Mere, Olt,2012,255912.0,12.0,3197.0
Mere, Olt,2013,256090.0,17.0,4357.0
Mere, Olt,2014,355794.0,14.0,5137.0
Mere, Olt,2015,431588.0,13.0,5747.0
Mere, Olt,2016,424213.0,14.0,5858.0
Mere, Olt,2017,414844.0,10.0,3997.0
Mere, Olt,2018,383244.0,17.0,6657.0
Mere, Olt,2019,362907.0,15.0,5296.0
Mere, Olt,2020,379628.0,14.0,5467.0
Mere, Olt,2021,328186.0,18.0,5829.0
Mere, Olt,2022,319373.0,15.0,4852.0
Mere, Olt,2023,323411.0,15.0,4796.0
Mere, Olt,2024,412055.0,11.0,4594.0
Mere, Prahova,2000,1476501.0,8.0,11095.0
Mere, Prahova,2001,1384988.0,13.0,12734.0
Mere, Prahova,2002,1213948.0,6.0,6923.0
Mere, Prahova,2003,1188513.0,27.0,31648.0
Mere, Prahova,2004,1233964.0,15.0,18705.0
Mere, Prahova,2005,1405642.0,14.0,20446.0
Mere, Prahova,2006,762394.0,17.0,13243.0
Mere, Prahova,2007,1124439.0,20.0,21963.0
Mere, Prahova,2008,1141732.0,9.0,9848.0
Mere, Prahova,2009,1113376.0,9.0,9616.0
Mere, Prahova,2010,869613.0,13.0,11717.0
Mere, Prahova,2011,867237.0,18.0,15288.0
Mere, Prahova,2012,824504.0,15.0,12500.0
Mere, Prahova,2013,813108.0,16.0,13175.0
Mere, Prahova,2014,832995.0,16.0,13712.0
Mere, Prahova,2015,821719.0,17.0,14366.0
Mere, Prahova,2016,825121.0,13.0,10966.0
Mere, Prahova,2017,824195.0,9.0,7801.0
Mere, Prahova,2018,868658.0,35.0,30041.0
Mere, Prahova,2019,811707.0,24.0,19340.0
Mere, Prahova,2020,782168.0,23.0,18085.0
Mere, Prahova,2021,762661.0,26.0,19565.0
Mere, Prahova,2022,602329.0,30.0,18263.0
Mere, Prahova,2023,644695.0,29.0,18735.0
Mere, Prahova,2024,578936.0,17.0,9951.0
Mere, Regiunea SUD-EST,2000,,9.0,
Mere, Regiunea SUD-EST,2001,,17.0,
Mere, Regiunea SUD-EST,2002,,11.0,
Mere, Regiunea SUD-EST,2003,,20.0,
Mere, Regiunea SUD-EST,2004,,27.0,
Mere, Regiunea SUD-EST,2005,,22.0,
Mere, Regiunea SUD-EST,2006,,23.0,
Mere, Regiunea SUD-EST,2007,,17.0,
Mere, Regiunea SUD-EST,2008,,16.0,
Mere, Regiunea SUD-EST,2009,,15.0,
Mere, Regiunea SUD-EST,2010,,21.0,
Mere, Regiunea SUD-EST,2011,,25.0,
Mere, Regiunea SUD-EST,2012,,15.0,
Mere, Regiunea SUD-EST,2013,,17.0,
Mere, Regiunea SUD-EST,2014,,20.0,
Mere, Regiunea SUD-EST,2015,,19.0,
Mere, Regiunea SUD-EST,2016,,16.0,
Mere, Regiunea SUD-EST,2017,,12.0,
Mere, Regiunea SUD-EST,2018,,21.0,
Mere, Regiunea SUD-EST,2019,,19.0,
Mere, Regiunea SUD-EST,2020,,18.0,
Mere, Regiunea SUD-EST,2021,,22.0,
Mere, Regiunea SUD-EST,2022,,19.0,
Mere, Regiunea SUD-EST,2023,,19.0,
Mere, Regiunea SUD-EST,2024,,16.0,
Mere, Salaj,2000,1247541.0,13.0,15945.0
Mere, Salaj,2001,1255817.0,15.0,14805.0
Mere, Salaj,2002,1205338.0,9.0,11327.0
Mere, Salaj,2003,1102528.0,37.0,40544.0
Mere, Salaj,2004,990474.0,27.0,27067.0
Mere, Salaj,2005,295600.0,26.0,8000.0
Mere, Salaj,2006,907393.0,15.0,13724.0
Mere, Salaj,2007,1130364.0,4.0,4831.0
Mere, Salaj,2008,1079015.0,20.0,21535.0
Mere, Salaj,2009,1139508.0,14.0,16109.0
Mere, Salaj,2010,1100108.0,18.0,19549.0
Mere, Salaj,2011,1095544.0,22.0,24409.0
Mere, Salaj,2012,1264333.0,14.0,18193.0
Mere, Salaj,2013,1012376.0,19.0,19679.0
Mere, Salaj,2014,1096001.0,25.0,27672.0
Mere, Salaj,2015,998583.0,22.0,21655.0
Mere, Salaj,2016,969760.0,21.0,20549.0
Mere, Salaj,2017,963842.0,17.0,16206.0
Mere, Salaj,2018,862076.0,26.0,22767.0
Mere, Salaj,2019,847412.0,26.0,22207.0
Mere, Salaj,2020,861652.0,28.0,24015.0
Mere, Salaj,2021,901289.0,28.0,25109.0
Mere, Salaj,2022,1560476.0,12.0,18845.0
Mere, Salaj,2023,1472490.0,13.0,18905.0
Mere, Salaj,2024,1467092.0,12.0,18267.0
Mere, Satu Mare,2000,1412006.0,13.0,17905.0
Mere, Satu Mare,2001,1237096.0,12.0,13778.0
Mere, Satu Mare,2002,1310148.0,9.0,11222.0
Mere, Satu Mare,2003,1269574.0,7.0,8457.0
Mere, Satu Mare,2004,1176177.0,33.0,38499.0
Mere, Satu Mare,2005,1397009.0,9.0,13275.0
Mere, Satu Mare,2006,1124463.0,14.0,15827.0
Mere, Satu Mare,2007,847758.0,18.0,15306.0
Mere, Satu Mare,2008,831376.0,4.0,3674.0
Mere, Satu Mare,2009,846515.0,18.0,14864.0
Mere, Satu Mare,2010,718736.0,15.0,10829.0
Mere, Satu Mare,2011,399822.0,15.0,6069.0
Mere, Satu Mare,2012,505168.0,12.0,5888.0
Mere, Satu Mare,2013,399065.0,15.0,6023.0
Mere, Satu Mare,2014,427880.0,37.0,15695.0
Mere, Satu Mare,2015,620928.0,25.0,15711.0
Mere, Satu Mare,2016,535458.0,31.0,16448.0
Mere, Satu Mare,2017,1162085.0,14.0,16475.0
Mere, Satu Mare,2018,556848.0,21.0,11534.0
Mere, Satu Mare,2019,550887.0,18.0,9812.0
Mere, Satu Mare,2020,547712.0,21.0,11547.0
Mere, Satu Mare,2021,512189.0,24.0,12314.0
Mere, Satu Mare,2022,501503.0,17.0,8745.0
Mere, Satu Mare,2023,537280.0,18.0,9430.0
Mere, Satu Mare,2024,531341.0,17.0,8796.0
Mere, Sibiu,2000,1133742.0,9.0,9958.0
Mere, Sibiu,2001,1237477.0,21.0,14544.0
Mere, Sibiu,2002,1212682.0,20.0,23676.0
Mere, Sibiu,2003,1123025.0,19.0,21017.0
Mere, Sibiu,2004,1426483.0,18.0,25585.0
Mere, Sibiu,2005,1297603.0,10.0,13924.0
Mere, Sibiu,2006,901976.0,18.0,16184.0
Mere, Sibiu,2007,841506.0,14.0,12135.0
Mere, Sibiu,2008,1125487.0,16.0,18256.0
Mere, Sibiu,2009,838691.0,19.0,16273.0
Mere, Sibiu,2010,1141237.0,18.0,20768.0
Mere, Sibiu,2011,1413856.0,8.0,10638.0
Mere, Sibiu,2012,1386227.0,6.0,8500.0
Mere, Sibiu,2013,1205538.0,11.0,12794.0
Mere, Sibiu,2014,1109725.0,10.0,11600.0
Mere, Sibiu,2015,863182.0,9.0,7522.0
Mere, Sibiu,2016,989176.0,9.0,9396.0
Mere, Sibiu,2017,931928.0,10.0,9093.0
Mere, Sibiu,2018,769637.0,14.0,10856.0
Mere, Sibiu,2019,803829.0,11.0,9134.0
Mere, Sibiu,2020,762623.0,12.0,8826.0
Mere, Sibiu,2021,731870.0,13.0,9652.0
Mere, Sibiu,2022,672415.0,8.0,5375.0
Mere, Sibiu,2023,620252.0,9.0,5719.0
Mere, Sibiu,2024,498017.0,10.0,4819.0
Mere, Suceava,2000,1697279.0,13.0,21854.0
Mere, Suceava,2001,1620015.0,21.0,29120.0
Mere, Suceava,2002,1643921.0,18.0,30366.0
Mere, Suceava,2003,1610038.0,19.0,30688.0
Mere, Suceava,2004,1805847.0,42.0,75825.0
Mere, Suceava,2005,1345722.0,16.0,25401.0
Mere, Suceava,2006,1476610.0,24.0,36155.0
Mere, Suceava,2007,1796149.0,18.0,32571.0
Mere, Suceava,2008,1837736.0,19.0,34872.0
Mere, Suceava,2009,1907864.0,24.0,45539.0
Mere, Suceava,2010,1862198.0,19.0,35209.0
Mere, Suceava,2011,1986639.0,25.0,49760.0
Mere, Suceava,2012,1621707.0,21.0,34517.0
Mere, Suceava,2013,1630698.0,20.0,33187.0
Mere, Suceava,2014,1604928.0,23.0,37354.0
Mere, Suceava,2015,1561181.0,20.0,31460.0
Mere, Suceava,2016,1478998.0,20.0,28900.0
Mere, Suceava,2017,1666833.0,15.0,24985.0
Mere, Suceava,2018,1657963.0,22.0,37003.0
Mere, Suceava,2019,1456283.0,21.0,30388.0
Mere, Suceava,2020,1540552.0,20.0,31555.0
Mere, Suceava,2021,1823992.0,27.0,49224.0
Mere, Suceava,2022,1925214.0,29.0,55856.0
Mere, Suceava,2023,1936302.0,29.0,55518.0
Mere, Suceava,2024,2000424.0,24.0,47271.0
Mere, Teleorman,2000,107785.0,13.0,1356.0
Mere, Teleorman,2001,112636.0,16.0,1769.0
Mere, Teleorman,2002,126390.0,10.0,1223.0
Mere, Teleorman,2003,119219.0,12.0,1413.0
Mere, Teleorman,2004,138599.0,16.0,2173.0
Mere, Teleorman,2005,113602.0,11.0,2183.0
Mere, Teleorman,2006,98649.0,12.0,1140.0
Mere, Teleorman,2007,48916.0,11.0,537.0
Mere, Teleorman,2008,47389.0,12.0,579.0
Mere, Teleorman,2009,46964.0,13.0,592.0
Mere, Teleorman,2010,46501.0,15.0,715.0
Mere, Teleorman,2011,47074.0,24.0,1127.0
Mere, Teleorman,2012,48446.0,13.0,643.0
Mere, Teleorman,2013,48226.0,18.0,857.0
Mere, Teleorman,2014,49460.0,21.0,1054.0
Mere, Teleorman,2015,130000.0,9.0,1156.0
Mere, Teleorman,2016,49895.0,19.0,949.0
Mere, Teleorman,2017,49513.0,19.0,948.0
Mere, Teleorman,2018,50353.0,34.0,1695.0
Mere, Teleorman,2019,49854.0,30.0,1501.0
Mere, Teleorman,2020,50188.0,27.0,1354.0
Mere, Teleorman,2021,50394.0,26.0,1305.0
Mere, Teleorman,2022,50817.0,25.0,1253.0
Mere, Teleorman,2023,51044.0,23.0,1154.0
Mere, Teleorman,2024,49627.0,22.0,1102.0
Mere, Timis,2000,1434226.0,7.0,
Mere, Timis,2001,974580.0,8.0,
Mere, Timis,2002,919285.0,3.0,
Mere, Timis,2003,882163.0,8.0,
Mere, Timis,2004,781890.0,18.0,
Mere, Timis,2005,603316.0,16.0,
Mere, Timis,2006,473590.0,20.0,
Mere, Timis,2007,558903.0,25.0,
Mere, Timis,2008,537124.0,5.0,
Mere, Timis,2009,384853.0,15.0,
Mere, Timis,2010,1028641.0,12.0,
Mere, Timis,2011,228120.0,29.0,
Mere, Timis,2012,243143.0,15.0,
Mere, Timis,2013,179052.0,24.0,
Mere, Timis,2014,251998.0,18.0,
Mere, Timis,2015,227888.0,25.0,
Mere, Timis,2016,209183.0,19.0,
Mere, Timis,2017,198846.0,20.0,
Mere, Timis,2018,244840.0,33.0,
Mere, Timis,2019,259465.0,29.0,
Mere, Timis,2020,252798.0,26.0,
Mere, Timis,2021,360517.0,20.0,
Mere, Timis,2022,359313.0,16.0,
Mere, Timis,2023,211762.0,22.0,
Mere, Timis,2024,263713.0,18.0,
Mere, Tulcea,2000,187522.0,1.0,150.0
Mere, Tulcea,2001,143005.0,15.0,551.0
Mere, Tulcea,2002,177623.0,9.0,1575.0
Mere, Tulcea,2003,167936.0,7.0,1095.0
Mere, Tulcea,2004,180940.0,5.0,982.0
Mere, Tulcea,2005,293910.0,11.0,3616.0
Mere, Tulcea,2006,71905.0,28.0,1999.0
Mere, Tulcea,2007,33601.0,18.0,618.0
Mere, Tulcea,2008,76950.0,27.0,2104.0
Mere, Tulcea,2009,94944.0,23.0,2163.0
Mere, Tulcea,2010,93644.0,18.0,1714.0
Mere, Tulcea,2011,95332.0,25.0,2428.0
Mere, Tulcea,2012,95527.0,15.0,1403.0
Mere, Tulcea,2013,93137.0,13.0,1254.0
Mere, Tulcea,2014,92249.0,16.0,1484.0
Mere, Tulcea,2015,70712.0,19.0,1353.0
Mere, Tulcea,2016,69085.0,18.0,1240.0
Mere, Tulcea,2017,69145.0,17.0,1179.0
Mere, Tulcea,2018,69140.0,31.0,2110.0
Mere, Tulcea,2019,69183.0,24.0,1662.0
Mere, Tulcea,2020,69542.0,22.0,1526.0
Mere, Tulcea,2021,69692.0,19.0,1321.0
Mere, Tulcea,2022,69757.0,17.0,1185.0
Mere, Tulcea,2023,69797.0,16.0,1115.0
Mere, Tulcea,2024,70262.0,15.0,1082.0
Mere, Valcea,2000,903581.0,21.0,19350.0
Mere, Valcea,2001,1137222.0,21.0,22605.0
Mere, Valcea,2002,1097688.0,9.0,10191.0
Mere, Valcea,2003,1117431.0,36.0,40567.0
Mere, Valcea,2004,1007756.0,36.0,35936.0
Mere, Valcea,2005,1172104.0,15.0,18562.0
Mere, Valcea,2006,873657.0,20.0,17272.0
Mere, Valcea,2007,862334.0,31.0,26506.0
Mere, Valcea,2008,852379.0,19.0,16497.0
Mere, Valcea,2009,958880.0,26.0,25380.0
Mere, Valcea,2010,1018342.0,35.0,36129.0
Mere, Valcea,2011,1035911.0,37.0,38050.0
Mere, Valcea,2012,1009357.0,26.0,26064.0
Mere, Valcea,2013,1018508.0,26.0,26859.0
Mere, Valcea,2014,1060347.0,15.0,15412.0
Mere, Valcea,2015,687564.0,21.0,14479.0
Mere, Valcea,2016,709874.0,22.0,15886.0
Mere, Valcea,2017,698922.0,21.0,14756.0
Mere, Valcea,2018,703967.0,50.0,35094.0
Mere, Valcea,2019,719027.0,37.0,26933.0
Mere, Valcea,2020,987150.0,37.0,36036.0
Mere, Valcea,2021,1028620.0,36.0,36922.0
Mere, Valcea,2022,1016869.0,29.0,29196.0
Mere, Valcea,2023,1116889.0,25.0,27553.0
Mere, Valcea,2024,1088310.0,25.0,26836.0
Mere, Vaslui,2000,1207195.0,5.0,6237.0
Mere, Vaslui,2001,1464535.0,6.0,7521.0
Mere, Vaslui,2002,1305816.0,5.0,6252.0
Mere, Vaslui,2003,1226993.0,12.0,14817.0
Mere, Vaslui,2004,1472926.0,20.0,29293.0
Mere, Vaslui,2005,735985.0,13.0,11255.0
Mere, Vaslui,2006,439866.0,30.0,13389.0
Mere, Vaslui,2007,545175.0,12.0,6535.0
Mere, Vaslui,2008,446871.0,8.0,3796.0
Mere, Vaslui,2009,367569.0,24.0,8910.0
Mere, Vaslui,2010,336280.0,13.0,4353.0
Mere, Vaslui,2011,619788.0,9.0,5752.0
Mere, Vaslui,2012,408981.0,12.0,4943.0
Mere, Vaslui,2013,241997.0,8.0,2040.0
Mere, Vaslui,2014,525612.0,16.0,8537.0
Mere, Vaslui,2015,592277.0,13.0,7844.0
Mere, Vaslui,2016,624138.0,14.0,8700.0
Mere, Vaslui,2017,617045.0,11.0,7095.0
Mere, Vaslui,2018,5110865.0,2.0,8664.0
Mere, Vaslui,2019,586494.0,12.0,7180.0
Mere, Vaslui,2020,465624.0,15.0,7003.0
Mere, Vaslui,2021,211996.0,24.0,5004.0
