Judet,An,Kg_pe_Pom,Rootstock_ID,phh2o,clay,sand,silt,soc,nitrogen,cec,temp_medie_vara,precipitatii_vara,umid_sol_rad_vara,temp_medie_an,precipitatii_an,cdd10_an,precipitatii_toamna,temp_medie_toamna,umid_sol_rad_toamna,zile_inghet_toamna,temp_min_iarna,zile_inghet_iarna
Bistrita-Nasaud,2015,20.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,21.06,202.6,0.529,9.66,681.4,1419.4,218.1,9.98,0.574,12.0,-16.71,50.0
Bistrita-Nasaud,2016,22.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,19.78,286.7,0.609,8.78,833.9,1286.1,205.3,8.56,0.58,30.0,-15.42,48.0
Bistrita-Nasaud,2017,12.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,20.76,180.1,0.532,8.94,690.7,1320.5,213.6,8.95,0.562,17.0,-21.88,53.0
Bistrita-Nasaud,2018,19.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,19.87,307.0,0.615,9.62,765.4,1511.3,121.2,10.66,0.516,13.0,-16.04,54.0
Bistrita-Nasaud,2019,19.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,20.41,206.3,0.616,9.82,742.1,1392.0,121.8,11.91,0.507,6.0,-15.53,57.0
Bistrita-Nasaud,2020,21.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,19.15,362.8,0.652,9.16,862.7,1194.2,191.1,10.14,0.612,14.0,-10.08,54.0
Bistrita-Nasaud,2021,21.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,20.17,233.8,0.608,8.59,795.6,1157.6,105.5,8.65,0.537,18.0,-14.31,48.0
Bistrita-Nasaud,2022,16.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,21.62,175.2,0.507,9.39,719.3,1366.7,252.7,9.57,0.647,10.0,-16.4,56.0
Bistrita-Nasaud,2023,15.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,20.32,294.8,0.611,10.13,851.8,1436.3,186.4,11.54,0.546,15.0,-14.91,43.0
Bistrita-Nasaud,2024,16.0,2,6.104,37.967,25.396,36.638,38.025,4.093,24.696,22.64,231.0,0.55,10.88,697.5,1660.9,153.8,9.85,0.518,26.0,-10.27,36.0
Botosani,2000,9.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,20.69,208.8,0.513,9.87,436.5,1478.2,68.7,9.97,0.501,10.0,-21.52,58.0
Botosani,2001,14.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.29,209.2,0.525,8.95,623.2,1491.2,218.5,8.71,0.556,27.0,-10.7,53.0
Botosani,2002,13.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.13,280.0,0.543,9.46,581.8,1469.0,167.6,8.66,0.583,14.0,-16.69,45.0
Botosani,2003,19.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,20.65,227.2,0.534,8.46,484.9,1460.8,97.8,8.67,0.523,21.0,-23.17,59.0
Botosani,2004,39.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,20.32,250.0,0.534,8.99,554.4,1324.7,126.5,9.53,0.555,14.0,-15.82,57.0
Botosani,2005,21.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,19.81,322.5,0.601,8.68,760.0,1335.1,91.7,9.17,0.574,22.0,-25.92,56.0
Botosani,2006,21.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,19.58,352.0,0.647,8.55,739.0,1265.0,66.7,10.23,0.569,15.0,-23.9,59.0
Botosani,2007,11.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,22.87,209.8,0.503,10.56,584.7,1679.9,162.8,8.34,0.564,25.0,-15.77,46.0
Botosani,2008,15.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,20.35,299.5,0.586,9.65,768.4,1306.9,146.6,9.3,0.598,15.0,-20.54,54.0
Botosani,2009,19.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.01,213.2,0.545,9.59,549.4,1486.6,100.4,10.54,0.514,11.0,-15.44,51.0
Botosani,2010,32.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.59,307.2,0.609,8.53,828.7,1437.0,184.5,9.03,0.593,19.0,-32.68,56.0
Botosani,2011,30.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.07,209.4,0.541,9.16,441.1,1507.8,53.1,8.89,0.488,35.0,-13.73,56.0
Botosani,2012,21.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,23.38,130.8,0.498,9.61,559.4,1878.4,88.3,10.92,0.492,17.0,-26.13,59.0
Botosani,2013,23.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,20.21,240.7,0.578,9.1,633.6,1419.9,97.4,9.99,0.539,13.0,-18.76,59.0
Botosani,2014,21.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,20.54,229.2,0.554,9.44,638.7,1474.6,126.1,8.55,0.526,21.0,-21.78,54.0
Botosani,2015,50.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,23.16,92.6,0.485,10.92,378.4,1775.2,123.8,10.75,0.497,19.0,-15.09,51.0
Botosani,2016,47.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.91,187.4,0.536,10.3,689.3,1649.9,263.4,9.0,0.588,27.0,-15.09,51.0
Botosani,2017,54.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.91,151.1,0.533,9.97,561.3,1562.2,153.5,10.1,0.527,12.0,-21.33,56.0
Botosani,2018,58.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.36,324.8,0.583,9.84,661.0,1737.4,96.1,9.93,0.506,17.0,-16.0,53.0
Botosani,2019,41.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.72,181.8,0.567,10.79,578.9,1640.4,82.2,11.79,0.492,13.0,-13.39,58.0
Botosani,2020,40.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.45,202.5,0.549,10.7,669.2,1560.8,176.4,11.61,0.561,10.0,-12.0,53.0
Botosani,2021,45.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,21.36,274.1,0.582,9.06,639.0,1334.2,34.5,8.96,0.521,18.0,-18.31,55.0
Botosani,2022,40.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,22.61,182.0,0.506,10.38,537.4,1607.1,198.8,9.75,0.569,15.0,-11.7,54.0
Botosani,2023,35.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,22.12,180.8,0.549,11.25,587.2,1710.6,103.0,12.51,0.504,11.0,-11.06,42.0
Botosani,2024,31.0,4,6.494,43.017,15.606,41.372,31.666,2.872,26.767,24.28,176.1,0.512,11.95,633.9,2002.5,199.1,10.51,0.559,26.0,-17.92,38.0
Braila,2000,6.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.46,50.6,0.341,12.2,279.4,2047.2,105.3,12.48,0.387,2.0,-21.37,55.0
Braila,2001,11.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.44,126.7,0.382,11.7,383.4,2030.4,111.2,11.54,0.383,22.0,-9.34,44.0
Braila,2002,7.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.3,160.1,0.383,12.06,450.0,2005.2,153.0,12.12,0.443,7.0,-16.74,42.0
Braila,2003,11.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.36,97.4,0.359,10.78,377.5,1953.8,116.9,10.99,0.411,13.0,-18.33,57.0
Braila,2004,15.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,22.39,240.5,0.437,11.18,595.0,1792.6,101.5,12.41,0.452,13.0,-14.48,51.0
Braila,2005,3.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,22.45,284.9,0.469,11.27,715.7,1820.2,148.3,12.04,0.441,7.0,-18.09,48.0
Braila,2006,20.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,23.69,134.4,0.397,11.36,453.1,1895.8,66.3,12.78,0.399,11.0,-22.12,52.0
Braila,2007,9.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,26.15,82.4,0.347,12.96,492.2,2171.0,188.0,11.14,0.441,18.0,-10.13,34.0
Braila,2008,12.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.58,97.6,0.378,12.43,396.7,1981.8,110.1,11.98,0.407,10.0,-16.03,48.0
Braila,2009,16.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.33,126.7,0.378,12.33,493.3,2061.5,116.7,13.27,0.41,4.0,-11.97,43.0
Braila,2010,17.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.72,194.2,0.441,11.68,669.2,2002.7,147.3,12.76,0.43,4.0,-25.41,47.0
Braila,2011,20.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,23.88,123.7,0.393,11.22,357.8,1949.5,37.9,11.45,0.351,23.0,-16.5,55.0
Braila,2012,14.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,26.08,137.8,0.386,12.17,564.5,2399.8,76.0,13.79,0.381,4.0,-24.98,59.0
Braila,2013,20.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,23.87,164.5,0.408,11.95,533.0,1985.9,147.9,12.17,0.444,8.0,-14.1,46.0
Braila,2014,19.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,23.69,141.6,0.412,12.06,580.8,1978.4,128.6,11.81,0.385,14.0,-18.46,41.0
Braila,2015,20.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.92,118.3,0.381,12.51,540.1,2096.3,216.1,13.19,0.421,3.0,-20.47,44.0
Braila,2016,20.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.56,143.9,0.41,12.08,655.5,2017.6,265.5,11.27,0.52,13.0,-14.31,37.0
Braila,2017,12.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,23.96,225.3,0.438,11.78,631.0,1924.9,145.5,12.93,0.416,6.0,-17.96,50.0
Braila,2018,18.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.69,183.7,0.412,12.33,465.0,2266.2,64.9,12.64,0.348,14.0,-12.2,49.0
Braila,2019,10.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,25.27,127.2,0.386,13.44,393.9,2251.2,100.1,14.37,0.393,7.0,-11.59,48.0
Braila,2020,11.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,24.62,116.9,0.381,13.4,436.3,2159.0,118.6,14.07,0.39,11.0,-8.05,44.0
Braila,2021,9.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,23.94,244.7,0.46,11.79,575.2,1806.8,55.4,11.95,0.363,7.0,-12.57,42.0
Braila,2022,9.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,25.7,98.2,0.358,13.28,304.6,2250.1,86.9,13.7,0.371,2.0,-8.49,42.0
Braila,2023,8.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,25.3,151.4,0.396,13.88,457.4,2312.6,109.9,15.49,0.363,7.0,-10.57,32.0
Braila,2024,10.0,2,7.619,38.195,11.281,50.533,24.276,2.293,26.367,27.31,109.7,0.359,14.26,447.4,2501.0,164.1,12.86,0.443,13.0,-10.43,29.0
Brasov,2000,6.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.42,62.4,0.29,6.58,279.3,864.0,59.1,7.45,0.288,24.0,-22.84,60.0
Brasov,2001,4.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.58,197.3,0.361,6.02,501.8,784.1,137.7,6.29,0.366,30.0,-14.59,57.0
Brasov,2002,7.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.55,213.3,0.361,6.3,519.8,771.1,150.2,6.43,0.388,27.0,-21.81,56.0
Brasov,2003,10.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.08,205.0,0.376,5.31,625.8,858.7,211.6,5.41,0.435,35.0,-22.21,59.0
Brasov,2004,38.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,15.5,278.1,0.44,5.49,763.4,624.5,178.2,7.04,0.435,24.0,-19.88,58.0
Brasov,2005,3.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,15.03,433.8,0.57,5.09,1043.3,639.0,191.8,5.97,0.551,38.0,-23.56,59.0
Brasov,2006,7.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,15.62,315.6,0.509,5.59,744.2,678.7,110.1,7.34,0.43,23.0,-26.95,59.0
Brasov,2007,5.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,18.25,248.6,0.37,7.0,798.3,937.9,235.9,5.29,0.473,32.0,-14.42,56.0
Brasov,2008,13.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.43,286.9,0.459,6.38,814.6,758.4,179.5,6.71,0.436,24.0,-20.14,59.0
Brasov,2009,11.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.3,334.4,0.468,6.22,853.6,763.9,164.3,7.6,0.433,22.0,-20.14,57.0
Brasov,2010,9.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.81,421.6,0.605,5.79,1083.5,756.2,174.0,6.55,0.504,28.0,-24.56,55.0
Brasov,2011,8.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.14,282.7,0.478,5.71,638.3,823.7,61.4,6.4,0.344,44.0,-17.63,57.0
Brasov,2012,6.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,18.68,181.8,0.415,6.25,797.5,1104.5,121.8,8.98,0.361,26.0,-27.6,60.0
Brasov,2013,6.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.42,314.6,0.469,6.13,797.1,770.4,140.2,6.94,0.44,22.0,-19.08,59.0
Brasov,2014,6.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,15.48,343.2,0.517,6.7,924.0,676.4,151.5,6.99,0.428,27.0,-20.46,52.0
Brasov,2015,4.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.4,217.4,0.401,7.05,700.3,938.4,224.0,8.0,0.416,26.0,-20.64,57.0
Brasov,2016,7.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.92,290.7,0.477,6.4,915.6,847.2,252.8,5.85,0.497,43.0,-18.83,51.0
Brasov,2017,7.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.32,254.3,0.44,6.31,803.2,863.2,220.8,6.88,0.422,30.0,-22.29,59.0
Brasov,2018,10.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.82,376.4,0.486,6.89,754.1,937.6,68.7,7.64,0.353,26.0,-19.98,56.0
Brasov,2019,8.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.43,251.1,0.448,7.47,720.1,941.4,123.0,9.5,0.35,14.0,-17.53,58.0
Brasov,2020,21.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,16.43,337.8,0.469,7.11,871.4,836.6,209.8,8.32,0.462,27.0,-15.64,56.0
Brasov,2021,20.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.1,289.4,0.494,6.12,792.8,776.8,95.5,6.27,0.403,34.0,-21.17,56.0
Brasov,2022,11.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,18.08,200.8,0.368,7.16,586.2,917.0,137.8,8.24,0.398,17.0,-15.73,57.0
Brasov,2023,12.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,17.64,272.4,0.432,7.72,689.6,981.2,110.9,9.17,0.354,22.0,-19.02,48.0
Brasov,2024,10.0,3,6.0,33.938,25.424,40.629,42.624,3.281,25.757,20.06,208.0,0.365,8.5,663.2,1187.9,154.5,7.74,0.369,31.0,-14.84,51.0
Buzau,2000,9.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.92,39.6,0.41,12.55,216.1,2128.3,56.4,12.58,0.416,2.0,-16.86,54.0
Buzau,2001,22.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.64,106.7,0.425,12.21,294.0,2123.5,77.0,11.9,0.429,20.0,-9.06,45.0
Buzau,2002,6.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.35,135.8,0.429,12.3,421.4,2057.9,164.3,12.06,0.492,6.0,-13.76,37.0
Buzau,2003,32.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.65,107.3,0.433,10.96,456.6,1980.5,189.1,10.77,0.52,14.0,-15.5,58.0
Buzau,2004,12.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,22.45,241.8,0.497,11.32,569.5,1819.7,104.2,12.44,0.507,12.0,-12.14,51.0
Buzau,2005,28.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,21.84,371.7,0.569,11.04,852.6,1746.7,199.7,11.46,0.571,10.0,-16.67,45.0
Buzau,2006,21.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,23.12,200.9,0.502,11.49,526.8,1887.8,62.2,12.96,0.462,10.0,-18.45,51.0
Buzau,2007,21.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,25.91,145.3,0.435,13.05,534.4,2176.4,183.5,10.93,0.503,17.0,-8.26,35.0
Buzau,2008,13.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.5,93.0,0.447,12.53,401.0,2038.8,113.8,12.14,0.459,12.0,-16.59,46.0
Buzau,2009,10.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.15,159.4,0.459,12.37,530.2,2057.9,120.7,13.09,0.472,4.0,-10.32,43.0
Buzau,2010,27.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.27,211.6,0.513,11.68,678.4,1966.8,130.9,12.73,0.482,4.0,-21.53,48.0
Buzau,2011,30.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,23.6,191.7,0.486,11.31,429.0,1954.1,39.1,11.58,0.429,23.0,-14.24,53.0
Buzau,2012,19.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,26.04,110.7,0.463,12.24,604.1,2398.0,92.2,13.8,0.451,6.0,-22.91,59.0
Buzau,2013,23.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,23.63,203.4,0.495,12.0,611.9,1998.3,163.1,12.16,0.517,8.0,-11.31,49.0
Buzau,2014,23.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,23.09,195.4,0.51,11.93,675.1,1920.9,133.4,11.78,0.465,15.0,-17.36,43.0
Buzau,2015,21.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.67,156.6,0.464,12.62,600.3,2092.4,221.3,13.13,0.493,4.0,-17.32,44.0
Buzau,2016,19.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.24,190.8,0.494,12.15,707.0,2006.3,234.8,11.29,0.559,15.0,-14.06,35.0
Buzau,2017,10.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.05,228.7,0.51,11.92,716.4,1963.9,200.3,12.78,0.5,5.0,-16.81,51.0
Buzau,2018,26.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.07,250.5,0.507,12.29,555.1,2244.6,58.7,12.81,0.42,13.0,-11.71,49.0
Buzau,2019,22.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.86,165.3,0.477,13.4,489.1,2225.8,99.5,14.62,0.437,4.0,-9.86,50.0
Buzau,2020,21.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,24.09,184.9,0.473,13.29,558.5,2131.8,119.8,13.88,0.461,10.0,-6.94,48.0
Buzau,2021,30.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,23.88,239.8,0.532,11.85,654.9,1817.0,82.5,11.84,0.45,9.0,-11.46,38.0
Buzau,2022,25.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,25.62,134.2,0.436,13.38,387.1,2264.9,104.4,13.87,0.455,1.0,-7.5,44.0
Buzau,2023,25.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,25.23,162.7,0.463,13.9,492.8,2336.0,95.0,15.58,0.428,8.0,-10.38,30.0
Buzau,2024,21.0,2,7.013,41.946,18.75,39.296,25.062,2.339,29.875,27.33,124.4,0.431,14.32,504.2,2525.0,153.5,12.96,0.479,15.0,-8.23,31.0
Calarasi,2000,14.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,25.4,30.8,0.387,13.08,235.5,2259.8,79.5,13.45,0.407,1.0,-16.47,53.0
Calarasi,2001,18.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.85,111.4,0.404,12.76,374.8,2236.1,76.1,13.06,0.395,19.0,-9.24,43.0
Calarasi,2002,11.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.31,187.6,0.421,12.39,546.2,2024.2,183.6,12.42,0.479,4.0,-18.73,35.0
Calarasi,2003,19.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,25.4,84.3,0.412,11.42,560.2,2062.2,227.3,11.59,0.48,11.0,-18.03,57.0
Calarasi,2004,17.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,22.63,212.8,0.456,12.03,578.8,1922.4,95.8,13.8,0.434,8.0,-11.59,50.0
Calarasi,2005,15.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,21.97,376.5,0.504,11.31,978.2,1766.5,292.7,11.61,0.579,6.0,-23.9,49.0
Calarasi,2006,13.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,23.47,166.3,0.452,12.02,509.0,1982.6,93.5,13.59,0.437,6.0,-18.48,50.0
Calarasi,2007,1.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,26.26,148.3,0.412,13.57,604.5,2254.2,228.1,11.69,0.475,13.0,-7.32,29.0
Calarasi,2008,6.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.97,92.6,0.418,13.04,419.9,2146.2,115.2,13.05,0.431,8.0,-20.33,49.0
Calarasi,2009,8.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.57,174.3,0.424,13.0,587.7,2160.9,148.0,13.64,0.451,4.0,-10.9,41.0
Calarasi,2010,10.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.05,199.8,0.478,12.29,727.1,2034.5,108.5,13.97,0.435,3.0,-26.56,44.0
Calarasi,2011,16.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,23.77,210.8,0.448,11.7,507.5,1981.6,56.4,12.17,0.419,21.0,-14.32,51.0
Calarasi,2012,15.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,26.73,82.1,0.417,12.88,577.7,2529.7,83.2,15.14,0.41,2.0,-24.43,58.0
Calarasi,2013,12.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.07,216.0,0.449,13.02,610.3,2167.4,137.2,13.46,0.448,4.0,-9.75,43.0
Calarasi,2014,15.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,23.16,249.6,0.474,12.56,848.1,1953.9,184.6,12.35,0.463,11.0,-16.28,32.0
Calarasi,2015,13.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.26,180.1,0.451,12.74,662.5,2059.9,242.2,13.6,0.484,4.0,-21.39,39.0
Calarasi,2016,13.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.56,128.8,0.446,12.66,637.5,2098.6,173.9,12.44,0.463,7.0,-17.24,32.0
Calarasi,2017,13.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.58,199.7,0.446,12.48,719.3,2092.2,200.8,13.46,0.46,4.0,-19.66,50.0
Calarasi,2018,22.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.08,236.3,0.458,12.72,652.7,2273.9,113.9,13.34,0.411,11.0,-12.08,43.0
Calarasi,2019,19.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,25.18,179.1,0.439,14.09,498.0,2359.7,88.3,16.0,0.402,2.0,-9.34,42.0
Calarasi,2020,19.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.61,154.2,0.428,13.75,549.4,2243.5,125.5,14.54,0.424,10.0,-10.26,41.0
Calarasi,2021,20.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,24.57,177.1,0.46,12.5,680.4,1952.1,128.8,12.65,0.435,6.0,-16.09,32.0
Calarasi,2022,19.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,25.93,133.6,0.412,13.89,409.8,2368.5,115.3,14.85,0.42,1.0,-7.75,38.0
Calarasi,2023,10.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,26.19,114.0,0.411,14.83,513.5,2517.3,138.7,16.69,0.404,6.0,-9.16,30.0
Calarasi,2024,9.0,2,6.733,46.919,13.496,39.585,23.504,2.337,26.015,27.99,100.7,0.402,14.89,496.2,2618.9,138.1,13.71,0.427,10.0,-7.52,29.0
Caras-Severin,2000,12.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,23.34,40.1,0.362,12.02,301.6,1979.3,40.4,13.22,0.347,2.0,-21.14,55.0
Caras-Severin,2001,21.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,21.76,194.7,0.437,11.08,617.5,1716.7,177.9,10.65,0.447,22.0,-8.78,39.0
Caras-Severin,2002,7.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,22.68,182.4,0.418,11.73,496.5,1803.6,151.8,11.68,0.451,8.0,-14.69,40.0
Caras-Severin,2003,29.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,23.74,125.1,0.406,10.73,565.2,1836.7,222.0,10.43,0.502,13.0,-18.2,56.0
Caras-Severin,2004,16.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,21.35,222.6,0.466,10.45,772.1,1559.3,214.4,11.71,0.5,12.0,-15.73,50.0
Caras-Severin,2005,16.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,20.09,366.5,0.565,9.8,978.6,1442.2,129.6,11.01,0.541,13.0,-18.34,55.0
Caras-Severin,2006,14.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,21.07,346.2,0.524,10.82,769.4,1617.6,77.6,12.35,0.486,9.0,-16.88,51.0
Caras-Severin,2007,14.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,23.61,188.3,0.442,11.86,791.6,1784.2,266.7,9.68,0.534,18.0,-5.5,35.0
Caras-Severin,2008,12.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,22.79,156.2,0.426,11.86,633.0,1783.7,174.6,11.85,0.451,11.0,-11.52,39.0
Caras-Severin,2009,10.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,22.33,231.8,0.467,11.68,748.9,1893.2,187.9,12.74,0.461,8.0,-13.09,46.0
Caras-Severin,2010,9.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,22.03,278.5,0.546,10.99,875.0,1611.7,140.2,11.66,0.483,6.0,-10.87,44.0
Caras-Severin,2011,10.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,22.47,200.2,0.45,11.28,482.8,1817.5,39.7,11.78,0.372,24.0,-15.23,49.0
Caras-Severin,2012,8.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,24.61,140.4,0.437,11.68,700.8,2117.2,142.1,13.92,0.435,3.0,-20.6,59.0
Caras-Severin,2013,9.0,2,5.685,31.341,32.504,36.152,39.411,3.747,23.13,22.62,163.8,0.456,11.67,704.9,1800.3,171.4,12.16,0.488,6.0,-9.68,44.0
