Area,Element,Year,Unit,Value
Colombia,Area harvested,1975,ha,
Colombia,Area harvested,1976,ha,
Colombia,Area harvested,1977,ha,
Colombia,Area harvested,1978,ha,
Colombia,Area harvested,1979,ha,
Colombia,Area harvested,1980,ha,
Colombia,Area harvested,1981,ha,
Colombia,Area harvested,1982,ha,
Colombia,Area harvested,1983,ha,
Colombia,Area harvested,1984,ha,
Colombia,Area harvested,1985,ha,
Colombia,Area harvested,1986,ha,
Colombia,Area harvested,1987,ha,
Colombia,Area harvested,1988,ha,
Colombia,Area harvested,1989,ha,
Colombia,Area harvested,1990,ha,
Colombia,Area harvested,1991,ha,
Colombia,Area harvested,1992,ha,
Colombia,Area harvested,1993,ha,
Colombia,Area harvested,1994,ha,
Colombia,Area harvested,1995,ha,
Colombia,Area harvested,1996,ha,
Colombia,Area harvested,1997,ha,
Colombia,Area harvested,1998,ha,
Colombia,Area harvested,1999,ha,750.0
Colombia,Area harvested,2000,ha,753.0
Colombia,Area harvested,2001,ha,788.0
Colombia,Area harvested,2002,ha,478.0
Colombia,Area harvested,2003,ha,470.0
Colombia,Area harvested,2004,ha,450.0
Colombia,Area harvested,2005,ha,413.0
Colombia,Area harvested,2006,ha,424.0
Colombia,Area harvested,2007,ha,306.0
Colombia,Area harvested,2008,ha,87.0
Colombia,Area harvested,2009,ha,153.0
Colombia,Area harvested,2010,ha,156.0
Colombia,Area harvested,2011,ha,121.0
Colombia,Area harvested,2012,ha,226.0
Colombia,Area harvested,2013,ha,246.0
Colombia,Area harvested,2014,ha,200.0
Colombia,Area harvested,2015,ha,225.0
Colombia,Area harvested,2016,ha,213.0
Colombia,Area harvested,2017,ha,570.0
Colombia,Area harvested,2018,ha,705.0
Colombia,Area harvested,2019,ha,613.0
Colombia,Yield,1999,hg/ha,90000.0
Colombia,Yield,2000,hg/ha,89880.0
Colombia,Yield,2001,hg/ha,96129.0
Colombia,Yield,2002,hg/ha,111444.0
Colombia,Yield,2003,hg/ha,110426.0
Colombia,Yield,2004,hg/ha,105911.0
Colombia,Yield,2005,hg/ha,107385.0
Colombia,Yield,2006,hg/ha,106557.0
Colombia,Yield,2007,hg/ha,94477.0
Colombia,Yield,2008,hg/ha,120690.0
Colombia,Yield,2009,hg/ha,87582.0
Colombia,Yield,2010,hg/ha,105000.0
Colombia,Yield,2011,hg/ha,100744.0
Colombia,Yield,2012,hg/ha,96903.0
Colombia,Yield,2013,hg/ha,103537.0
Colombia,Yield,2014,hg/ha,112350.0
Colombia,Yield,2015,hg/ha,111378.0
Colombia,Yield,2016,hg/ha,106056.0
Colombia,Yield,2017,hg/ha,53772.0
Colombia,Yield,2018,hg/ha,67149.0
Colombia,Yield,2019,hg/ha,82431.0
Colombia,Production,1961,tonnes,
Colombia,Production,1962,tonnes,
Colombia,Production,1963,tonnes,
Colombia,Production,1964,tonnes,
Colombia,Production,1965,tonnes,
Colombia,Production,1966,tonnes,
Colombia,Production,1967,tonnes,
Colombia,Production,1968,tonnes,
Colombia,Production,1969,tonnes,
Colombia,Production,1970,tonnes,
Colombia,Production,1971,tonnes,
Colombia,Production,1972,tonnes,
Colombia,Production,1973,tonnes,
Colombia,Production,1974,tonnes,
Colombia,Production,1975,tonnes,
Colombia,Production,1976,tonnes,
Colombia,Production,1977,tonnes,
Colombia,Production,1978,tonnes,
Colombia,Production,1979,tonnes,
Colombia,Production,1980,tonnes,
Colombia,Production,1981,tonnes,
Colombia,Production,1982,tonnes,
Colombia,Production,1983,tonnes,
Colombia,Production,1984,tonnes,
Colombia,Production,1985,tonnes,
Colombia,Production,1986,tonnes,
Colombia,Production,1987,tonnes,
Colombia,Production,1988,tonnes,
Colombia,Production,1989,tonnes,
Colombia,Production,1990,tonnes,
Colombia,Production,1991,tonnes,
Colombia,Production,1992,tonnes,
Colombia,Production,1993,tonnes,
Colombia,Production,1994,tonnes,
Colombia,Production,1995,tonnes,
Colombia,Production,1996,tonnes,
Colombia,Production,1997,tonnes,
Colombia,Production,1998,tonnes,
Colombia,Production,1999,tonnes,6750.0
Colombia,Production,2000,tonnes,6768.0
Colombia,Production,2001,tonnes,7575.0
Colombia,Production,2002,tonnes,5327.0
Colombia,Production,2003,tonnes,5190.0
Colombia,Production,2004,tonnes,4766.0
Colombia,Production,2005,tonnes,4435.0
Colombia,Production,2006,tonnes,4518.0
Colombia,Production,2007,tonnes,2891.0
Colombia,Production,2008,tonnes,1050.0
Colombia,Production,2009,tonnes,1340.0
Colombia,Production,2010,tonnes,1638.0
Colombia,Production,2011,tonnes,1219.0
Colombia,Production,2012,tonnes,2190.0
Colombia,Production,2013,tonnes,2547.0
Colombia,Production,2014,tonnes,2247.0
Colombia,Production,2015,tonnes,2506.0
Colombia,Production,2016,tonnes,2259.0
Colombia,Production,2017,tonnes,3065.0
Colombia,Production,2018,tonnes,4734.0
Colombia,Production,2019,tonnes,5053.0
Croatia,Area harvested,1992,ha,6200.0
Croatia,Area harvested,1993,ha,6500.0
Croatia,Area harvested,1994,ha,4769.0
Croatia,Area harvested,1995,ha,5115.0
Croatia,Area harvested,1996,ha,7376.0
Croatia,Area harvested,1997,ha,5676.0
Croatia,Area harvested,1998,ha,6700.0
Croatia,Area harvested,1999,ha,6000.0
Croatia,Area harvested,2000,ha,4192.0
Croatia,Area harvested,2001,ha,4826.0
Croatia,Area harvested,2002,ha,5366.0
Croatia,Area harvested,2003,ha,6220.0
Croatia,Area harvested,2004,ha,5253.0
Croatia,Area harvested,2005,ha,5625.0
Croatia,Area harvested,2006,ha,5863.0
Croatia,Area harvested,2007,ha,5993.0
Croatia,Area harvested,2008,ha,6404.0
Croatia,Area harvested,2009,ha,6515.0
Croatia,Area harvested,2010,ha,6599.0
Croatia,Area harvested,2011,ha,6553.0
Croatia,Area harvested,2012,ha,5980.0
Croatia,Area harvested,2013,ha,5377.0
Croatia,Area harvested,2014,ha,5944.0
Croatia,Area harvested,2015,ha,5756.0
Croatia,Area harvested,2016,ha,5890.0
Croatia,Area harvested,2017,ha,4838.0
Croatia,Area harvested,2018,ha,4730.0
Croatia,Area harvested,2019,ha,4950.0
Croatia,Yield,1992,hg/ha,100342.0
Croatia,Yield,1993,hg/ha,94872.0
Croatia,Yield,1994,hg/ha,99283.0
Croatia,Yield,1995,hg/ha,100506.0
Croatia,Yield,1996,hg/ha,101330.0
Croatia,Yield,1997,hg/ha,101376.0
Croatia,Yield,1998,hg/ha,108001.0
Croatia,Yield,1999,hg/ha,111253.0
Croatia,Yield,2000,hg/ha,152855.0
Croatia,Yield,2001,hg/ha,46426.0
Croatia,Yield,2002,hg/ha,82296.0
Croatia,Yield,2003,hg/ha,74502.0
Croatia,Yield,2004,hg/ha,120107.0
Croatia,Yield,2005,hg/ha,101863.0
Croatia,Yield,2006,hg/ha,98194.0
Croatia,Yield,2007,hg/ha,105108.0
Croatia,Yield,2008,hg/ha,89539.0
Croatia,Yield,2009,hg/ha,113467.0
Croatia,Yield,2010,hg/ha,135057.0
Croatia,Yield,2011,hg/ha,152107.0
Croatia,Yield,2012,hg/ha,62565.0
Croatia,Yield,2013,hg/ha,226405.0
Croatia,Yield,2014,hg/ha,162690.0
Croatia,Yield,2015,hg/ha,176776.0
Croatia,Yield,2016,hg/ha,76029.0
Croatia,Yield,2017,hg/ha,116928.0
Croatia,Yield,2018,hg/ha,190803.0
Croatia,Yield,2019,hg/ha,138081.0
Croatia,Production,1992,tonnes,62212.0
Croatia,Production,1993,tonnes,61667.0
Croatia,Production,1994,tonnes,47348.0
Croatia,Production,1995,tonnes,51409.0
Croatia,Production,1996,tonnes,74741.0
Croatia,Production,1997,tonnes,57541.0
Croatia,Production,1998,tonnes,72361.0
Croatia,Production,1999,tonnes,66752.0
Croatia,Production,2000,tonnes,64077.0
Croatia,Production,2001,tonnes,22405.0
Croatia,Production,2002,tonnes,44160.0
Croatia,Production,2003,tonnes,46340.0
Croatia,Production,2004,tonnes,63092.0
Croatia,Production,2005,tonnes,57298.0
Croatia,Production,2006,tonnes,57571.0
Croatia,Production,2007,tonnes,62991.0
Croatia,Production,2008,tonnes,57341.0
Croatia,Production,2009,tonnes,73924.0
Croatia,Production,2010,tonnes,89124.0
Croatia,Production,2011,tonnes,99676.0
Croatia,Production,2012,tonnes,37414.0
Croatia,Production,2013,tonnes,121738.0
Croatia,Production,2014,tonnes,96703.0
Croatia,Production,2015,tonnes,101752.0
Croatia,Production,2016,tonnes,44781.0
Croatia,Production,2017,tonnes,56570.0
Croatia,Production,2018,tonnes,90250.0
Croatia,Production,2019,tonnes,68350.0
Cyprus,Area harvested,1961,ha,1086.0
Cyprus,Area harvested,1962,ha,1143.0
Cyprus,Area harvested,1963,ha,1186.0
Cyprus,Area harvested,1964,ha,1214.0
Cyprus,Area harvested,1965,ha,1257.0
Cyprus,Area harvested,1966,ha,1343.0
Cyprus,Area harvested,1967,ha,1429.0
Cyprus,Area harvested,1968,ha,1543.0
Cyprus,Area harvested,1969,ha,1650.0
Cyprus,Area harvested,1970,ha,1714.0
Cyprus,Area harvested,1971,ha,1739.0
Cyprus,Area harvested,1972,ha,1940.0
Cyprus,Area harvested,1973,ha,1980.0
Cyprus,Area harvested,1974,ha,1980.0
Cyprus,Area harvested,1975,ha,1980.0
Cyprus,Area harvested,1976,ha,2040.0
Cyprus,Area harvested,1977,ha,2060.0
Cyprus,Area harvested,1978,ha,1512.0
Cyprus,Area harvested,1979,ha,1538.0
Cyprus,Area harvested,1980,ha,1559.0
Cyprus,Area harvested,1981,ha,1579.0
Cyprus,Area harvested,1982,ha,1605.0
Cyprus,Area harvested,1983,ha,1605.0
Cyprus,Area harvested,1984,ha,1605.0
Cyprus,Area harvested,1985,ha,1070.0
Cyprus,Area harvested,1986,ha,1070.0
Cyprus,Area harvested,1987,ha,1070.0
Cyprus,Area harvested,1988,ha,1070.0
Cyprus,Area harvested,1989,ha,1100.0
Cyprus,Area harvested,1990,ha,1050.0
Cyprus,Area harvested,1991,ha,1050.0
Cyprus,Area harvested,1992,ha,1100.0
Cyprus,Area harvested,1993,ha,1200.0
Cyprus,Area harvested,1994,ha,1000.0
Cyprus,Area harvested,1995,ha,1000.0
Cyprus,Area harvested,1996,ha,1110.0
Cyprus,Area harvested,1997,ha,1090.0
Cyprus,Area harvested,1998,ha,1200.0
Cyprus,Area harvested,1999,ha,1200.0
Cyprus,Area harvested,2000,ha,1130.0
Cyprus,Area harvested,2001,ha,1130.0
Cyprus,Area harvested,2002,ha,1130.0
Cyprus,Area harvested,2003,ha,1165.0
Cyprus,Area harvested,2004,ha,1230.0
Cyprus,Area harvested,2005,ha,1274.0
Cyprus,Area harvested,2006,ha,1278.0
Cyprus,Area harvested,2007,ha,1062.0
Cyprus,Area harvested,2008,ha,943.0
Cyprus,Area harvested,2009,ha,1218.0
Cyprus,Area harvested,2010,ha,754.0
Cyprus,Area harvested,2011,ha,836.0
Cyprus,Area harvested,2012,ha,858.0
Cyprus,Area harvested,2013,ha,625.0
Cyprus,Area harvested,2014,ha,606.0
Cyprus,Area harvested,2015,ha,610.0
Cyprus,Area harvested,2016,ha,525.0
Cyprus,Area harvested,2017,ha,372.0
Cyprus,Area harvested,2018,ha,370.0
Cyprus,Area harvested,2019,ha,370.0
Cyprus,Yield,1961,hg/ha,13094.0
Cyprus,Yield,1962,hg/ha,16439.0
Cyprus,Yield,1963,hg/ha,16062.0
Cyprus,Yield,1964,hg/ha,26779.0
Cyprus,Yield,1965,hg/ha,51726.0
Cyprus,Yield,1966,hg/ha,56739.0
Cyprus,Yield,1967,hg/ha,71099.0
Cyprus,Yield,1968,hg/ha,52677.0
Cyprus,Yield,1969,hg/ha,46182.0
Cyprus,Yield,1970,hg/ha,43862.0
Cyprus,Yield,1971,hg/ha,61346.0
Cyprus,Yield,1972,hg/ha,51320.0
Cyprus,Yield,1973,hg/ha,47717.0
Cyprus,Yield,1974,hg/ha,38485.0
Cyprus,Yield,1975,hg/ha,46182.0
Cyprus,Yield,1976,hg/ha,53789.0
Cyprus,Yield,1977,hg/ha,50801.0
Cyprus,Yield,1978,hg/ha,50397.0
Cyprus,Yield,1979,hg/ha,60774.0
Cyprus,Yield,1980,hg/ha,58653.0
Cyprus,Yield,1981,hg/ha,48258.0
Cyprus,Yield,1982,hg/ha,53807.0
Cyprus,Yield,1983,hg/ha,56075.0
Cyprus,Yield,1984,hg/ha,56075.0
Cyprus,Yield,1985,hg/ha,65421.0
Cyprus,Yield,1986,hg/ha,60748.0
Cyprus,Yield,1987,hg/ha,65421.0
Cyprus,Yield,1988,hg/ha,70093.0
Cyprus,Yield,1989,hg/ha,74545.0
Cyprus,Yield,1990,hg/ha,77619.0
Cyprus,Yield,1991,hg/ha,73333.0
Cyprus,Yield,1992,hg/ha,109091.0
Cyprus,Yield,1993,hg/ha,91667.0
Cyprus,Yield,1994,hg/ha,75000.0
Cyprus,Yield,1995,hg/ha,93000.0
Cyprus,Yield,1996,hg/ha,90090.0
Cyprus,Yield,1997,hg/ha,87156.0
Cyprus,Yield,1998,hg/ha,91667.0
Cyprus,Yield,1999,hg/ha,95833.0
Cyprus,Yield,2000,hg/ha,100000.0
Cyprus,Yield,2001,hg/ha,82301.0
Cyprus,Yield,2002,hg/ha,95575.0
Cyprus,Yield,2003,hg/ha,81545.0
Cyprus,Yield,2004,hg/ha,85764.0
Cyprus,Yield,2005,hg/ha,84623.0
Cyprus,Yield,2006,hg/ha,84053.0
Cyprus,Yield,2007,hg/ha,80923.0
Cyprus,Yield,2008,hg/ha,69385.0
Cyprus,Yield,2009,hg/ha,59721.0
Cyprus,Yield,2010,hg/ha,92175.0
Cyprus,Yield,2011,hg/ha,85179.0
Cyprus,Yield,2012,hg/ha,79744.0
Cyprus,Yield,2013,hg/ha,85008.0
Cyprus,Yield,2014,hg/ha,80000.0
Cyprus,Yield,2015,hg/ha,80000.0
Cyprus,Yield,2016,hg/ha,80000.0
Cyprus,Yield,2017,hg/ha,101935.0
Cyprus,Yield,2018,hg/ha,51622.0
Cyprus,Yield,2019,hg/ha,49730.0
Cyprus,Production,1961,tonnes,1422.0
Cyprus,Production,1962,tonnes,1879.0
Cyprus,Production,1963,tonnes,1905.0
Cyprus,Production,1964,tonnes,3251.0
Cyprus,Production,1965,tonnes,6502.0
Cyprus,Production,1966,tonnes,7620.0
Cyprus,Production,1967,tonnes,10160.0
Cyprus,Production,1968,tonnes,8128.0
Cyprus,Production,1969,tonnes,7620.0
Cyprus,Production,1970,tonnes,7518.0
Cyprus,Production,1971,tonnes,10668.0
Cyprus,Production,1972,tonnes,9956.0
Cyprus,Production,1973,tonnes,9448.0
Cyprus,Production,1974,tonnes,7620.0
Cyprus,Production,1975,tonnes,9144.0
Cyprus,Production,1976,tonnes,10973.0
Cyprus,Production,1977,tonnes,10465.0
Cyprus,Production,1978,tonnes,7620.0
Cyprus,Production,1979,tonnes,9347.0
Cyprus,Production,1980,tonnes,9144.0
Cyprus,Production,1981,tonnes,7620.0
Cyprus,Production,1982,tonnes,8636.0
Cyprus,Production,1983,tonnes,9000.0
Cyprus,Production,1984,tonnes,9000.0
Cyprus,Production,1985,tonnes,7000.0
Cyprus,Production,1986,tonnes,6500.0
Cyprus,Production,1987,tonnes,7000.0
Cyprus,Production,1988,tonnes,7500.0
Cyprus,Production,1989,tonnes,8200.0
Cyprus,Production,1990,tonnes,8150.0
Cyprus,Production,1991,tonnes,7700.0
Cyprus,Production,1992,tonnes,12000.0
Cyprus,Production,1993,tonnes,11000.0
Cyprus,Production,1994,tonnes,7500.0
Cyprus,Production,1995,tonnes,9300.0
Cyprus,Production,1996,tonnes,10000.0
Cyprus,Production,1997,tonnes,9500.0
Cyprus,Production,1998,tonnes,11000.0
Cyprus,Production,1999,tonnes,11500.0
Cyprus,Production,2000,tonnes,11300.0
Cyprus,Production,2001,tonnes,9300.0
Cyprus,Production,2002,tonnes,10800.0
Cyprus,Production,2003,tonnes,9500.0
Cyprus,Production,2004,tonnes,10549.0
Cyprus,Production,2005,tonnes,10781.0
Cyprus,Production,2006,tonnes,10742.0
Cyprus,Production,2007,tonnes,8594.0
Cyprus,Production,2008,tonnes,6543.0
Cyprus,Production,2009,tonnes,7274.0
Cyprus,Production,2010,tonnes,6950.0
Cyprus,Production,2011,tonnes,7121.0
Cyprus,Production,2012,tonnes,6842.0
Cyprus,Production,2013,tonnes,5313.0
Cyprus,Production,2014,tonnes,4848.0
Cyprus,Production,2015,tonnes,4880.0
Cyprus,Production,2016,tonnes,4200.0
Cyprus,Production,2017,tonnes,3792.0
Cyprus,Production,2018,tonnes,1910.0
Cyprus,Production,2019,tonnes,1840.0
Czechia,Area harvested,1993,ha,20000.0
Czechia,Area harvested,1994,ha,18000.0
Czechia,Area harvested,1995,ha,17000.0
Czechia,Area harvested,1996,ha,18000.0
Czechia,Area harvested,1997,ha,20000.0
Czechia,Area harvested,1998,ha,18000.0
Czechia,Area harvested,1999,ha,16000.0
Czechia,Area harvested,2000,ha,21000.0
Czechia,Area harvested,2001,ha,18000.0
Czechia,Area harvested,2002,ha,9260.0
Czechia,Area harvested,2003,ha,9320.0
Czechia,Area harvested,2004,ha,9500.0
Czechia,Area harvested,2005,ha,9540.0
Czechia,Area harvested,2006,ha,9290.0
Czechia,Area harvested,2007,ha,9100.0
Czechia,Area harvested,2008,ha,9040.0
Czechia,Area harvested,2009,ha,8990.0
Czechia,Area harvested,2010,ha,9030.0
Czechia,Area harvested,2011,ha,9299.0
Czechia,Area harvested,2012,ha,9367.0
Czechia,Area harvested,2013,ha,8982.0
Czechia,Area harvested,2014,ha,8962.0
Czechia,Area harvested,2015,ha,8309.0
Czechia,Area harvested,2016,ha,7491.0
Czechia,Area harvested,2017,ha,7349.0
Czechia,Area harvested,2018,ha,7250.0
Czechia,Area harvested,2019,ha,7320.0
Czechia,Yield,1993,hg/ha,154058.0
Czechia,Yield,1994,hg/ha,135610.0
Czechia,Yield,1995,hg/ha,132667.0
Czechia,Yield,1996,hg/ha,139687.0
Czechia,Yield,1997,hg/ha,145504.0
Czechia,Yield,1998,hg/ha,157304.0
Czechia,Yield,1999,hg/ha,165058.0
Czechia,Yield,2000,hg/ha,161634.0
Czechia,Yield,2001,hg/ha,122869.0
Czechia,Yield,2002,hg/ha,179238.0
Czechia,Yield,2003,hg/ha,150913.0
Czechia,Yield,2004,hg/ha,154625.0
Czechia,Yield,2005,hg/ha,140560.0
Czechia,Yield,2006,hg/ha,146808.0
Czechia,Yield,2007,hg/ha,127268.0
Czechia,Yield,2008,hg/ha,170424.0
Czechia,Yield,2009,hg/ha,157949.0
Czechia,Yield,2010,hg/ha,110522.0
Czechia,Yield,2011,hg/ha,90971.0
Czechia,Yield,2012,hg/ha,126731.0
Czechia,Yield,2013,hg/ha,135608.0
Czechia,Yield,2014,hg/ha,143151.0
Czechia,Yield,2015,hg/ha,186979.0
Czechia,Yield,2016,hg/ha,166863.0
Czechia,Yield,2017,hg/ha,143258.0
Czechia,Yield,2018,hg/ha,209007.0
Czechia,Yield,2019,hg/ha,135929.0
Czechia,Production,1993,tonnes,308116.0
Czechia,Production,1994,tonnes,244098.0
Czechia,Production,1995,tonnes,225534.0
Czechia,Production,1996,tonnes,251436.0
Czechia,Production,1997,tonnes,291007.0
Czechia,Production,1998,tonnes,283148.0
Czechia,Production,1999,tonnes,264092.0
Czechia,Production,2000,tonnes,339431.0
Czechia,Production,2001,tonnes,221164.0
Czechia,Production,2002,tonnes,165974.0
Czechia,Production,2003,tonnes,140651.0
Czechia,Production,2004,tonnes,146894.0
Czechia,Production,2005,tonnes,134094.0
Czechia,Production,2006,tonnes,136385.0
Czechia,Production,2007,tonnes,115814.0
Czechia,Production,2008,tonnes,154063.0
Czechia,Production,2009,tonnes,141996.0
Czechia,Production,2010,tonnes,99801.0
Czechia,Production,2011,tonnes,84594.0
Czechia,Production,2012,tonnes,118709.0
Czechia,Production,2013,tonnes,121803.0
Czechia,Production,2014,tonnes,128292.0
Czechia,Production,2015,tonnes,155361.0
Czechia,Production,2016,tonnes,124997.0
Czechia,Production,2017,tonnes,105280.0
Czechia,Production,2018,tonnes,151530.0
Czechia,Production,2019,tonnes,99500.0
Czechoslovakia,Area harvested,1961,ha,
Czechoslovakia,Area harvested,1962,ha,
Czechoslovakia,Area harvested,1963,ha,
Czechoslovakia,Area harvested,1964,ha,
Czechoslovakia,Area harvested,1965,ha,
Czechoslovakia,Area harvested,1966,ha,
Czechoslovakia,Area harvested,1967,ha,
Czechoslovakia,Area harvested,1968,ha,
Czechoslovakia,Area harvested,1969,ha,
Czechoslovakia,Area harvested,1970,ha,
Czechoslovakia,Area harvested,1971,ha,
Czechoslovakia,Area harvested,1972,ha,
Czechoslovakia,Area harvested,1973,ha,
Czechoslovakia,Area harvested,1974,ha,
Czechoslovakia,Area harvested,1975,ha,
Czechoslovakia,Area harvested,1976,ha,
Czechoslovakia,Area harvested,1977,ha,
Czechoslovakia,Area harvested,1978,ha,
Czechoslovakia,Area harvested,1979,ha,
Czechoslovakia,Area harvested,1980,ha,
Czechoslovakia,Area harvested,1981,ha,
Czechoslovakia,Area harvested,1982,ha,
Czechoslovakia,Area harvested,1983,ha,
Czechoslovakia,Area harvested,1984,ha,
Czechoslovakia,Area harvested,1985,ha,44400.0
Czechoslovakia,Area harvested,1986,ha,44500.0
Czechoslovakia,Area harvested,1987,ha,44500.0
Czechoslovakia,Area harvested,1988,ha,44600.0
Czechoslovakia,Area harvested,1989,ha,45000.0
Czechoslovakia,Area harvested,1990,ha,44583.0
Czechoslovakia,Area harvested,1991,ha,45500.0
Czechoslovakia,Area harvested,1992,ha,30842.0
Czechoslovakia,Yield,1985,hg/ha,85445.0
Czechoslovakia,Yield,1986,hg/ha,105099.0
Czechoslovakia,Yield,1987,hg/ha,69164.0
Czechoslovakia,Yield,1988,hg/ha,104890.0
Czechoslovakia,Yield,1989,hg/ha,122765.0
Czechoslovakia,Yield,1990,hg/ha,78499.0
Czechoslovakia,Yield,1991,hg/ha,95582.0
Czechoslovakia,Yield,1992,hg/ha,95583.0
Czechoslovakia,Production,1961,tonnes,117138.0
Czechoslovakia,Production,1962,tonnes,130763.0
Czechoslovakia,Production,1963,tonnes,133985.0
Czechoslovakia,Production,1964,tonnes,158662.0
Czechoslovakia,Production,1965,tonnes,91630.0
Czechoslovakia,Production,1966,tonnes,249213.0
Czechoslovakia,Production,1967,tonnes,182235.0
Czechoslovakia,Production,1968,tonnes,201401.0
Czechoslovakia,Production,1969,tonnes,237834.0
Czechoslovakia,Production,1970,tonnes,231665.0
Czechoslovakia,Production,1971,tonnes,144250.0
Czechoslovakia,Production,1972,tonnes,95785.0
Czechoslovakia,Production,1973,tonnes,182736.0
Czechoslovakia,Production,1974,tonnes,129172.0
Czechoslovakia,Production,1975,tonnes,182383.0
Czechoslovakia,Production,1976,tonnes,190294.0
Czechoslovakia,Production,1977,tonnes,156884.0
Czechoslovakia,Production,1978,tonnes,185099.0
Czechoslovakia,Production,1979,tonnes,200125.0
Czechoslovakia,Production,1980,tonnes,278209.0
Czechoslovakia,Production,1981,tonnes,167427.0
Czechoslovakia,Production,1982,tonnes,503723.0
Czechoslovakia,Production,1983,tonnes,426694.0
Czechoslovakia,Production,1984,tonnes,378219.0
Czechoslovakia,Production,1985,tonnes,379377.0
Czechoslovakia,Production,1986,tonnes,467689.0
Czechoslovakia,Production,1987,tonnes,307781.0
Czechoslovakia,Production,1988,tonnes,467808.0
Czechoslovakia,Production,1989,tonnes,552444.0
Czechoslovakia,Production,1990,tonnes,349973.0
Czechoslovakia,Production,1991,tonnes,434898.0
Czechoslovakia,Production,1992,tonnes,294798.0
Democratic People's Republic of Korea,Area harvested,1961,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1962,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1963,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1964,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1965,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1966,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1967,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1968,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1969,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1970,ha,10000.0
Democratic People's Republic of Korea,Area harvested,1971,ha,20000.0
Democratic People's Republic of Korea,Area harvested,1972,ha,20000.0
Democratic People's Republic of Korea,Area harvested,1973,ha,20000.0
Democratic People's Republic of Korea,Area harvested,1974,ha,20000.0
Democratic People's Republic of Korea,Area harvested,1975,ha,30000.0
Democratic People's Republic of Korea,Area harvested,1976,ha,30000.0
Democratic People's Republic of Korea,Area harvested,1977,ha,30000.0
Democratic People's Republic of Korea,Area harvested,1978,ha,30000.0
Democratic People's Republic of Korea,Area harvested,1979,ha,30000.0
Democratic People's Republic of Korea,Area harvested,1980,ha,45000.0
Democratic People's Republic of Korea,Area harvested,1981,ha,50000.0
Democratic People's Republic of Korea,Area harvested,1982,ha,55000.0
Democratic People's Republic of Korea,Area harvested,1983,ha,55000.0
Democratic People's Republic of Korea,Area harvested,1984,ha,60000.0
Democratic People's Republic of Korea,Area harvested,1985,ha,68000.0
Democratic People's Republic of Korea,Area harvested,1986,ha,68000.0
Democratic People's Republic of Korea,Area harvested,1987,ha,68000.0
Democratic People's Republic of Korea,Area harvested,1988,ha,68000.0
Democratic People's Republic of Korea,Area harvested,1989,ha,68000.0
Democratic People's Republic of Korea,Area harvested,1990,ha,65905.0
Democratic People's Republic of Korea,Area harvested,1991,ha,72692.0
Democratic People's Republic of Korea,Area harvested,1992,ha,72764.0
Democratic People's Republic of Korea,Area harvested,1993,ha,66618.0
Democratic People's Republic of Korea,Area harvested,1994,ha,71910.0
Democratic People's Republic of Korea,Area harvested,1995,ha,69449.0
Democratic People's Republic of Korea,Area harvested,1996,ha,69834.0
Democratic People's Republic of Korea,Area harvested,1997,ha,69027.0
Democratic People's Republic of Korea,Area harvested,1998,ha,69000.0
Democratic People's Republic of Korea,Area harvested,1999,ha,70000.0
Democratic People's Republic of Korea,Area harvested,2000,ha,70388.0
Democratic People's Republic of Korea,Area harvested,2001,ha,71000.0
Democratic People's Republic of Korea,Area harvested,2002,ha,70735.0
Democratic People's Republic of Korea,Area harvested,2003,ha,70000.0
Democratic People's Republic of Korea,Area harvested,2004,ha,72000.0
Democratic People's Republic of Korea,Area harvested,2005,ha,72481.0
Democratic People's Republic of Korea,Area harvested,2006,ha,72511.0
Democratic People's Republic of Korea,Area harvested,2007,ha,70000.0
Democratic People's Republic of Korea,Area harvested,2008,ha,70076.0
Democratic People's Republic of Korea,Area harvested,2009,ha,71220.0
Democratic People's Republic of Korea,Area harvested,2010,ha,71473.0
Democratic People's Republic of Korea,Area harvested,2011,ha,72800.0
Democratic People's Republic of Korea,Area harvested,2012,ha,73500.0
Democratic People's Republic of Korea,Area harvested,2013,ha,73500.0
Democratic People's Republic of Korea,Area harvested,2014,ha,73631.0
Democratic People's Republic of Korea,Area harvested,2015,ha,72419.0
Democratic People's Republic of Korea,Area harvested,2016,ha,72005.0
Democratic People's Republic of Korea,Area harvested,2017,ha,71632.0
Democratic People's Republic of Korea,Area harvested,2018,ha,71269.0
Democratic People's Republic of Korea,Area harvested,2019,ha,70916.0
Democratic People's Republic of Korea,Yield,1961,hg/ha,90000.0
Democratic People's Republic of Korea,Yield,1962,hg/ha,95000.0
Democratic People's Republic of Korea,Yield,1963,hg/ha,85000.0
Democratic People's Republic of Korea,Yield,1964,hg/ha,85000.0
Democratic People's Republic of Korea,Yield,1965,hg/ha,100000.0
Democratic People's Republic of Korea,Yield,1966,hg/ha,100000.0
Democratic People's Republic of Korea,Yield,1967,hg/ha,90000.0
Democratic People's Republic of Korea,Yield,1968,hg/ha,115000.0
